state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.9304,0.7209,0.6589,0.5615,0.7348,0.6055,-0.6787,0.0446,-0.2004,0.3159
top30_module,0.9289,0.7172,0.6538,0.5546,0.739,0.6041,-0.6745,0.0541,-0.1793,0.3012
top60_module,0.9421,0.6944,0.6037,0.556,0.7084,0.56,-0.6304,0.0854,-0.1018,0.2639
dominant_network,0.97,0.381,0.2585,0.647,0.5611,0.5001,-0.7525,-0.0107,-0.2763,0.3295
top30_network,0.9658,0.388,0.2647,0.6295,0.5715,0.4866,-0.7425,0.0239,-0.2173,0.3005
top60_network,0.9155,0.3202,0.1887,0.5432,0.4716,0.4199,-0.5991,0.1713,-0.0706,0.3424
PC1_var,0.6252,0.188,0.1261,0.7327,0.2768,0.5664,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.3094,-0.3561,-0.3575,-0.5078,-0.5245,-0.3925,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.5164,-0.3772,-0.3312,-0.6716,-0.5555,-0.5192,0.0779,-0.5093,-0.3254,-0.3288
