state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.0582,-0.081,-0.081,-0.114,0.1679,0.1089,0.1157,0.0664,0.102,-0.0968
top30_module,-0.2885,-0.1415,-0.1415,0.0442,0.154,0.2045,0.2932,0.0997,0.17,-0.1268
top60_module,-0.2025,-0.0326,-0.0326,-0.2867,0.3117,0.3442,0.3906,0.1166,0.4864,-0.312
dominant_network,0.2396,0.0024,0.0024,0.2371,0.0038,0.1821,-0.4554,-0.2086,-0.1642,-0.1156
top30_network,0.0325,-0.1547,-0.1547,0.1763,-0.2447,0.1354,-0.3765,-0.325,-0.183,-0.2208
top60_network,0.1196,-0.2038,-0.2038,0.6004,-0.3224,0.4612,-0.1053,0.1879,0.3653,-0.1474
PC1_var,0.5461,-0.0274,-0.0274,0.7454,-0.0434,0.5726,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.4523,-0.5343,-0.5343,-0.143,-0.8452,-0.1098,-0.0636,-0.5463,-0.1946,-0.5316
