state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.0956,-0.0907,0.0462,-0.3967,0.2653,-0.2139,0.0467,0.0262,-0.0209,0.0941
top30_module,-0.1907,-0.3055,-0.1674,-0.317,0.0984,-0.1529,0.0882,0.143,0.0054,0.2445
top60_module,-0.2937,-0.0637,-0.0159,-0.195,-0.1697,-0.2156,0.2895,0.276,0.5543,-0.2494
dominant_network,0.3747,0.2846,0.1312,-0.334,0.3868,-0.1734,-0.2532,-0.1471,-0.079,-0.1471
top30_network,0.3093,0.1857,0.0348,-0.3306,0.2371,-0.1692,-0.2732,-0.1799,-0.0859,-0.1347
top60_network,0.1118,0.0586,-0.118,-0.1532,0.1236,-0.1086,-0.0123,0.2472,0.4982,-0.2737
PC1_var,0.6166,0.1416,0.1135,0.5523,0.1604,0.4386,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.0452,-0.2619,-0.4018,-0.2932,-0.4881,-0.1637,-0.1116,-0.4745,-0.0596,-0.5167
