1	1	-23.134724	-8.627626	-11.627933	-8.580916	-3.669892	5.912588	5.261698	5.848421	7.772157	-1.573730	0.123031	-15.599419	8.397286	-10.833419	6.441570	1.270671	7.554651	2.490027	-7.422290	4.293062
2	1	-13.562020	-4.809885	-8.101712	-9.955652	2.897287	5.326076	6.237865	6.686196	6.372359	4.136585	1.760679	-13.788711	6.973154	-16.665439	7.700227	-0.104350	3.306412	1.030798	-8.738372	0.817578
7	1	-8.940930	-8.428828	-9.454577	-12.588725	-0.574754	9.552328	2.918874	2.645169	4.284077	-1.525389	3.622001	-4.722811	5.228176	-17.034626	6.247419	1.811054	8.344452	-6.247368	-9.224254	0.322628
13	1	-8.734135	-8.764736	-11.462208	-14.295520	1.334449	7.894621	3.273144	3.031967	3.195285	0.399198	-1.732677	0.526796	5.173894	-11.548720	5.771948	-0.610111	7.176312	-0.689698	-6.821468	-0.881238
16	1	-5.268476	-6.310426	-9.801036	-14.874624	1.195040	1.933154	-0.116414	0.651117	9.463574	0.653847	7.026900	-9.523615	-2.638686	-11.046253	3.194983	3.063743	6.330121	0.601528	-18.504709	2.069869
22	1	10.973128	7.027699	7.108507	8.759462	7.846620	-5.396637	-6.598158	-5.832094	2.346145	8.630123	9.154500	10.184983	-5.880897	6.728919	1.146104	6.881395	0.746762	5.555657	2.699359	5.633804
26	1	-14.133546	-12.008932	-11.103351	-14.515977	0.162137	7.926381	7.026874	6.244595	7.667454	4.665642	1.632380	-16.018111	5.177242	-14.895859	7.099632	0.266401	6.333681	0.302517	-13.085867	2.053743
27	1	-18.937012	-6.663338	-11.394716	-14.595493	3.563052	8.042306	5.402997	6.783213	7.898611	-1.487246	2.644528	-16.025036	5.827097	-9.335378	9.143742	1.408721	3.194037	-0.692418	-10.748653	2.652572
28	1	-20.254827	-7.941156	-16.590515	-16.385410	3.905265	7.932553	6.481827	6.241232	6.263004	-2.497125	1.897874	-3.564783	7.029506	-17.497869	5.794732	0.440338	6.961599	0.126759	-10.063092	1.208264
37	1	-23.448517	-9.804599	-15.409585	-8.938888	-0.848389	6.107870	8.828631	4.608128	7.134405	2.358520	1.838026	-13.210925	6.889510	-16.541103	7.333235	1.910763	5.495213	-0.051265	-14.464595	4.524622
44	1	11.406346	7.497874	6.474994	6.959527	6.340734	-7.071006	-3.380978	-4.171460	1.201287	6.484994	5.414445	10.856425	-0.336920	5.663010	-0.505067	7.822217	-0.179704	6.601357	5.595714	5.717452
45	1	-19.349515	-10.703092	-11.722942	-18.227081	-2.722844	6.154232	6.111936	5.396529	7.559068	1.896205	5.296314	-13.235748	5.881061	-19.065240	7.528415	1.249062	7.234484	-0.686666	-14.979720	2.184209
46	1	-17.133303	-7.770250	-11.385777	-10.850563	2.037061	6.967667	6.489965	6.760584	5.718081	2.666633	-0.334323	-14.901037	7.718386	-16.986352	7.912909	-0.654072	5.531439	0.689196	-9.133638	-0.384226
50	1	-16.366764	-5.562455	-11.313475	-15.398610	2.408318	5.393937	5.730919	8.499233	8.017531	-0.325881	4.078218	-17.300969	7.374394	-13.503024	8.134391	3.828070	5.468841	-2.292004	-12.854599	4.080742
56	1	-13.047250	-9.543994	-10.873289	-14.989583	1.970375	9.152885	7.775863	6.104146	7.067941	1.309837	-0.703397	-9.498980	5.762475	-15.925997	6.289337	0.478405	8.312530	-2.756872	-19.676239	0.719426
