5	2	7.245933	7.560056	4.127267	6.157747	5.481855	-4.141622	-4.079437	-1.400681	0.906955	7.548467	6.296218	5.757528	-1.496672	5.891887	-0.903784	6.436959	4.955623	4.576361	1.690739	6.259548	-7.680619	-6.556897	-13.865808	-11.038399	0.024794	4.756599	2.333896	-0.585149	1.242510	2.365525	1.037072	-1.264376	7.295948	-15.005566	4.857639	0.212487	7.363454	0.769200	-14.115803	3.697367
6	2	-20.823761	-9.506457	-3.757344	-12.357769	-0.366269	7.668674	6.100117	6.252268	7.198851	4.501123	2.057698	-17.035182	6.994192	-16.551621	8.371657	1.614040	4.103648	7.108447	-9.695587	1.088836	5.547148	5.546538	5.607620	1.194540	4.781727	-3.026661	0.824446	-0.070281	7.011018	6.010391	8.212329	1.333944	-0.755543	5.459219	2.102407	8.224869	-1.623183	7.383182	3.249382	4.752236
8	2	-12.799021	-10.038912	-10.355599	-16.615642	-0.118862	9.024428	2.956324	0.671712	6.970455	2.379506	-0.490305	-11.507206	7.580258	-14.145517	7.792680	3.100603	3.809793	0.404497	-15.540450	1.254658	8.060996	8.365250	6.556212	4.109406	4.771170	-2.971690	-3.744841	-5.750985	1.083783	6.646871	5.381858	4.154544	-2.565716	6.631443	6.466618	7.464964	0.495314	6.774300	3.682411	7.453931
9	2	-15.311713	-10.265090	-12.107312	-10.308891	0.854423	6.322288	3.385121	7.809920	4.909377	0.677650	2.140623	-15.444200	8.750713	-15.054055	5.945139	2.609965	6.768995	0.444553	-16.408719	2.119911	3.264845	7.323865	3.258901	4.807388	6.392400	1.154178	-3.437586	-2.277602	2.641933	7.183984	7.510378	8.349019	4.320682	7.454619	2.237081	8.782850	0.689295	6.146714	4.239832	5.923924
10	2	-17.854254	-7.772094	-12.886962	-16.250065	1.073783	5.252633	6.956033	3.965738	7.311803	1.615575	2.780888	-7.808107	6.807246	-11.185627	3.157527	1.243181	2.671872	-0.699466	-9.310679	0.860360	7.583334	6.523700	5.986987	5.111558	6.848539	-3.591428	-4.751414	-0.502769	1.069328	6.666627	6.674793	11.960776	-0.913417	7.414218	-2.199292	7.130188	-0.970848	4.790940	4.751546	7.393223
11	2	5.332643	6.398995	4.280074	3.899764	6.414071	-4.451972	-0.320422	3.672082	6.249798	6.422632	6.994304	5.677944	-5.552904	7.948083	2.222128	6.127521	6.551739	6.596257	7.750795	7.660852	-18.716618	-7.556359	-13.725384	-11.338261	0.240935	6.699083	4.251094	7.991401	8.317405	-0.079907	0.510946	-9.478456	6.561425	-5.403733	8.192452	0.264703	7.684853	1.441131	-9.631189	5.228532
12	2	-20.756005	-10.929357	-7.829874	-7.853629	0.736912	6.274756	4.555544	7.259120	4.974903	2.080778	3.219566	-12.762940	6.502663	-11.233703	6.856213	1.384187	6.808676	1.011176	-10.756677	0.556532	1.998844	6.658773	7.273706	8.032782	7.347912	-5.014558	2.679143	5.098380	3.582766	7.268603	9.001038	4.732495	-2.621517	9.139611	4.347954	5.898177	6.050973	6.381153	7.036281	6.759547
14	2	-9.630223	-8.734018	-6.773109	-5.033890	3.215786	4.140365	4.129560	5.351019	3.586489	1.333447	0.869355	-0.264089	8.628462	-4.122149	5.939776	0.066022	6.978852	2.868860	-11.531481	1.462258	7.178638	9.191648	5.952303	5.612401	6.376001	-3.005986	-1.669096	1.872079	3.241595	5.977655	4.935964	8.945458	3.179987	7.371197	2.479510	6.644583	1.962070	4.943894	5.500577	6.576636
17	2	7.285929	2.473295	8.895811	4.295377	6.221264	-2.474444	1.597328	0.422753	4.331398	4.914903	5.188472	5.977308	-0.252642	5.950349	-0.935856	7.192626	1.211752	6.170105	0.565630	6.085322	-9.291134	-15.743323	-8.584793	-7.084178	3.731685	8.885162	4.461216	4.774472	5.277826	-0.991500	-1.158119	-8.043093	6.894162	-11.187934	5.682702	0.552755	6.160205	1.029874	-15.816925	0.835372
18	2	-18.056491	-11.016068	-8.936819	-8.763293	2.518623	8.334444	5.285785	6.912415	6.220049	0.983753	1.714281	-12.080685	7.377988	-17.002617	6.840765	3.164810	6.954014	2.182599	-10.408837	3.370850	10.234337	6.370003	5.797141	4.213882	8.160533	-4.301267	-3.661828	-4.057277	0.191802	6.298587	6.269556	10.767545	-4.041372	5.805513	1.339140	8.954374	2.341316	8.127073	6.533861	6.781680
19	2	-16.487786	-8.018943	-8.536223	-17.178768	0.440186	6.154490	4.354978	5.940285	5.088488	2.229200	-1.609872	-12.596807	7.363809	-13.487192	6.097633	-0.230669	8.851791	1.604208	-13.306036	3.520464	9.598713	8.773036	6.765169	6.141770	5.834473	-0.956264	-5.609065	-3.240200	0.014307	5.616306	4.452419	9.553169	3.389198	7.577162	-0.257635	5.222795	8.802991	7.304151	3.505904	5.762865
20	2	7.123021	6.397607	6.580609	4.883118	7.225703	1.959502	-5.056564	-5.692419	-2.064163	3.327894	5.632944	8.726375	-3.455229	6.899089	1.148315	5.295106	5.897843	7.207261	7.517574	5.041819	-6.411016	-11.731539	-10.465568	-11.301040	2.763735	8.500598	0.369675	-0.202098	3.338987	-3.040582	-0.430422	-1.470516	5.508448	-9.100163	6.745856	-0.972384	8.646930	3.146225	-14.395458	-0.840197
21	2	-19.497560	-9.665789	-8.174723	-11.526260	0.002674	7.488893	6.754932	3.334036	4.577468	1.129764	1.013838	-1.960316	4.450702	-13.380284	5.821524	0.856102	6.792900	-0.759702	-8.230706	3.142955	6.347890	6.454794	5.446890	6.045432	6.520204	-0.351657	0.480207	-1.038971	4.542812	7.664035	6.559165	9.095562	-7.280758	6.665042	-0.542250	6.462203	2.255480	5.046769	5.685517	6.340322
23	2	-9.242914	-6.395136	-9.323139	-11.821493	-0.793524	5.779991	2.997829	3.933004	5.378192	-0.561690	0.187968	-6.708595	7.270408	-17.630859	5.297824	2.815743	6.409055	0.160421	-8.591377	6.580523	9.509626	7.265920	7.647068	5.368018	5.281196	-3.655663	-2.401343	-2.725048	3.149407	5.348473	6.641545	9.068424	-0.788419	3.517974	-1.069090	6.985206	3.566178	5.849902	6.523475	7.343968
24	2	2.012091	7.752049	6.890987	0.532815	5.605684	-3.846010	1.736951	5.820894	8.349218	7.499265	5.977998	-11.437886	-3.234223	2.689296	1.842533	7.474946	6.967071	5.434298	6.130784	8.087899	-12.000325	-10.737340	-7.063288	-12.578216	0.564365	5.063001	5.372777	6.386040	8.500731	4.443878	-0.356514	-16.675238	3.887410	-9.425961	5.550949	3.523998	9.063154	2.600661	-15.149264	5.833380
25	2	-19.960842	-13.567709	-11.606701	-7.031393	-0.083666	4.249873	8.097145	8.078915	8.253994	-0.520037	0.676658	-9.877527	5.361219	-14.232340	5.540270	0.192302	7.972311	2.438656	-13.223706	6.951310	6.287669	6.024247	7.256210	6.645466	5.717925	-3.266301	-0.111047	1.125071	1.848161	5.200147	6.758527	6.681017	2.153477	3.599519	-1.055686	6.703313	5.968131	8.061994	2.296959	9.081354
29	2	-16.082949	-13.419165	-10.190586	-10.545076	-0.606499	5.749763	5.968110	6.306718	8.518471	5.655116	2.077655	-11.362552	6.007402	-13.397839	7.487328	0.466043	7.201681	1.299981	-17.376601	0.586320	-0.124536	4.725513	6.819478	2.116300	6.010102	-6.298884	4.871574	6.253049	7.342183	8.490192	7.661574	-1.737166	-1.402989	2.965766	4.277304	6.005115	5.924316	6.113545	5.177427	5.989670
30	2	-11.778290	-12.691866	-10.847768	-12.932394	2.281248	7.104415	6.273207	2.984395	7.043573	-0.405741	-0.016839	-15.755935	6.399951	-12.454485	6.587095	0.268986	7.289086	1.378858	-9.803014	2.111158	8.542464	4.989620	4.752128	3.992194	6.054192	-1.887780	0.252608	-1.297301	1.042475	5.903406	6.499348	7.503949	-1.849337	8.618119	3.443826	6.403889	5.284119	6.895011	7.807198	8.412774
33	2	-11.229287	-11.371204	-4.507674	-15.565225	3.039672	6.371240	3.773720	1.979115	6.744401	1.823602	0.218374	-10.284931	7.887555	-12.562273	5.469311	5.104488	0.057668	2.691832	-9.234747	4.285980	7.381068	7.010710	7.221059	4.563261	8.041444	0.463737	-5.748418	-5.886997	0.312940	7.062191	6.694450	10.373645	0.269043	8.774342	1.136624	8.485968	-0.403108	9.247284	6.914515	6.402559
34	2	-10.112533	-6.194872	-10.729001	-15.859219	3.707740	7.099963	2.393652	0.935363	6.500450	1.264383	1.315210	-3.335685	6.551103	-12.956363	4.544090	-1.707595	6.901708	-4.541784	-11.609394	1.445304	2.143935	7.634017	7.042407	0.687547	6.359727	-3.676810	2.185318	0.872393	6.392369	7.043426	5.700343	2.514723	-0.072496	6.467981	-1.094597	4.842896	6.303295	1.344801	1.890842	7.036480
35	2	9.480366	6.098125	6.009410	6.767735	8.410061	-1.878294	-4.059990	-7.055603	0.311099	7.909687	6.440850	9.833534	-1.972234	7.164664	1.822963	6.258451	7.544867	6.716612	8.809439	6.845218	-14.816589	-8.677783	-9.788718	-4.243055	2.290141	6.956931	5.156926	3.834141	6.670874	2.671654	-0.010120	-9.750668	7.028097	-12.152974	6.624501	1.574858	8.532543	0.342295	-12.468169	3.498193
36	2	-10.375991	-5.356607	-5.495270	-13.380162	-0.551189	6.692768	2.727312	3.805026	8.672364	1.860675	1.165675	-15.255284	6.369376	-11.369903	3.215131	4.555097	3.243502	0.523969	-13.480320	0.615726	3.822431	8.459588	6.876215	0.936139	3.316508	2.300354	0.400519	0.726830	8.415747	7.631174	6.864547	-12.687360	0.142438	2.628624	0.197138	9.179437	2.983708	5.389117	0.555109	4.862513
38	2	-7.335043	-9.065601	-13.774785	-17.144143	0.960662	4.762374	1.479397	-0.185593	7.978058	3.493249	1.069626	-9.491048	6.332581	-10.202523	2.894000	-0.344767	5.922333	0.620450	-16.070780	0.400216	8.854675	8.841624	2.455314	4.691165	2.533278	-5.411400	-4.541772	-4.504535	1.979958	6.855210	7.538015	-0.990432	-4.016716	4.321506	1.008003	5.414720	4.133895	7.138205	1.289687	6.119995
39	2	9.712604	8.590628	7.501552	4.257572	6.971760	-4.550521	-3.389577	-6.027838	1.445008	6.909243	7.349295	10.051641	-7.073665	4.192678	-1.461306	8.371686	1.446716	7.371448	6.237029	8.791785	-10.297107	-8.806761	-8.660592	-14.778599	2.213656	3.574956	1.373900	0.770335	7.309777	0.799082	0.941471	-1.954773	3.763494	-12.608158	3.303400	2.017318	6.810049	1.818042	-6.778213	7.695915
40	2	-19.216003	-6.066074	-7.154607	-12.345900	-2.239592	7.020065	7.229783	8.318233	6.614841	1.541744	0.640685	-14.504394	5.806593	-12.057238	7.143995	1.248849	6.898826	1.306316	-6.067008	1.495965	5.069612	4.828049	7.858557	5.886811	4.343804	-0.014676	1.414014	4.745075	4.880403	6.850568	6.336666	-0.558701	1.935269	4.946645	1.241877	7.513033	6.772976	6.393151	7.799213	7.077367
41	2	-25.769160	-7.663436	-6.964251	-12.989093	1.935768	6.672790	4.733638	8.652908	8.051632	-2.370160	3.142064	-18.538665	7.547098	-16.534050	6.728542	0.264269	8.244246	1.948041	-13.091169	5.506281	7.269883	6.676528	9.776075	3.149682	8.527728	0.188081	-0.534175	0.058004	2.292466	3.646164	7.780586	8.159872	-2.693673	6.796536	1.653850	6.638513	2.909640	7.163497	6.728944	7.214731
