1	4	16	-4.610778	8.572962	7.447990	7.204776	-19.919564	5.533874	6.813147	4.445516	0.627456	2.406465	3.951954	6.633058	-19.706308	6.720266	-4.717408	-7.419338	9.495384	5.483028	6.722880
1	4	30	-4.610784	8.572987	8.193678	7.219216	-16.255424	5.533874	6.821426	4.445516	6.995440	6.588016	5.374618	-6.053631	-19.706308	6.829787	8.231748	8.471434	-15.446650	-7.105736	-11.510185
1	4	32	6.377785	-8.231085	-12.319185	-6.013698	9.187479	-10.999934	-8.692050	-6.032990	-1.621285	6.588016	-11.064019	-6.053631	9.795472	-4.937238	8.231748	8.471434	-15.061271	-7.105714	-11.510183
1	4	22	6.377785	-8.231085	-14.343663	-6.013698	5.523337	-10.999934	-14.556101	-6.032990	-7.989269	2.406465	-12.771156	6.633058	9.795472	-4.937239	-4.717408	-7.419338	9.495384	5.483028	6.722880
2	4	29	3.356686	-7.450884	-15.627670	-12.563822	10.140302	-12.769269	-13.909397	-2.211948	-5.236673	8.305838	-12.169733	-8.532120	8.131397	-8.207979	6.559741	6.455509	-14.402932	-4.440737	-4.819017
2	4	10	-11.139987	6.720656	9.100696	6.057280	-14.409439	5.033635	7.922462	6.901510	5.903094	8.305838	5.813383	-8.532120	-19.990656	4.442916	6.559741	6.455509	-14.402932	-4.440737	-4.819017
2	4	44	3.356687	-7.450853	-15.627679	-12.564777	7.714956	-12.768942	-13.914973	-2.211949	-9.566967	3.766093	-12.178961	5.650780	8.131397	-8.053626	1.329129	-10.114464	10.230650	7.867117	5.480333
2	4	17	-11.139040	6.720651	8.927221	6.053580	-16.774737	5.033635	7.922261	6.901510	1.457628	3.766093	4.852377	5.650780	-19.985257	4.443028	1.329129	-10.114464	10.230650	7.867117	5.480333
3	4	19	-13.349044	7.355383	10.307025	5.857013	-16.854050	6.255953	6.988353	7.741833	5.516399	8.145580	8.370817	-9.024909	-17.426313	6.256174	6.709181	6.898236	-15.126976	-1.938766	-9.957041
3	4	24	5.558177	-7.605645	-17.579044	-10.354290	4.681896	-11.086844	-17.307478	-4.574578	-11.941317	2.500759	-8.959462	7.546488	9.660283	-3.194395	-1.071051	-10.499132	8.198596	9.316765	7.071166
3	4	36	-13.349044	7.355383	10.155912	5.856434	-19.658296	6.255953	6.326901	7.741833	-0.431439	2.500759	8.342964	7.546488	-17.399467	6.255982	-1.071051	-10.499132	8.198596	9.316765	7.071166
3	4	21	5.558177	-7.605645	-17.579295	-11.149152	7.490146	-11.086844	-17.225960	-4.574578	-5.993479	8.145580	-8.957274	-9.024815	9.660283	-3.536453	6.709181	6.898236	-15.126976	-1.938763	-9.957041
4	2	66	6.940709	-10.235590	-14.365499	-11.323012	3.535697	-9.784335	-12.143909	-1.311668	-7.325126	1.530979	-10.199586	8.150489	11.941587	-5.995005	-3.625008	-13.091706	11.025778	8.090937	7.105939
4	2	34	-10.638266	7.006921	9.425940	6.518830	-20.354918	7.534782	5.200367	8.543213	2.311965	1.530979	4.465031	8.150489	-16.966843	4.756785	-3.625008	-13.091706	11.025778	8.090937	7.105939
5	4	13	6.866954	-7.537498	-15.976409	-6.064280	5.492864	-8.786206	-12.243524	-7.081789	-10.238400	1.652983	-13.297427	6.239768	8.545803	-4.171185	-5.378554	-3.671464	11.123161	5.203878	7.522762
5	4	40	6.866967	-7.537498	-16.605730	-6.064195	11.125645	-8.799278	-12.246491	-7.081789	-7.703586	8.159805	-13.297423	-5.894018	8.545816	-4.171185	5.256149	7.601630	-13.766672	-4.410829	-4.417912
5	4	34	-5.237153	5.261436	11.803815	9.877763	-14.062924	6.526442	8.405018	5.671100	4.455990	8.159805	5.206710	-5.894018	-13.874482	7.139918	5.256149	7.601630	-13.766672	-4.410829	-4.417914
5	4	13	-5.237153	5.261436	11.803995	9.877070	-19.695711	6.526442	8.381957	5.671100	1.921157	1.652983	5.149926	6.239768	-13.874484	7.139846	-5.378554	-3.671464	11.123161	5.203878	7.522762
6	4	70	4.288044	-7.321052	-11.920556	-12.679943	11.059416	-11.383845	-12.161308	-3.964454	-1.457701	6.754907	-11.036359	-11.594310	7.931473	-5.267752	9.777337	7.863692	-8.815373	-0.137270	-10.786287
6	4	26	-14.301276	6.118325	9.893018	5.533768	-15.151133	6.109861	7.270321	7.884189	7.132959	6.754907	7.899002	-11.594310	-18.207941	6.692067	9.777337	7.863692	-8.815373	-0.137270	-10.786287
6	4	1	4.288044	-7.321564	-13.603447	-12.679943	6.800989	-11.383845	-16.907724	-3.964454	-4.912845	1.282044	-11.056516	6.990186	7.931473	-5.267938	-0.213710	-8.171332	10.467787	9.426077	4.370635
6	4	3	-5.490504	3.977985	-0.791091	4.905010	-9.043266	0.124787	-2.233104	7.844208	7.109114	6.754907	2.807420	-11.594310	-7.950940	6.016661	9.777337	7.863692	-8.815373	-0.137270	-10.786287
7	4	44	3.354646	-7.966141	-23.793142	-10.144292	5.468036	-11.363721	-14.751038	-0.978872	-9.658513	-0.603866	-6.551613	7.294277	8.771268	-6.184438	-3.404183	-4.576552	10.453877	6.235626	8.292858
7	4	42	3.354733	-7.966157	-23.645000	-10.643249	9.286345	-11.363721	-14.724076	-0.978932	-4.768599	5.816488	-6.549657	-11.238573	8.771267	-6.184438	5.961673	6.641042	-10.989654	-6.234034	-5.782655
7	4	5	-8.193000	5.989641	4.970930	4.935387	-24.500719	3.905480	5.009899	5.793089	1.837556	-0.603866	8.160107	7.294277	-13.156747	4.825382	-3.404183	-4.576552	10.453877	6.235626	8.292858
7	4	9	-8.205893	5.989643	5.000665	4.935431	-20.691371	3.905562	5.110663	5.793102	6.727688	5.816488	8.229256	-11.238576	-13.239631	4.825382	5.961673	6.641042	-10.989654	-6.234036	-5.782866
8	4	33	7.524442	-4.258456	-18.843672	-9.180432	7.868868	-11.725097	-14.081140	1.501359	-10.341929	-0.011807	-10.967323	6.545762	11.487144	-5.992574	-1.587965	-9.526150	9.853342	7.558330	5.566658
