11	6	6.882679	2.758560	6.275754	7.809473	5.604152	6.672655	-9.548079	3.728738	5.406275	6.559087	-14.614540	-1.669942	-11.592577	3.984602	5.200285	5.611776	3.080434	-0.274625	4.909241	-9.548079	3.728738	5.406275	6.559087	-14.614854	-1.669942	-11.592577	3.984600	5.200292	0.652027	-3.361955	-3.931435	0.119132	-9.548079	3.728738	5.406275	6.559087	-14.614873	-1.669942	-11.592577	6.882679	2.758560	6.275754	7.809473	5.604152	6.672655	6.805852	-1.089069	-7.169693	-10.020076	10.934219	6.162068	2.716798	3.984602	5.200285	5.611776	3.080434	-0.274625	4.909241	6.805852	-1.089069	-7.169693	-10.020076	10.934219	6.162068	2.716798	3.984600	5.200292	0.652027	-3.361955	-3.931435	0.119132	6.805852	-1.089069	-7.169693	-10.020076	10.934219	6.162068	2.716798
29	6	6.653038	-0.662565	9.461989	6.364326	5.252887	5.856207	-8.673517	8.731410	6.783873	7.837394	-17.810872	-3.011346	-11.546857	0.597665	4.822400	3.279353	-0.739345	-0.480705	-4.897965	2.417575	5.106976	2.728037	0.320428	-5.047582	2.693825	-8.737763	6.653038	-0.662565	9.461989	6.364326	5.252887	5.856207	2.417575	5.106976	2.728037	0.320428	-5.047582	2.693825	-8.737763	0.597666	4.822400	3.279354	-0.739345	-0.480705	-4.897964	6.593077	5.017479	2.068571	-4.765682	6.609894	8.071909	6.501969	0.597666	4.822400	3.279354	-0.739345	-0.480705	-4.897964	-8.673517	8.731410	6.783873	7.837394	-17.810872	-3.011346	-11.546857	6.653038	-0.662565	9.461989	6.364326	5.252887	5.856207	6.593077	5.017479	2.068571	-4.765682	6.609894	8.071909	6.501969
33	6	8.908496	1.237663	1.729218	1.162846	8.160649	5.699078	6.285678	0.389167	-9.376442	-5.641826	6.379398	5.722029	6.210171	8.908496	1.237663	1.729218	1.162846	8.160649	5.699078	3.228940	0.663447	-2.308356	-0.233753	-7.411077	-0.503968	-2.141362	8.908496	1.237663	1.729218	1.162846	8.160649	5.699078	-5.537790	5.914598	1.639530	5.979720	-18.285454	-3.118682	-5.674502	8.908496	1.237663	7.782677	5.162440	8.161652	7.936393	3.228943	0.663445	-2.308365	-0.233757	-7.411074	-0.503966	-2.141360	8.908496	1.237663	7.782677	5.162440	8.161652	7.936393	-5.537790	5.914598	1.639530	5.979720	-18.285454	-3.118682	-5.674502	8.908496	1.237663	7.782677	5.162440	8.161652	7.936393	6.285678	0.389167	-9.376442	-5.641826	6.379398	5.722029	6.210171
46	6	9.410477	-2.605499	7.027546	7.445361	8.426654	7.494636	-7.213678	4.111143	6.422316	7.173507	-7.718610	-3.700856	-7.499490	5.051257	3.825068	7.027538	7.419878	1.793008	5.230836	-7.213678	4.111143	6.422316	7.173507	-7.718610	-3.700856	-7.499490	2.813956	3.899566	1.370910	-0.140521	-4.087111	-2.821139	-7.213678	4.111143	6.422316	7.173507	-7.718610	-3.700856	-7.499490	9.410477	-2.605499	7.027546	7.445361	8.426654	7.494636	7.558331	-0.736319	-3.185866	-7.278303	8.834325	6.584399	6.962136	5.051257	3.825068	7.027538	7.419878	1.793008	5.230836	7.558331	-0.736319	-3.185866	-7.278303	8.834325	6.584399	6.962136	2.813956	3.899566	1.370910	-0.140521	-4.087113	-2.821139	7.558331	-0.736319	-3.185866	-7.278303	8.834325	6.584399	6.962136
73	6	9.261941	4.000717	-0.816491	2.273441	6.352340	2.166438	-5.077337	5.717177	7.337650	3.954593	-19.454359	-3.593821	-10.641779	9.261941	4.000717	-0.816491	2.273441	6.352340	2.166438	1.773844	-0.094823	6.871642	1.738965	-0.911459	4.050896	5.373502	9.261941	4.000717	-0.816491	2.273441	6.352340	2.166438	3.914842	-0.094986	-4.936867	-12.830303	9.450129	5.325207	6.420654	9.271980	4.000702	5.611727	4.881047	7.839125	5.315822	3.914842	-0.094986	-4.936867	-12.830303	9.450129	5.325207	6.420654	9.271980	4.000702	5.611727	4.881047	7.839125	5.315822	-5.077337	5.717177	7.337650	3.954593	-19.454359	-3.593821	-10.641779	9.271980	4.000702	5.611727	4.881047	7.839124	5.315822	1.773844	-0.094823	6.871642	1.738965	-0.911459	4.050896	5.373502
75	6	1.505003	7.902525	1.176733	-0.472085	-3.755730	-4.138459	6.428047	1.302465	-5.330774	-9.149846	10.031577	6.958990	6.496626	6.939191	2.087969	7.470577	7.563215	6.526948	7.129300	6.428047	1.302465	-5.330774	-9.149846	10.031577	6.958990	6.496626	2.233547	7.901362	7.470189	6.403268	1.502765	2.479676	-10.368152	7.675773	5.077927	7.406836	-16.813754	-4.316261	-10.646216	2.233547	7.901362	7.470189	6.403268	1.502765	2.479676	6.428047	1.302465	-5.330774	-9.149846	10.031577	6.958990	6.496626	1.505003	7.902525	1.176733	-0.472086	-3.755730	-4.138459	-10.368152	7.675773	5.077927	7.406836	-16.813754	-4.316259	-10.646215	6.939191	2.087969	7.470577	7.563215	6.526948	7.129300	-10.368152	7.675773	5.077927	7.406836	-16.813754	-4.316257	-10.646214
85	6	6.272556	3.920305	6.123547	5.694930	7.003351	8.158396	-6.293704	7.749277	6.647002	4.676786	-10.696585	1.080656	-11.706489	0.472087	7.980817	1.384555	-6.452308	-4.446078	-2.330027	7.023906	3.464112	-3.093058	-12.071484	10.005997	8.690618	6.115721	0.472087	7.980817	1.384555	-6.452308	-4.446078	-2.330027	-6.293704	7.749277	6.647002	4.676786	-10.696585	1.080656	-11.706489	2.916749	7.977854	6.122724	5.690229	1.633906	3.023338	7.023906	3.464112	-3.093058	-12.071484	10.005997	8.690618	6.115721	6.272556	3.920305	6.123547	5.694930	7.003351	8.158396	7.023906	3.464112	-3.093058	-12.071484	10.005997	8.690618	6.115721	2.916749	7.977854	6.122724	5.690229	1.633906	3.023338	-6.293704	7.749277	6.647002	4.676786	-10.696585	1.080656	-11.706489
88	6	-1.047600	8.178335	7.337459	6.426658	2.383341	2.544823	6.449651	0.553064	-1.279223	-8.979344	8.629215	6.929627	7.166918	-1.047600	8.178335	7.337459	6.426658	2.383341	2.544823	-4.979125	6.281458	7.150782	6.894625	-10.927332	0.409496	2.689943	-1.047600	8.178335	7.337459	6.426658	2.383341	2.544823	-9.835925	6.281458	7.300087	6.896452	-15.804951	-2.127772	-5.488006	-1.728420	8.182846	3.466002	-3.696847	-0.646082	-1.790780	-4.979125	6.281458	7.150782	6.894625	-10.927332	0.409496	2.689943	-1.728420	8.182846	3.466002	-3.696847	-0.646082	-1.790780	6.449651	0.553064	-1.279223	-8.979344	8.629215	6.929627	7.166918	-1.728420	8.182846	3.466002	-3.696847	-0.646082	-1.790780	-9.835925	6.281458	7.300087	6.896452	-15.804951	-2.127771	-5.488006
89	6	8.447816	2.528127	7.878544	6.327772	6.971064	7.480148	4.698355	1.661572	-5.905788	-16.034090	8.625070	6.053974	8.531143	8.447816	2.528129	7.878544	6.327772	6.971064	7.480148	-7.862502	6.450101	6.164165	3.259594	-13.667118	-1.267113	-5.857039	3.372448	8.165595	3.664162	-0.532702	-4.479956	4.483220	4.698355	1.661572	-5.905788	-16.034090	8.625070	6.053974	8.531143	3.372448	8.165595	3.664162	-0.532702	-4.479956	4.483220	-7.862502	6.450101	6.164165	3.259594	-13.667118	-1.267113	-5.857039	3.372448	8.165595	3.664162	-0.532702	-4.479956	4.483220	-4.456900	6.450092	6.164163	3.259594	-7.357659	2.514170	3.454301	8.447816	2.528128	7.878544	6.327772	6.971064	7.480148	-4.456901	6.450092	6.164163	3.259594	-7.357660	2.514170	3.454300
99	6	1.714654	7.593546	-0.202175	-2.914684	1.142135	-0.360979	-4.350713	8.753600	7.156793	1.643922	-13.199349	1.606105	-1.756571	6.567583	1.582189	-0.202175	-1.696044	3.237468	4.368227	-4.350713	8.753600	7.156793	1.643922	-13.199349	1.606105	-1.756571	6.567583	1.582189	-0.202175	-1.696044	3.237468	4.368227	6.684700	3.656353	-0.403873	-12.764534	8.072794	6.095572	6.078115	1.714654	7.593546	-0.202175	-2.914684	1.142135	-0.360979	6.684700	3.656353	-0.403873	-12.764534	8.072794	6.095572	6.078115	6.567583	1.582189	-0.202175	-1.696044	3.237468	4.368227	2.742174	6.494757	4.796452	-4.942635	-2.457159	6.095568	6.078044	1.714654	7.593546	-0.202175	-2.914684	1.142135	-0.360979	2.742174	6.494757	4.796452	-4.942635	-2.457159	6.095568	6.078044
