network_name,p_s_type,p_s_formula,l_max,network_p_s
Comb_AS_AS,dominant,state_based,10,-2.0
Comb_AS_AS,dominant,influence_weighted,10,11.390403125687115
Comb_AS_AS,top30,state_based,10,-2.0
Comb_AS_AS,top30,influence_weighted,10,11.390403125687115
Comb_AS_AS,top60,state_based,10,-0.02055427251732086
Comb_AS_AS,top60,influence_weighted,10,11.390403125687115
Comb_AS_C,dominant,state_based,10,-1.2307692307692308
Comb_AS_C,dominant,influence_weighted,10,6.395254313365884
Comb_AS_C,top30,state_based,10,-0.005899601425737059
Comb_AS_C,top30,influence_weighted,10,6.395254313365884
Comb_AS_C,top60,state_based,10,-0.16359163591635892
Comb_AS_C,top60,influence_weighted,10,6.470825848069619
Comb_AS_E,dominant,state_based,10,-2.0
Comb_AS_E,dominant,influence_weighted,10,10.912706921598874
Comb_AS_E,top30,state_based,10,-2.0
Comb_AS_E,top30,influence_weighted,10,10.912706921598874
Comb_AS_E,top60,state_based,10,-0.0024283043150969256
Comb_AS_E,top60,influence_weighted,10,6.201589953221219
Comb_AS_M,dominant,state_based,10,-2.0
Comb_AS_M,dominant,influence_weighted,10,8.961362703568453
Comb_AS_M,top30,state_based,10,-2.0
Comb_AS_M,top30,influence_weighted,10,8.961362703568453
Comb_AS_M,top60,state_based,10,-0.2921401936060414
Comb_AS_M,top60,influence_weighted,10,8.088533211388539
Comb_AS_PS,dominant,state_based,10,-1.8333333333333335
Comb_AS_PS,dominant,influence_weighted,10,11.693371095558799
Comb_AS_PS,top30,state_based,10,-0.020291828534048977
Comb_AS_PS,top30,influence_weighted,10,7.901449587717006
Comb_AS_PS,top60,state_based,10,-0.03128236092309941
Comb_AS_PS,top60,influence_weighted,10,8.689202999324374
Comb_AS_RS,dominant,state_based,10,2.0
Comb_AS_RS,dominant,influence_weighted,10,11.198467803353985
Comb_AS_RS,top30,state_based,10,0.01015089163237317
Comb_AS_RS,top30,influence_weighted,10,11.198467803353983
Comb_AS_RS,top60,state_based,10,-0.06503043865348034
Comb_AS_RS,top60,influence_weighted,10,9.49698152596054
Comb_C_AS_RS,dominant,state_based,10,2.0
Comb_C_AS_RS,dominant,influence_weighted,10,10.200961546946306
Comb_C_AS_RS,top30,state_based,10,0.3108754208754208
Comb_C_AS_RS,top30,influence_weighted,10,9.095382883154121
Comb_C_AS_RS,top60,state_based,10,0.0704922109927875
Comb_C_AS_RS,top60,influence_weighted,10,7.432408292511763
Comb_C_C,dominant,state_based,10,2.0
Comb_C_C,dominant,influence_weighted,10,4.847095272545784
Comb_C_C,top30,state_based,10,2.0
Comb_C_C,top30,influence_weighted,10,4.847095272545784
Comb_C_C,top60,state_based,10,2.0
Comb_C_C,top60,influence_weighted,10,4.847095272545784
Comb_C_M,dominant,state_based,10,2.0
Comb_C_M,dominant,influence_weighted,10,9.030456749401512
Comb_C_M,top30,state_based,10,2.0
Comb_C_M,top30,influence_weighted,10,9.030456749401512
Comb_C_M,top60,state_based,10,2.0
Comb_C_M,top60,influence_weighted,10,9.030456749401512
Comb_C_PS,dominant,state_based,10,-2.0
Comb_C_PS,dominant,influence_weighted,10,7.616077570903458
Comb_C_PS,top30,state_based,10,-2.0
Comb_C_PS,top30,influence_weighted,10,7.6160775709034585
Comb_C_PS,top60,state_based,10,-0.001664176393710254
Comb_C_PS,top60,influence_weighted,10,5.73245457270956
Comb_C_RS,dominant,state_based,10,2.0
Comb_C_RS,dominant,influence_weighted,10,8.074653753684064
Comb_C_RS,top30,state_based,10,2.0
Comb_C_RS,top30,influence_weighted,10,8.074653753684064
Comb_C_RS,top60,state_based,10,0.008586277020411042
Comb_C_RS,top60,influence_weighted,10,8.074653753684064
Comb_E_AS,dominant,state_based,10,2.0
Comb_E_AS,dominant,influence_weighted,10,10.912706921598874
Comb_E_AS,top30,state_based,10,2.0
Comb_E_AS,top30,influence_weighted,10,10.912706921598874
Comb_E_AS,top60,state_based,10,0.012950787009364433
Comb_E_AS,top60,influence_weighted,10,6.221154727784691
Comb_E_C,dominant,state_based,10,2.0
Comb_E_C,dominant,influence_weighted,10,8.780084180872247
Comb_E_C,top30,state_based,10,2.0
Comb_E_C,top30,influence_weighted,10,8.780084180872247
Comb_E_C,top60,state_based,10,0.02575543221968314
Comb_E_C,top60,influence_weighted,10,8.780084180872247
Comb_E_C_AS_RS,dominant,state_based,10,0.9793103448275862
Comb_E_C_AS_RS,dominant,influence_weighted,10,5.249925652414489
Comb_E_C_AS_RS,top30,state_based,10,0.012230453407406194
Comb_E_C_AS_RS,top30,influence_weighted,10,5.035444833662298
Comb_E_C_AS_RS,top60,state_based,10,0.004538298925021504
Comb_E_C_AS_RS,top60,influence_weighted,10,5.213765030439459
Comb_E_E,dominant,state_based,10,-2.0
Comb_E_E,dominant,influence_weighted,10,11.18547765376523
Comb_E_E,top30,state_based,10,-2.0
Comb_E_E,top30,influence_weighted,10,11.18547765376523
Comb_E_E,top60,state_based,10,-2.0
Comb_E_E,top60,influence_weighted,10,11.18547765376523
Comb_E_M,dominant,state_based,10,-2.0
Comb_E_M,dominant,influence_weighted,10,10.503241142648925
Comb_E_M,top30,state_based,10,-2.0
Comb_E_M,top30,influence_weighted,10,10.503241142648925
Comb_E_M,top60,state_based,10,-0.0038897151355678796
Comb_E_M,top60,influence_weighted,10,10.503241142648923
Comb_E_PS,dominant,state_based,10,-1.5294117647058822
Comb_E_PS,dominant,influence_weighted,10,8.801056095515646
Comb_E_PS,top30,state_based,10,-1.5294117647058822
Comb_E_PS,top30,influence_weighted,10,8.801056095515646
Comb_E_PS,top60,state_based,10,-0.004972285944080623
Comb_E_PS,top60,influence_weighted,10,6.3618557365140544
Comb_E_PS_RS_AS_C_M,dominant,state_based,10,0.20156774916013437
Comb_E_PS_RS_AS_C_M,dominant,influence_weighted,10,3.812016557999195
Comb_E_PS_RS_AS_C_M,top30,state_based,10,0.03274863695764862
Comb_E_PS_RS_AS_C_M,top30,influence_weighted,10,7.322540122519491
Comb_E_PS_RS_AS_C_M,top60,state_based,10,-0.0070805084230004325
Comb_E_PS_RS_AS_C_M,top60,influence_weighted,10,6.805718513508276
Comb_E_RS,dominant,state_based,10,-1.3333333333333333
Comb_E_RS,dominant,influence_weighted,10,7.859731128755412
Comb_E_RS,top30,state_based,10,-1.333333333333333
Comb_E_RS,top30,influence_weighted,10,7.859731128755413
Comb_E_RS,top60,state_based,10,0.3607128971165543
Comb_E_RS,top60,influence_weighted,10,7.429920207523192
Comb_M_M,dominant,state_based,10,-2.0
Comb_M_M,dominant,influence_weighted,10,3.2475076183170626
Comb_M_M,top30,state_based,10,-2.0
Comb_M_M,top30,influence_weighted,10,3.2475076183170626
Comb_M_M,top60,state_based,10,-2.0
Comb_M_M,top60,influence_weighted,10,3.2475076183170626
Comb_M_PS,dominant,state_based,10,-0.9090909090909091
Comb_M_PS,dominant,influence_weighted,10,8.321808848397604
Comb_M_PS,top30,state_based,10,0.25782145782145743
Comb_M_PS,top30,influence_weighted,10,8.848372158990106
Comb_M_PS,top60,state_based,10,0.05013634315262172
Comb_M_PS,top60,influence_weighted,10,8.505550939752654
Comb_M_RS,dominant,state_based,10,1.0
Comb_M_RS,dominant,influence_weighted,10,5.096753789432139
Comb_M_RS,top30,state_based,10,0.002500568310979964
Comb_M_RS,top30,influence_weighted,10,5.09675378943214
Comb_M_RS,top60,state_based,10,0.002666590205298955
Comb_M_RS,top60,influence_weighted,10,5.8233828837208526
Comb_PS_PS,dominant,state_based,10,1.3333333333333333
Comb_PS_PS,dominant,influence_weighted,10,10.36582896664148
Comb_PS_PS,top30,state_based,10,1.3333333333333333
Comb_PS_PS,top30,influence_weighted,10,10.36582896664148
Comb_PS_PS,top60,state_based,10,0.012370822961454336
Comb_PS_PS,top60,influence_weighted,10,10.365828966641478
Comb_PS_RS,dominant,state_based,10,-2.0
Comb_PS_RS,dominant,influence_weighted,10,11.923192491373804
Comb_PS_RS,top30,state_based,10,-2.0
Comb_PS_RS,top30,influence_weighted,10,11.923192491373804
Comb_PS_RS,top60,state_based,10,-0.010978072986463383
Comb_PS_RS,top60,influence_weighted,10,9.604920746658623
Comb_RS_RS,dominant,state_based,10,-2.0
Comb_RS_RS,dominant,influence_weighted,10,8.244896918368497
Comb_RS_RS,top30,state_based,10,-2.0
Comb_RS_RS,top30,influence_weighted,10,8.244896918368497
Comb_RS_RS,top60,state_based,10,-2.0
Comb_RS_RS,top60,influence_weighted,10,8.244896918368497
Single_AS,dominant,state_based,10,2.0
Single_AS,dominant,influence_weighted,10,11.390403125687115
Single_AS,top30,state_based,10,2.0
Single_AS,top30,influence_weighted,10,11.390403125687115
Single_AS,top60,state_based,10,0.007798604460254493
Single_AS,top60,influence_weighted,10,11.390403125687115
Single_C,dominant,state_based,10,-2.0
Single_C,dominant,influence_weighted,10,4.847095272545784
Single_C,top30,state_based,10,-2.0
Single_C,top30,influence_weighted,10,4.847095272545784
Single_C,top60,state_based,10,-2.0
Single_C,top60,influence_weighted,10,4.847095272545784
Single_E,dominant,state_based,10,-2.0
Single_E,dominant,influence_weighted,10,11.18547765376523
Single_E,top30,state_based,10,-2.0
Single_E,top30,influence_weighted,10,11.18547765376523
Single_E,top60,state_based,10,-2.0
Single_E,top60,influence_weighted,10,11.18547765376523
Single_M,dominant,state_based,10,2.0
Single_M,dominant,influence_weighted,10,3.2475076183170626
Single_M,top30,state_based,10,2.0
Single_M,top30,influence_weighted,10,3.2475076183170626
Single_M,top60,state_based,10,2.0
Single_M,top60,influence_weighted,10,3.2475076183170626
Single_PS,dominant,state_based,10,-1.3333333333333333
Single_PS,dominant,influence_weighted,10,10.36582896664148
Single_PS,top30,state_based,10,-1.3333333333333333
Single_PS,top30,influence_weighted,10,10.36582896664148
Single_PS,top60,state_based,10,-0.0005879493006795252
Single_PS,top60,influence_weighted,10,10.365828966641478
Single_RS,dominant,state_based,10,2.0
Single_RS,dominant,influence_weighted,10,8.244896918368497
Single_RS,top30,state_based,10,2.0
