network_name,p_s_type,p_s_formula,l_max,network_p_s
Comb_AS_AS,dominant,state_based,1,-2.0
Comb_AS_AS,dominant,influence_weighted,1,7.75
Comb_AS_AS,top30,state_based,1,-2.0
Comb_AS_AS,top30,influence_weighted,1,7.75
Comb_AS_AS,top60,state_based,1,-0.02055427251732086
Comb_AS_AS,top60,influence_weighted,1,7.750000000000001
Comb_AS_C,dominant,state_based,1,-1.2307692307692308
Comb_AS_C,dominant,influence_weighted,1,4.115384615384615
Comb_AS_C,top30,state_based,1,-0.005899601425737059
Comb_AS_C,top30,influence_weighted,1,4.115384615384615
Comb_AS_C,top60,state_based,1,-0.16359163591635892
Comb_AS_C,top60,influence_weighted,1,4.115384615384615
Comb_AS_E,dominant,state_based,1,-2.0
Comb_AS_E,dominant,influence_weighted,1,6.619047619047619
Comb_AS_E,top30,state_based,1,-2.0
Comb_AS_E,top30,influence_weighted,1,6.6190476190476195
Comb_AS_E,top60,state_based,1,-0.0024283043150969256
Comb_AS_E,top60,influence_weighted,1,3.965611163724371
Comb_AS_M,dominant,state_based,1,-2.0
Comb_AS_M,dominant,influence_weighted,1,5.836538461538462
Comb_AS_M,top30,state_based,1,-2.0
Comb_AS_M,top30,influence_weighted,1,5.836538461538462
Comb_AS_M,top60,state_based,1,-0.2921401936060414
Comb_AS_M,top60,influence_weighted,1,5.284148329925656
Comb_AS_PS,dominant,state_based,1,-1.8333333333333335
Comb_AS_PS,dominant,influence_weighted,1,7.214285714285714
Comb_AS_PS,top30,state_based,1,-0.020291828534048977
Comb_AS_PS,top30,influence_weighted,1,5.136759581881534
Comb_AS_PS,top60,state_based,1,-0.03128236092309941
Comb_AS_PS,top60,influence_weighted,1,5.564095322497395
Comb_AS_RS,dominant,state_based,1,2.0
Comb_AS_RS,dominant,influence_weighted,1,6.8125
Comb_AS_RS,top30,state_based,1,0.01015089163237317
Comb_AS_RS,top30,influence_weighted,1,6.8125
Comb_AS_RS,top60,state_based,1,-0.06503043865348034
Comb_AS_RS,top60,influence_weighted,1,5.822934562910562
Comb_C_AS_RS,dominant,state_based,1,2.0
Comb_C_AS_RS,dominant,influence_weighted,1,5.666666666666666
Comb_C_AS_RS,top30,state_based,1,0.3108754208754208
Comb_C_AS_RS,top30,influence_weighted,1,4.966060606060606
Comb_C_AS_RS,top60,state_based,1,0.0704922109927875
Comb_C_AS_RS,top60,influence_weighted,1,4.136602681498563
Comb_C_C,dominant,state_based,1,2.0
Comb_C_C,dominant,influence_weighted,1,3.15
Comb_C_C,top30,state_based,1,2.0
Comb_C_C,top30,influence_weighted,1,3.15
Comb_C_C,top60,state_based,1,2.0
Comb_C_C,top60,influence_weighted,1,3.15
Comb_C_M,dominant,state_based,1,2.0
Comb_C_M,dominant,influence_weighted,1,4.966666666666667
Comb_C_M,top30,state_based,1,2.0
Comb_C_M,top30,influence_weighted,1,4.966666666666667
Comb_C_M,top60,state_based,1,2.0
Comb_C_M,top60,influence_weighted,1,4.966666666666667
Comb_C_PS,dominant,state_based,1,-2.0
Comb_C_PS,dominant,influence_weighted,1,4.6
Comb_C_PS,top30,state_based,1,-2.0
Comb_C_PS,top30,influence_weighted,1,4.6
Comb_C_PS,top60,state_based,1,-0.001664176393710254
Comb_C_PS,top60,influence_weighted,1,3.406346638505985
Comb_C_RS,dominant,state_based,1,2.0
Comb_C_RS,dominant,influence_weighted,1,4.5
Comb_C_RS,top30,state_based,1,2.0
Comb_C_RS,top30,influence_weighted,1,4.5
Comb_C_RS,top60,state_based,1,0.008586277020411042
Comb_C_RS,top60,influence_weighted,1,4.5
Comb_E_AS,dominant,state_based,1,2.0
Comb_E_AS,dominant,influence_weighted,1,6.619047619047619
Comb_E_AS,top30,state_based,1,2.0
Comb_E_AS,top30,influence_weighted,1,6.619047619047619
Comb_E_AS,top60,state_based,1,0.012950787009364433
Comb_E_AS,top60,influence_weighted,1,3.976630606972194
Comb_E_C,dominant,state_based,1,2.0
Comb_E_C,dominant,influence_weighted,1,5.125
Comb_E_C,top30,state_based,1,2.0
Comb_E_C,top30,influence_weighted,1,5.125
Comb_E_C,top60,state_based,1,0.02575543221968314
Comb_E_C,top60,influence_weighted,1,5.125
Comb_E_C_AS_RS,dominant,state_based,1,0.9793103448275862
Comb_E_C_AS_RS,dominant,influence_weighted,1,2.6298850574712644
Comb_E_C_AS_RS,top30,state_based,1,0.012230453407406194
Comb_E_C_AS_RS,top30,influence_weighted,1,2.6030851720780928
Comb_E_C_AS_RS,top60,state_based,1,0.004538298925021504
Comb_E_C_AS_RS,top60,influence_weighted,1,2.8290852212539006
Comb_E_E,dominant,state_based,1,-2.0
Comb_E_E,dominant,influence_weighted,1,7.125
Comb_E_E,top30,state_based,1,-2.0
Comb_E_E,top30,influence_weighted,1,7.125
Comb_E_E,top60,state_based,1,-2.0
Comb_E_E,top60,influence_weighted,1,7.125
Comb_E_M,dominant,state_based,1,-2.0
Comb_E_M,dominant,influence_weighted,1,6.333333333333333
Comb_E_M,top30,state_based,1,-2.0
Comb_E_M,top30,influence_weighted,1,6.333333333333333
Comb_E_M,top60,state_based,1,-0.0038897151355678796
Comb_E_M,top60,influence_weighted,1,6.333333333333332
Comb_E_PS,dominant,state_based,1,-1.5294117647058822
Comb_E_PS,dominant,influence_weighted,1,6.242647058823529
Comb_E_PS,top30,state_based,1,-1.5294117647058822
Comb_E_PS,top30,influence_weighted,1,6.242647058823529
Comb_E_PS,top60,state_based,1,-0.004972285944080623
Comb_E_PS,top60,influence_weighted,1,3.7719082682577976
Comb_E_PS_RS_AS_C_M,dominant,state_based,1,0.20156774916013437
Comb_E_PS_RS_AS_C_M,dominant,influence_weighted,1,1.5912653975363942
Comb_E_PS_RS_AS_C_M,top30,state_based,1,0.03274863695764862
Comb_E_PS_RS_AS_C_M,top30,influence_weighted,1,3.430384446228374
Comb_E_PS_RS_AS_C_M,top60,state_based,1,-0.0070805084230004325
Comb_E_PS_RS_AS_C_M,top60,influence_weighted,1,3.280477536637619
Comb_E_RS,dominant,state_based,1,-1.3333333333333333
Comb_E_RS,dominant,influence_weighted,1,4.791666666666667
Comb_E_RS,top30,state_based,1,-1.333333333333333
Comb_E_RS,top30,influence_weighted,1,4.791666666666667
Comb_E_RS,top60,state_based,1,0.3607128971165543
Comb_E_RS,top60,influence_weighted,1,4.4294487087832835
Comb_M_M,dominant,state_based,1,-2.0
Comb_M_M,dominant,influence_weighted,1,2.5
Comb_M_M,top30,state_based,1,-2.0
Comb_M_M,top30,influence_weighted,1,2.5
Comb_M_M,top60,state_based,1,-2.0
Comb_M_M,top60,influence_weighted,1,2.5
Comb_M_PS,dominant,state_based,1,-0.9090909090909091
Comb_M_PS,dominant,influence_weighted,1,5.242424242424242
Comb_M_PS,top30,state_based,1,0.25782145782145743
Comb_M_PS,top30,influence_weighted,1,5.691236691236691
Comb_M_PS,top60,state_based,1,0.05013634315262172
Comb_M_PS,top60,influence_weighted,1,5.355969271020108
Comb_M_RS,dominant,state_based,1,1.0
Comb_M_RS,dominant,influence_weighted,1,3.25
Comb_M_RS,top30,state_based,1,0.002500568310979964
Comb_M_RS,top30,influence_weighted,1,3.2500000000000004
Comb_M_RS,top60,state_based,1,0.002666590205298955
Comb_M_RS,top60,influence_weighted,1,3.869337079940361
Comb_PS_PS,dominant,state_based,1,1.3333333333333333
Comb_PS_PS,dominant,influence_weighted,1,6.0
Comb_PS_PS,top30,state_based,1,1.3333333333333333
Comb_PS_PS,top30,influence_weighted,1,6.0
Comb_PS_PS,top60,state_based,1,0.012370822961454336
Comb_PS_PS,top60,influence_weighted,1,6.0
Comb_PS_RS,dominant,state_based,1,-2.0
Comb_PS_RS,dominant,influence_weighted,1,6.666666666666666
Comb_PS_RS,top30,state_based,1,-2.0
Comb_PS_RS,top30,influence_weighted,1,6.666666666666666
Comb_PS_RS,top60,state_based,1,-0.010978072986463383
Comb_PS_RS,top60,influence_weighted,1,5.273674959700129
Comb_RS_RS,dominant,state_based,1,-2.0
Comb_RS_RS,dominant,influence_weighted,1,5.333333333333334
Comb_RS_RS,top30,state_based,1,-2.0
Comb_RS_RS,top30,influence_weighted,1,5.333333333333334
Comb_RS_RS,top60,state_based,1,-2.0
Comb_RS_RS,top60,influence_weighted,1,5.333333333333334
Single_AS,dominant,state_based,1,2.0
Single_AS,dominant,influence_weighted,1,7.75
Single_AS,top30,state_based,1,2.0
Single_AS,top30,influence_weighted,1,7.75
Single_AS,top60,state_based,1,0.007798604460254493
Single_AS,top60,influence_weighted,1,7.75
Single_C,dominant,state_based,1,-2.0
Single_C,dominant,influence_weighted,1,3.15
Single_C,top30,state_based,1,-2.0
Single_C,top30,influence_weighted,1,3.15
Single_C,top60,state_based,1,-2.0
Single_C,top60,influence_weighted,1,3.15
Single_E,dominant,state_based,1,-2.0
Single_E,dominant,influence_weighted,1,7.125
Single_E,top30,state_based,1,-2.0
Single_E,top30,influence_weighted,1,7.125
Single_E,top60,state_based,1,-2.0
Single_E,top60,influence_weighted,1,7.125
Single_M,dominant,state_based,1,2.0
Single_M,dominant,influence_weighted,1,2.5
Single_M,top30,state_based,1,2.0
Single_M,top30,influence_weighted,1,2.5
Single_M,top60,state_based,1,2.0
Single_M,top60,influence_weighted,1,2.5
Single_PS,dominant,state_based,1,-1.3333333333333333
Single_PS,dominant,influence_weighted,1,6.0
Single_PS,top30,state_based,1,-1.3333333333333333
Single_PS,top30,influence_weighted,1,6.0
Single_PS,top60,state_based,1,-0.0005879493006795252
Single_PS,top60,influence_weighted,1,5.999999999999999
Single_RS,dominant,state_based,1,2.0
Single_RS,dominant,influence_weighted,1,5.333333333333334
Single_RS,top30,state_based,1,2.0
Single_RS,top30,influence_weighted,1,5.333333333333335
Single_RS,top60,state_based,1,2.0
Single_RS,top60,influence_weighted,1,5.333333333333335
