network_name,p_s_type,p_s_formula,l_max,network_p_s
Comb_AS_AS,dominant,state_based,10,-2.0
Comb_AS_AS,dominant,influence_weighted,10,25.583333333333332
Comb_AS_AS,top30,state_based,10,-2.0
Comb_AS_AS,top30,influence_weighted,10,25.583333333333332
Comb_AS_AS,top60,state_based,10,-0.02055427251732086
Comb_AS_AS,top60,influence_weighted,10,25.583333333333336
Comb_AS_C,dominant,state_based,10,-1.2307692307692308
Comb_AS_C,dominant,influence_weighted,10,15.791025641025644
Comb_AS_C,top30,state_based,10,-0.005899601425737059
Comb_AS_C,top30,influence_weighted,10,15.791025641025643
Comb_AS_C,top60,state_based,10,-0.16359163591635892
Comb_AS_C,top60,influence_weighted,10,16.12358501277321
Comb_AS_E,dominant,state_based,10,-2.0
Comb_AS_E,dominant,influence_weighted,10,28.53333333333334
Comb_AS_E,top30,state_based,10,-2.0
Comb_AS_E,top30,influence_weighted,10,28.53333333333334
Comb_AS_E,top60,state_based,10,-0.0024283043150969256
Comb_AS_E,top60,influence_weighted,10,15.273103291971218
Comb_AS_M,dominant,state_based,10,-2.0
Comb_AS_M,dominant,influence_weighted,10,24.191346153846155
Comb_AS_M,top30,state_based,10,-2.0
Comb_AS_M,top30,influence_weighted,10,24.191346153846155
Comb_AS_M,top60,state_based,10,-0.2921401936060414
Comb_AS_M,top60,influence_weighted,10,20.374565404032133
Comb_AS_PS,dominant,state_based,10,-1.8333333333333335
Comb_AS_PS,dominant,influence_weighted,10,20.19301934299065
Comb_AS_PS,top30,state_based,10,-0.020291828534048977
Comb_AS_PS,top30,influence_weighted,10,14.821421323359214
Comb_AS_PS,top60,state_based,10,-0.03128236092309941
Comb_AS_PS,top60,influence_weighted,10,15.821559471745598
Comb_AS_RS,dominant,state_based,10,2.0
Comb_AS_RS,dominant,influence_weighted,10,30.572332899284525
Comb_AS_RS,top30,state_based,10,0.01015089163237317
Comb_AS_RS,top30,influence_weighted,10,30.572332899284525
Comb_AS_RS,top60,state_based,10,-0.06503043865348034
Comb_AS_RS,top60,influence_weighted,10,26.714297063103526
Comb_C_AS_RS,dominant,state_based,10,2.0
Comb_C_AS_RS,dominant,influence_weighted,10,33.951705639680526
