4	2	-16.186096	1.681000	0.714187	5.833411	6.820479	6.433063	0.186621	4.647994	-1.885874	6.653835	5.996986	0.740365	7.273870	3.928299	-24.898328	0.263791	-22.416073	4.692610	-4.195501	-9.519520	-11.969138	0.696875	-12.309619	-1.187237	7.826750	-7.102508	-12.627001	-11.672554	3.845389	8.890463	7.759382	7.106384	1.872735	1.984429	1.736022	6.818903	6.895867	7.476433	-2.035693	3.388966	6.248375	5.360069	5.932180	-18.512585	0.263844	-22.378684	4.692610	-4.195501	-9.519520	-11.969138	0.696875	-12.309609	-1.187237	7.826750	-7.102508	-12.627001	-11.672554	3.845389
9	2	9.906138	5.969339	7.108360	-4.787030	0.058928	0.578581	6.509633	4.848667	4.936829	-3.448574	3.042135	7.365888	-1.978987	6.344105	-18.280015	0.978050	-22.994724	8.005832	-5.097904	-16.425843	-10.943338	0.435605	-14.025336	3.320935	5.893971	-10.778536	-19.520227	-12.052031	-3.040276	9.906138	5.969339	7.108360	-4.787030	0.058928	0.578581	6.509633	4.848667	4.936829	-3.448574	3.042135	7.365888	-1.978987	6.344105	-12.743422	0.978050	-12.028197	1.900271	5.074954	-7.900174	-3.043836	0.435605	-8.134942	-0.664943	-0.717037	-1.025466	-14.552691	-7.004365	-1.093984
11	2	-11.724772	-0.653511	0.028805	8.059967	6.002352	7.139936	0.588374	-0.032993	-9.718995	6.117534	7.465282	1.448928	7.159916	-0.660656	-19.782995	2.590478	-22.172488	6.983298	-7.723309	-8.098947	-13.557744	4.214654	-6.191598	5.825788	6.429303	-15.731983	-17.326022	-11.265901	-3.899443	-11.724772	-0.653511	0.028805	8.059967	6.002352	7.139936	0.588374	-0.032993	-9.718995	6.117534	7.465282	1.448928	7.159916	-0.660656	7.476756	7.755847	12.157459	-8.662595	8.265253	9.305213	8.930130	6.528582	8.001186	-8.853369	-13.789101	-2.802824	-2.548250	4.904142	-8.277053
21	2	7.635946	7.031485	5.258582	-1.346637	2.278933	1.913581	4.524148	7.434723	7.134317	-6.938122	0.701463	5.181944	2.710028	7.765665	-21.719898	1.045316	-16.882969	9.185676	-8.134970	-17.281631	-18.090484	0.343683	-1.743455	5.285866	6.519224	-16.173892	-20.616854	-18.575409	-7.750476	7.635946	7.031485	5.258582	-1.346637	2.278933	1.913581	4.524148	7.434723	7.134317	-6.938122	0.701463	5.181944	2.710028	7.765665	11.008966	6.719275	12.206303	-10.015285	4.524426	4.964758	7.077520	6.943947	1.782585	-6.427522	-10.699274	1.131449	3.708247	6.066040	-4.188029
23	2	2.978600	7.567710	5.600299	1.905217	6.479340	7.351910	6.384619	7.238018	-2.063642	0.153265	3.559717	6.003525	0.598145	1.212869	-16.325072	-1.428207	-22.175797	5.189419	-6.780909	-15.981259	-11.484540	0.403799	-12.445125	7.459342	7.845996	-16.356624	-18.765228	-11.441339	-1.426568	-12.351170	1.572457	-0.760231	6.038328	7.643403	7.354428	0.819709	1.007822	-5.183903	7.044982	6.454625	0.672470	5.145161	0.123468	-22.110425	-1.428207	-22.175797	5.189419	-6.780909	-15.981259	-11.484540	0.403654	-12.445125	7.459342	7.845996	-17.893564	-18.765228	-11.441339	-1.426568
32	2	10.040928	6.035522	3.303141	1.667096	1.119473	1.740985	6.945424	7.364467	2.522274	-2.593055	0.743310	6.991230	4.266519	5.837441	-12.381313	1.164798	-21.724176	7.232934	-7.401402	-18.024713	-14.412625	2.803358	-10.497008	6.009869	7.077892	-20.086357	-17.412905	-11.854717	-5.658890	-5.456384	0.011155	-0.757074	8.150573	6.015251	3.668826	1.158113	1.643221	-13.619372	6.812696	6.839106	0.746710	7.867079	0.340982	-12.381331	1.164798	-21.724176	7.232934	-7.401402	-18.024713	-14.412625	2.803358	-10.497008	6.009869	7.077892	-20.086357	-17.412905	-11.854717	-5.658890
34	2	-13.675219	0.800815	0.582518	5.945901	5.493834	7.521821	-0.620265	2.507082	-4.644385	3.517942	6.212374	3.087087	5.185305	4.193969	-23.734802	-0.613502	-20.667337	6.595174	-9.198632	-12.888191	-13.768399	-0.621624	-5.657860	2.531789	5.199538	-17.911682	-13.360595	-8.310982	0.976308	5.528710	5.697359	5.953738	-0.172559	-0.416444	3.125139	5.727803	6.310039	6.062651	-8.654301	-0.080450	7.168039	-1.155680	6.466098	-18.117000	-0.613282	-20.673595	6.595174	-9.198632	-12.888203	-13.768345	-0.621624	-5.657694	2.531789	5.199538	-17.911692	-13.360597	-8.310982	0.976302
37	2	3.375788	6.668448	2.226887	4.095821	2.460208	2.693448	6.063831	6.143881	5.984906	-0.759239	3.404106	6.131361	5.176887	5.635565	-17.837507	1.188424	-24.987859	6.478607	-4.480566	-20.671373	-13.558548	2.156124	-4.745489	3.673609	5.261139	-13.289447	-17.271036	-15.129568	-5.707395	3.375788	6.668448	2.226887	4.095822	2.460208	2.693448	6.063831	6.143881	5.984906	-0.759239	3.404107	6.131361	5.176887	5.635565	5.538100	6.370133	7.656743	-2.305951	9.555684	-6.242113	5.689327	5.897050	5.126940	-7.281844	-9.238782	4.141031	-4.676444	0.701696	0.538371
52	2	9.250738	7.723622	7.571745	1.015625	0.588044	0.190079	8.571460	8.073035	6.192014	-6.228258	2.225917	5.303721	-2.773106	6.208810	-10.267966	-3.117046	-18.491836	7.027229	-5.342081	-14.843176	-12.909041	0.293303	-7.721077	5.842596	6.779423	-19.312003	-12.233933	-12.307375	-1.489713	9.250738	7.723622	7.571745	1.015625	0.588044	0.190079	8.571460	8.073035	6.192014	-6.228604	2.225917	5.303721	-2.773106	6.208810	8.086831	1.823290	12.907584	-5.830601	3.993473	8.061054	4.414004	5.098294	-11.859184	-1.115035	-8.631040	-4.557986	11.730034	6.703699	6.521096
67	2	-11.603671	1.341369	4.339045	6.583961	6.192076	6.112877	3.070510	1.426451	-8.056756	9.253205	7.779408	0.288015	5.703561	6.813666	-16.560986	1.916498	-24.950866	7.412166	-9.685458	-17.505637	-23.214266	1.877784	-7.622605	5.663825	6.303068	-14.053211	-7.567734	-14.276026	-4.479877	8.747218	7.266300	6.118774	0.419663	2.090953	1.933300	8.370226	7.847951	6.102421	-1.809972	3.468489	5.711630	-0.859960	8.373400	-11.492294	1.916498	-24.950866	7.412166	-9.685458	-17.505637	-23.214266	1.877784	-7.622605	5.663825	6.303068	-14.053211	-7.567734	-14.276026	-4.479877
