1	3	7.362172	-11.892253	-13.516529	-9.310844	10.513322	-4.613029	-13.907473	-14.964643	-7.073580	6.622891	-7.985323	8.179309	-7.108543	5.373291	8.350143	6.994364	-4.860318	-16.705717	-12.561596	7.703630	5.542177	9.152146	9.450155	8.656137	7.894597	5.635984	5.060182	0.650705	5.628236	-9.988203	6.546045	9.991873	5.527980	-17.735864	9.382835	4.993067	4.117084	2.540843	-7.095662	4.007621	-13.819561	4.600744	5.373291	2.160236	1.389703	4.705388	9.795877	7.162845	-0.763373	-11.763454	-6.474233	-17.060052	-21.538861	-21.146848	-5.542667	-6.210308	4.034557	-4.025531	7.362172	-11.892253	-13.516539	-9.310844	10.513322	-4.613050	-13.907473	-8.778742	-7.073580	-7.095662	-7.985323	8.179307	-7.108543	5.373291	2.160238	1.389703	4.705388	9.795877	7.162845	-0.763371	-11.763454	-6.474232	-17.060051	-21.538861	-21.146848	-5.542667	-6.210308	4.034557	-4.025531
12	3	6.418008	-10.679659	-15.033692	-12.113716	10.199431	-9.390598	-16.785067	-7.744412	-8.203784	5.766899	-13.029386	11.617589	-7.206371	8.445837	6.688657	6.970022	-1.993542	-24.020941	-9.085458	5.236784	5.509186	3.147536	9.849447	10.571430	8.158728	6.171524	6.095988	-0.622786	7.117198	6.418008	-10.679654	-15.026914	-12.113716	10.199390	-9.390598	-15.618889	-1.727401	-8.203781	-8.374373	-13.029386	11.617584	-7.206371	8.445837	0.764443	1.087088	7.956564	7.361030	5.766902	-2.147534	-9.873487	-13.030781	-9.908242	-25.080997	-22.026459	-4.277289	-4.150809	0.962231	-0.797902	-9.681526	5.969701	10.305392	4.159266	-17.045823	5.877523	4.394200	7.804810	2.335412	-8.374372	1.689712	-13.135247	0.149260	8.445837	0.764443	1.087088	7.956564	7.361030	5.766902	-2.147534	-9.873487	-13.030781	-9.908242	-25.080997	-22.026459	-4.277289	-4.150809	0.962231	-0.797901
19	3	7.925701	-9.175920	-21.413621	-8.452740	11.533562	-5.492933	-18.036753	-12.788685	-4.059609	8.217419	-6.606879	8.763815	-6.549226	4.168773	5.241558	7.073934	-5.718224	-18.785066	-7.477480	6.740776	7.022568	7.417007	8.562128	8.290720	6.877649	5.254074	6.554400	2.293024	4.226089	7.925701	-9.178196	-21.413621	-8.452740	11.533562	-5.492933	-18.036753	-6.207959	-4.059609	-7.621828	-6.606978	8.763815	-6.549226	4.168773	-0.573689	0.726931	5.209939	10.673376	6.890942	1.448030	-8.489643	-8.304860	-17.487380	-24.655096	-18.587020	-5.073405	-4.922724	5.834138	-7.849096	-3.277905	4.459770	6.619327	4.979887	-7.185818	5.406819	1.368470	-2.023626	6.233721	8.217419	5.992047	-8.422163	5.772185	4.168773	5.241558	7.073934	-5.718224	-18.785066	-7.477480	6.740776	7.022568	7.417007	8.562128	8.290720	6.877649	5.254074	6.554400	2.293024	4.226089
28	3	6.231526	-6.857813	-19.145794	-11.244243	10.180376	-9.672013	-15.856765	-8.715444	-2.214351	6.975570	-9.458998	7.086237	-2.962875	6.373826	6.935645	7.145739	-4.391006	-27.062963	-14.984923	9.354224	7.262653	7.190565	9.697509	9.307530	8.879478	7.864647	6.416431	1.630338	6.427914	6.231526	-6.857813	-19.145794	-11.244243	10.179008	-9.672013	-15.856738	-3.114797	-2.214351	-12.687015	-9.458998	7.084166	-2.962875	6.373826	1.211311	1.391207	5.675070	9.123600	5.431882	1.474257	-6.549257	-5.911034	-11.729824	-24.709605	-19.147997	-4.249995	-3.786004	6.108741	-7.585947	-10.379808	8.581642	7.139369	7.154280	-14.045402	4.901218	3.615156	4.349331	7.193891	-12.687015	5.221571	-21.650994	5.947008	6.373826	1.211311	1.391207	5.675070	9.123600	5.431883	1.474257	-6.549257	-5.911034	-11.729824	-24.709605	-19.147997	-4.249995	-3.786004	6.108741	-7.585947
39	3	6.433419	-6.956519	-22.352278	-9.033664	10.524989	-8.600082	-16.773932	-12.045777	-3.557979	6.521208	-9.802286	10.057231	-2.453154	6.879322	7.510008	4.757666	1.841365	-18.780835	-11.759887	4.752663	9.007809	1.273321	10.273950	8.036994	7.020113	6.673993	7.190823	3.255717	5.843679	6.433419	-6.956519	-22.352276	-9.033495	10.521425	-8.599955	-16.773930	-6.513183	-3.557979	-8.271163	-9.802286	10.057231	-2.453154	6.879322	1.031108	-0.630541	6.876058	8.583909	7.120969	-4.798151	-8.366107	-12.353187	-9.023080	-23.166743	-21.244792	-5.629335	-4.687465	6.030429	-10.216120	-10.348036	4.666674	5.219978	6.873894	-12.728601	6.723220	4.476511	5.277987	6.448016	-8.271163	6.161474	-14.826963	5.966969	6.879322	1.031108	-0.630541	6.876058	8.583909	7.120969	-4.798151	-8.366349	-12.353187	-9.023080	-23.166743	-21.244793	-5.629335	-4.687465	6.030429	-10.216120
41	3	6.691789	-9.648088	-15.604540	-11.221804	9.569476	-7.189202	-10.584751	-10.159400	-4.074690	8.145490	-12.247624	10.134124	-1.999996	6.283140	5.306518	7.107258	-2.079350	-14.145171	-16.450124	8.627694	7.810398	6.449478	9.857846	11.453992	10.016466	7.070835	7.243530	3.434425	9.548327	-8.615903	4.991538	10.353850	5.714259	-18.128024	3.730415	5.183616	1.626073	5.766470	8.145490	5.137736	-8.700515	7.006953	6.283140	5.306518	7.107258	-2.079350	-14.145171	-16.450124	8.627694	7.810398	6.449478	9.857846	11.453992	10.016466	7.070835	7.243530	3.434425	9.548327	6.691782	-9.648088	-15.604411	-11.189860	9.569476	-7.189169	-8.991099	-5.232311	-4.074689	-6.676736	-12.247623	10.132429	-1.999996	6.283140	-0.538889	4.595156	5.911116	8.008113	8.577752	0.657411	-11.034698	-10.274906	-7.723171	-13.054645	-20.632873	-3.692658	-3.755200	7.480192	-1.601831
54	3	7.680356	-8.237653	-12.897435	-12.091327	9.691819	-7.556787	-17.011881	-10.446487	-4.252211	4.216474	-8.235023	11.434135	-6.140840	4.817361	3.473946	6.356681	-1.002427	-20.451883	-14.290699	6.323421	5.755290	3.038491	8.226689	6.775732	9.735498	7.409993	4.765187	2.911937	8.363310	7.680356	-8.237689	-12.905498	-12.091327	9.691819	-7.556787	-17.011881	-4.434841	-4.252211	-8.911848	-8.235023	11.434080	-6.140840	4.817361	-0.994188	0.344081	2.918428	7.351612	7.630996	-3.943456	-4.225456	-6.742666	-11.562289	-20.331689	-17.496849	-2.680630	-5.290192	5.095690	-2.828803	-5.327004	2.220170	12.075513	4.106434	-11.112491	7.562983	5.985094	5.141797	6.287815	-8.911848	5.938829	-14.072526	5.589225	4.817361	-0.994188	0.344081	2.918428	7.351612	7.630996	-3.943456	-4.225456	-6.742666	-11.562289	-20.331689	-17.496786	-2.680630	-5.290192	5.095690	-2.828803
57	3	-13.707621	5.345043	9.941405	6.486942	-16.509558	6.220070	5.058022	3.369606	5.125397	-12.343574	7.051192	-14.839702	5.301156	6.306150	-4.269434	1.135968	6.898664	9.446556	8.678593	-1.611364	-14.378913	-10.338267	-20.123572	-17.850856	-22.862011	-4.711550	-2.603056	4.412493	-8.488392	3.073942	-11.641673	-18.138959	-10.020869	10.190087	-3.980940	-13.915261	-8.795287	-5.781803	-12.343574	-8.860364	9.018903	-6.254340	6.306150	-4.269434	1.135968	6.898664	9.446556	8.678593	-1.611364	-14.378913	-10.338267	-20.123572	-17.850856	-22.862011	-4.711550	-2.603056	4.412493	-8.488392	3.073942	-11.641673	-18.138959	-10.020869	10.190087	-3.980940	-13.915262	-14.895468	-5.781803	5.436478	-8.860364	9.018903	-6.253778	6.306150	1.569245	6.285619	1.261875	-22.541757	-2.388792	4.275727	3.772736	7.374874	5.161280	9.403514	9.526230	5.914755	6.146199	0.072212	5.330106
85	3	4.411235	-9.894517	-19.357369	-11.202308	10.500754	-11.961995	-8.641833	-0.994078	-6.301578	-13.214861	-6.899994	11.587013	-9.310223	8.359215	-0.111072	-3.025962	6.829944	11.497821	8.293128	-5.807102	-3.880764	-4.568354	-14.782829	-25.999866	-21.046456	-4.543948	-8.060085	7.179060	-8.206842	-0.853745	-2.896586	6.627053	1.253281	-4.128490	5.038072	5.579823	4.361531	2.572893	-13.214861	0.698609	-4.236586	1.095642	8.359215	-0.111072	-3.025962	6.829944	11.497821	8.293128	-5.807102	-3.880764	-4.568354	-14.782829	-26.000214	-18.372019	-4.543947	-8.060085	7.179060	-8.206842	-9.527725	7.015593	6.756761	6.065784	-17.909674	6.249777	5.581663	5.866649	2.578533	-13.214861	2.954029	-11.287315	3.407358	8.359215	-0.111072	-3.025962	6.829944	11.497821	8.293128	-5.807102	-3.880764	-4.568354	-14.782829	-26.006416	-19.237313	-4.543948	-8.060085	7.179060	-8.206842
91	3	-7.103322	5.034531	10.308463	6.142677	-16.678947	3.599193	8.177918	3.633791	5.860275	-11.468078	8.786483	-18.735211	5.371538	5.456305	1.343038	1.065618	7.593070	10.328666	4.815856	-0.297692	-16.736151	-7.286514	-15.698452	-22.827088	-22.947935	-6.752900	-4.178755	8.511704	-9.679133	6.872733	-12.456780	-10.469677	-12.448612	9.777335	-8.532866	-11.847035	-7.646273	-6.616617	-11.468078	-6.588546	10.302259	-5.804448	5.456305	1.343038	1.065618	7.593070	10.328666	4.815856	-0.297692	-16.736151	-7.286514	-15.698452	-22.827088	-22.947935	-6.752900	-4.178755	8.511704	-9.679133	6.872733	-12.456780	-10.469677	-12.448612	9.777335	-8.532866	-11.847041	-13.056085	-6.616617	6.006425	-6.588545	10.302259	-5.804448	5.456305	7.399729	7.199786	-0.616007	-9.431676	-17.078143	8.871367	-0.853722	5.512784	10.601785	10.166755	1.867049	5.059927	4.628679	4.985154	3.951448
