1	2	79	-3.522984	-50.131486	6.653449	-40.781587	-19.083169	7.135211	-10.911880	6.429268	4.169324	6.953403	4.685332	-23.207167	-1.129072	-9.283796	-3.633998
1	2	21	3.754167	11.589709	-5.014623	10.688251	5.693464	4.373754	6.297271	-3.352847	-9.277507	-3.048879	-6.344634	10.342340	6.707831	5.831398	2.147998
2	2	25	4.594290	16.376565	-6.263597	15.174892	6.420407	2.167178	7.121944	-4.089839	-4.537131	-0.563164	-2.161242	11.486441	7.072208	5.994951	7.200036
2	2	75	-10.282855	-49.388410	5.097719	-30.001443	-13.779485	8.378133	-14.731660	6.475425	8.813790	6.693471	8.161168	-26.263250	-1.852876	-9.262671	1.028643
3	2	85	-3.586636	-39.592377	8.906170	-30.041493	-12.927139	8.033432	-17.440960	6.313830	6.790479	8.296650	5.802726	-23.463176	-4.762075	-11.556349	3.414222
3	2	15	7.526778	17.307148	-0.290990	15.643477	7.250708	3.809371	6.334178	-4.975518	-8.789301	-0.675887	-4.805451	8.919982	6.652415	3.623732	5.687465
4	2	71	-12.300916	-39.028132	6.563502	-38.650420	-20.423578	7.247701	-11.530012	5.601634	8.686436	7.162941	7.036133	-21.503459	-6.131299	-7.589246	0.987633
4	2	29	6.481075	19.840628	-5.728427	12.629702	4.374732	0.978230	5.422309	-6.784998	-3.455929	-4.580335	-4.245217	10.957351	6.409479	8.808645	7.169061
5	2	68	-11.637585	-35.801538	7.449539	-35.435960	-18.848852	8.705667	-13.854870	3.422966	4.245500	7.748498	7.795943	-17.944324	-3.903126	-5.575311	-0.656518
5	2	32	-0.383944	12.018267	-3.027016	9.803676	5.508385	4.763738	7.537058	-9.525989	-11.004071	-4.122865	-3.423689	11.311573	5.804913	5.352254	2.642761
6	2	39	2.593310	14.272231	-3.043461	14.264893	8.534169	2.511661	8.542121	-4.512747	-5.290955	1.117388	-4.073437	11.520244	6.680374	8.972752	5.934058
6	2	61	-13.737745	-48.282790	5.945189	-35.227502	-14.259193	7.489155	-9.442774	8.391614	7.455542	5.315322	6.643570	-19.801182	-2.562231	-5.605348	-0.132108
7	2	58	-8.945904	-35.381735	5.065285	-32.231244	-9.319603	8.004715	-12.195844	6.591782	6.661454	7.297929	6.768933	-16.325005	-5.124694	-13.916728	2.546131
7	2	42	6.125157	18.273981	-1.922374	15.414110	7.892184	2.162623	7.221854	-1.765197	-11.463942	-4.263981	-5.263382	10.125966	7.038641	5.113977	7.657006
8	2	75	7.195393	19.350497	-3.330970	15.274735	9.002015	1.896870	8.395313	-6.840631	-4.970186	-4.494084	-4.538452	10.512445	6.824729	8.235198	5.789850
8	2	25	-6.580264	-38.987869	5.175949	-31.475811	-15.768655	8.196376	-15.951069	5.166990	7.056934	3.836046	4.995212	-19.395063	-2.601536	-7.876371	-0.156664
9	2	55	-9.353557	-30.920887	5.063392	-24.638904	-15.835455	6.699038	-15.007795	7.492897	7.309979	7.131161	8.351592	-18.114978	-2.419318	-5.096906	3.809587
9	2	45	7.720986	21.689027	-6.522328	18.313667	7.296265	0.515362	7.332484	0.136617	-5.006882	-5.773406	-1.145421	10.326482	6.308710	5.855549	6.291262
10	2	80	-8.648644	-37.438120	6.820134	-26.880710	-11.313732	2.862163	-11.124380	5.422002	7.365523	7.396751	8.753219	-18.503951	-5.488047	-11.121571	2.915165
10	2	20	6.837514	19.914711	-2.313249	16.092782	9.111414	-1.981039	5.499759	-2.352251	-5.416980	-3.603325	0.772924	9.993444	4.438638	5.965370	8.924695
11	2	14	4.078791	16.909856	-2.767125	11.910442	9.731128	3.890838	1.293054	-5.511117	-10.146217	-2.268167	-1.825445	10.029038	4.756862	7.256295	6.855480
11	2	86	-12.014576	-41.735338	6.977862	-34.764129	-13.127700	6.905834	-13.192550	6.126187	6.758181	6.623076	7.082656	-26.587422	-3.891847	-6.601625	0.626157
12	2	97	-7.614747	-38.062919	9.470244	-27.505290	-15.465861	6.853398	-12.648102	6.660769	6.263711	8.728047	6.738647	-24.021328	-6.926255	-12.066946	3.343080
12	2	3	7.316618	20.225276	0.480252	15.172158	6.633843	1.064262	5.603220	-6.354720	-9.370259	-3.162260	-3.626758	8.949409	3.227002	3.856459	7.880493
13	5	4	-1.566164	-5.696226	-3.868975	-15.224067	2.922836	6.910332	-9.184475	7.330483	2.703183	9.247445	-0.226540	6.722490	7.350120	6.348395	3.300750
13	5	73	3.655836	18.390274	-5.315649	8.776367	6.105502	6.522121	3.032951	-2.858021	-7.047043	-1.435019	-6.592533	10.989409	7.350200	7.808891	9.480316
13	5	18	-12.245369	-32.174926	7.234792	-34.540114	-14.016497	8.821630	-12.376072	7.330483	5.726358	9.249176	5.578704	-22.041633	-0.340898	-5.749179	3.300751
13	5	4	-1.566164	-7.062975	-3.868929	-15.309999	2.922812	8.776951	-10.735324	7.330483	2.703312	9.248916	-0.209388	6.722484	7.350117	6.348395	3.300750
13	5	1	-1.566163	-0.728719	-3.869767	-12.030294	2.923263	6.522121	-6.428486	7.227136	-1.619000	8.159377	-0.886305	6.734078	7.350187	6.348411	3.300754
14	2	86	-10.380819	-49.628800	7.680574	-32.239752	-21.264536	6.005211	-12.695256	6.129248	6.804747	6.519146	7.718543	-24.119539	-4.937045	-11.055712	2.616361
14	2	14	5.645271	18.990151	-3.261467	16.803940	8.312747	3.196104	6.568653	-2.261726	-10.647216	-4.981262	-3.500691	9.603982	5.982554	7.548013	8.646532
15	2	76	-7.622783	-40.304622	6.576248	-36.996917	-11.034703	6.575023	-10.795388	6.082776	6.179713	6.642330	6.709615	-22.667292	-3.015013	-6.568189	3.996278
15	2	24	7.235933	19.016053	-6.065129	15.698545	5.640922	0.206451	2.540532	-0.598207	-6.680043	-4.386886	-3.081824	6.353672	4.358053	7.529990	8.257280
16	2	90	-11.690633	-42.195952	5.162682	-33.792134	-15.997779	7.346474	-16.173241	8.240472	5.979462	5.394376	6.206927	-22.439850	2.507896	-6.038283	1.023198
16	2	10	4.144576	18.506231	-7.208422	14.386867	5.632126	2.007445	2.560774	0.704427	-9.281248	-4.819896	0.562220	9.373571	5.088388	4.283872	6.845146
17	2	43	7.870538	14.737407	-4.471088	18.187155	7.355364	-0.069227	6.313615	-5.670136	-13.239454	-1.658464	0.056143	10.924909	6.822741	6.477010	6.574743
17	2	57	-2.565725	-49.920361	6.008697	-27.640374	-16.255090	6.044572	-13.684438	6.512973	5.757302	6.634670	8.573406	-18.054394	-1.982830	-8.589969	0.164436
18	2	78	5.055604	19.629730	-5.668697	16.168305	10.116495	2.267505	4.572662	-5.264710	-9.339984	-0.035734	-8.972236	9.470753	7.430864	4.645155	9.100586
18	2	22	-4.626170	-31.688775	6.187957	-28.956706	-7.249701	7.902096	-10.943095	3.519407	6.995136	6.922400	3.772690	-14.999648	-0.246963	-2.862252	9.033565
19	2	81	-6.507382	-34.702095	5.965063	-37.086488	-16.111905	6.285185	-8.064970	5.684597	6.686094	6.768344	6.369857	-24.703578	-4.681640	-12.159094	4.056533
19	2	19	7.785161	18.691973	-0.885312	12.760445	4.681723	0.517707	8.619044	-7.551764	-8.651893	-1.271228	-5.789270	9.022003	5.705294	5.723300	7.263406
20	2	81	-11.107385	-35.881730	6.468549	-28.257926	-15.901086	4.254768	-12.414103	4.526424	3.785578	7.394058	6.973314	-18.214995	-5.619098	-11.723137	0.734671
20	2	19	8.636399	14.885270	-2.015666	15.257287	11.578508	-1.339178	5.296158	-5.487394	-12.268016	-0.595729	-0.151024	9.709532	4.545139	6.641396	7.333348
21	2	77	8.940521	21.086980	-3.686464	17.200826	6.268743	2.873572	4.090574	-5.984927	-8.790732	-3.616979	0.430526	9.593136	8.482353	6.402615	6.957931
21	2	23	-3.132880	-18.170806	7.246870	-23.464086	-12.716027	6.402201	-10.878833	5.324491	8.758329	5.805252	6.571995	-18.185682	1.197084	-5.138610	2.158430
22	2	96	-9.668195	-42.020192	6.265039	-30.890446	-12.255494	8.196403	-14.604677	6.285437	5.636365	6.787917	6.922828	-22.788764	-8.401352	-7.272455	1.561104
22	2	4	4.585667	13.485003	-4.865732	5.692951	6.368133	1.859160	5.654291	-5.388305	-12.206929	-0.768879	0.896956	8.487250	1.896743	1.929438	7.155967
23	2	71	-10.023850	-42.144743	7.137701	-34.740052	-21.522040	5.041121	-6.376477	6.424381	4.347077	7.072912	6.255068	-23.149950	-5.275528	-12.491923	0.390430
23	2	29	6.265887	19.505733	-2.463042	17.355742	6.858577	-1.196716	8.431449	-4.662431	-11.065710	-5.578892	-3.673344	11.118651	6.428615	5.439901	6.143672
24	2	43	-12.815563	-37.871643	2.948210	-21.142586	-9.120179	4.807169	-7.920952	4.646124	7.803096	6.073958	5.649096	-17.118324	0.232972	-4.482010	1.294249
24	2	57	5.358057	17.392632	-6.630873	16.129646	8.117392	-1.715850	6.755121	-3.362781	-6.035040	-4.776407	-0.858490	9.842210	5.018429	7.580051	6.209675
25	2	68	5.500172	19.807440	-6.471242	16.891266	7.518392	1.488864	6.219065	-4.843165	-9.839468	-5.971620	-2.943008	8.410811	6.043879	4.423708	6.426790
25	2	32	-10.322568	-27.366496	4.573323	-36.143977	-7.884111	7.464696	-16.393872	6.034994	4.906135	5.056496	7.415356	-24.112440	-1.811461	-11.497798	0.333109
26	2	77	-10.498028	-34.886281	7.429863	-27.314286	-14.700887	6.240740	-12.649045	5.955215	8.963639	6.286725	7.305076	-16.610983	-2.883258	-6.742038	-1.666831
26	2	23	1.172442	15.289433	-2.692087	13.540342	7.588864	3.125153	8.907360	-6.281939	-4.763670	-3.055064	-4.381003	10.799769	6.216518	2.429149	3.558834
27	4	11	-3.690472	-13.494738	-0.241138	-14.339032	1.579332	6.297877	-10.159041	5.407397	-0.015924	5.653769	-0.241926	2.513464	6.217244	2.055260	0.437361
27	4	55	-9.549588	-45.784958	7.117540	-31.004116	-17.980552	6.297877	-16.268958	5.407469	4.790758	5.653769	6.222518	-19.496784	-4.147953	-9.132598	0.376436
27	4	28	4.139091	19.184929	-3.580392	14.100262	10.451477	-0.188410	5.295926	-6.028708	-12.792461	-7.202610	-5.777218	9.528861	6.217906	5.709798	5.151394
27	4	6	-2.376140	7.689429	0.663226	7.353312	4.298434	-0.188410	5.295926	-5.660975	-6.789366	-7.202610	-5.504378	-5.834741	-0.076601	0.140522	5.151394
28	2	94	-8.807388	-44.484320	8.022106	-36.727624	-18.292965	6.831706	-14.824951	5.557118	8.287868	8.439387	8.859309	-23.909816	-2.992896	-8.717183	-0.405296
28	2	6	2.893012	13.372902	-3.514081	13.557570	4.488355	1.313410	5.960718	-5.159224	-7.457332	-3.671707	-1.194620	9.423120	6.829394	7.330031	4.981737
