point_label,module_abbr,network_T_s,module_T_s,module_pheno_score,impurity,density,intra_density,inter_density,p_s_type
AS(AS_AS),AS,0.7961805555555557,0.7657174556213018,-0.02055427251732086,0.0,0.20833333333333334,0.16666666666666666,0.2708333333333333,top60
C(AS_C),C,0.33369904667981587,0.4970052083333333,0.29486469864698667,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top60
AS(AS_C),AS,0.33369904667981587,0.7657174556213018,0.24634307881540318,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top60
E(AS_E),E,0.5529797335600908,0.7145061728395062,-0.0141651085047309,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
AS(AS_E),AS,0.5529797335600908,0.7657174556213018,-0.005552722533854184,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
M(AS_M),M,0.5809264053254439,0.5760000000000001,0.3091052855665712,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top60
AS(AS_M),AS,0.5809264053254439,0.7657174556213018,-0.2630665362859272,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top60
AS(AS_PS),AS,0.3144019460597872,0.6815545024360901,-0.039565383828795875,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top60
PS(AS_PS),PS,0.3144019460597872,0.08599920878283282,-0.03490353807348769,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top60
AS(AS_RS),AS,0.6660022650557155,0.7511063703652223,-0.13717365672898713,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top60
RS(AS_RS),RS,0.6660022650557155,0.9093014604719597,0.08866430857335304,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top60
C(C_AS_RS),C,0.5204921929214497,0.4818549511121722,0.059460421895136645,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
AS(C_AS_RS),AS,0.5204921929214497,0.7511063703652223,-0.07164286571462855,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
RS(C_AS_RS),RS,0.5204921929214497,0.9093014604719597,-0.07232811051572492,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top60
C(C_C),C,0.75,0.4970052083333333,2.0,0.0,0.19444444444444445,0.28125,0.125,top60
M(C_M),M,0.7765,0.71,-2.0,0.0,0.1625,0.20833333333333334,0.11666666666666667,top60
C(C_M),C,0.7765,0.5996961805555556,2.0,0.0,0.1625,0.20833333333333334,0.11666666666666667,top60
C(C_PS),C,0.25933335962900916,0.4970052083333333,0.0008762764989383907,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top60
PS(C_PS),PS,0.25933335962900916,0.08597163233790597,0.0031512251019513676,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top60
C(C_RS),C,0.607421875,0.4970052083333333,0.008586277020411042,0.0,0.14166666666666666,0.16071428571428573,0.125,top60
RS(C_RS),RS,0.607421875,0.9164930555555556,-0.008586277020411042,0.0,0.14166666666666666,0.16071428571428573,0.125,top60
E(E_AS),E,0.5529797335600908,0.7145061728395062,-0.000685918101378715,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
AS(E_AS),AS,0.5529797335600908,0.7657174556213018,-0.022223746484669776,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top60
E(E_C),E,0.6864945451183432,0.8043209876543209,-0.02575543221968314,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top60
C(E_C),C,0.6864945451183432,0.5311197916666667,0.02575543221968314,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top60
E(E_C_AS_RS),E,0.3780372451752589,0.7919470066969307,-0.0033733639184991993,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
C(E_C_AS_RS),C,0.3780372451752589,0.48626675701276745,-0.014750033733637567,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
AS(E_C_AS_RS),AS,0.3780372451752589,0.750988452196053,-0.02280394008905578,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
RS(E_C_AS_RS),RS,0.3780372451752589,0.9078620058152096,0.0023557324697513955,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top60
E(E_E),E,0.918359375,0.7145061728395062,-2.0,0.0,0.34444444444444444,0.29310344827586204,0.4375,top60
M(E_M),M,0.8022569444444444,0.642,-0.0038897151355678796,0.0,0.19523809523809524,0.16666666666666666,0.25,top60
E(E_M),E,0.8022569444444444,0.7145061728395062,-0.0038897151355678796,0.0,0.19523809523809524,0.16666666666666666,0.25,top60
E(E_PS),E,0.3016739280805133,0.7145061728395062,-0.010237758469724564,0.29473684210526313,0.15833333333333333,0.24390243902439024,0.05514705882352941,top60
PS(E_PS),PS,0.3016739280805133,0.08597163233790597,-0.0033340068700748226,0.29473684210526313,0.15833333333333333,0.24390243902439024,0.05514705882352941,top60
M(E_PS_RS_AS_C_M),M,0.25798468562008203,0.7062860619414324,0.009687499999999289,0.08300395256916997,0.05897435897435897,0.05391373801916933,0.06606942889137737,top60
E(E_PS_RS_AS_C_M),E,0.25798468562008203,0.7864285237500607,0.006008454106277208,0.08300395256916997,0.05897435897435897,0.05391373801916933,0.06606942889137737,top60
