point_label,module_abbr,network_T_s,module_T_s,module_pheno_score,impurity,density,intra_density,inter_density,p_s_type
AS(AS_AS),AS,0.7961805555555557,0.7657174556213018,-2.0,0.0,0.20833333333333334,0.16666666666666666,0.2708333333333333,top30
C(AS_C),C,0.33369904667981587,0.4970052083333333,0.00958685231682272,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top30
AS(AS_C),AS,0.33369904667981587,0.7657174556213018,0.00958685231682272,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,top30
E(AS_E),E,0.5529797335600908,0.7145061728395062,-2.0,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top30
AS(AS_E),AS,0.5529797335600908,0.7657174556213018,2.0,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top30
M(AS_M),M,0.5809264053254439,0.5760000000000001,2.0,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top30
AS(AS_M),AS,0.5809264053254439,0.7657174556213018,-2.0,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,top30
AS(AS_PS),AS,0.3144019460597872,0.6815545024360901,-0.02639580772465554,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top30
PS(AS_PS),PS,0.3144019460597872,0.08599920878283282,-0.013363237080646783,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,top30
AS(AS_RS),AS,0.6660022650557155,0.7511063703652223,0.01015089163237317,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top30
RS(AS_RS),RS,0.6660022650557155,0.9093014604719597,0.01015089163237317,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,top30
C(C_AS_RS),C,0.5204921929214497,0.4818549511121722,0.2956349206349206,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top30
AS(C_AS_RS),AS,0.5204921929214497,0.7511063703652223,-0.3174603174603174,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top30
RS(C_AS_RS),RS,0.5204921929214497,0.9093014604719597,-0.3174603174603174,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,top30
C(C_C),C,0.75,0.4970052083333333,2.0,0.0,0.19444444444444445,0.28125,0.125,top30
M(C_M),M,0.7765,0.71,-2.0,0.0,0.1625,0.20833333333333334,0.11666666666666667,top30
C(C_M),C,0.7765,0.5996961805555556,2.0,0.0,0.1625,0.20833333333333334,0.11666666666666667,top30
C(C_PS),C,0.25933335962900916,0.4970052083333333,-2.0,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top30
PS(C_PS),PS,0.25933335962900916,0.08597163233790597,1.8333333333333335,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,top30
C(C_RS),C,0.607421875,0.4970052083333333,2.0,0.0,0.14166666666666666,0.16071428571428573,0.125,top30
RS(C_RS),RS,0.607421875,0.9164930555555556,-2.0,0.0,0.14166666666666666,0.16071428571428573,0.125,top30
E(E_AS),E,0.5529797335600908,0.7145061728395062,2.0,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top30
AS(E_AS),AS,0.5529797335600908,0.7657174556213018,-2.0,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,top30
E(E_C),E,0.6864945451183432,0.8043209876543209,-2.0,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top30
C(E_C),C,0.6864945451183432,0.5311197916666667,2.0,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,top30
E(E_C_AS_RS),E,0.3780372451752589,0.7919470066969307,0.0014942606805678123,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top30
C(E_C_AS_RS),C,0.3780372451752589,0.48626675701276745,0.004873327446851851,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top30
AS(E_C_AS_RS),AS,0.3780372451752589,0.750988452196053,-0.02131672579271572,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top30
RS(E_C_AS_RS),RS,0.3780372451752589,0.9078620058152096,-0.025402431569652904,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,top30
E(E_E),E,0.918359375,0.7145061728395062,-2.0,0.0,0.34444444444444444,0.29310344827586204,0.4375,top30
M(E_M),M,0.8022569444444444,0.642,-2.0,0.0,0.19523809523809524,0.16666666666666666,0.25,top30
E(E_M),E,0.8022569444444444,0.7145061728395062,-2.0,0.0,0.19523809523809524,0.16666666666666666,0.25,top30
