state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.1811,0.6208,0.6208,0.3176,0.4374,0.2233,-0.1567,-0.3314,-0.4513,-0.0044
top30_module,-0.1635,0.6386,0.6386,0.3294,0.458,0.2001,-0.1536,-0.299,-0.4189,0.0015
top60_module,-0.181,0.5876,0.5876,0.3173,0.4371,0.2049,-0.1566,-0.3311,-0.451,-0.0044
dominant_network,0.025,0.2492,0.2492,0.486,0.3373,0.3994,-0.0645,0.0044,-0.4218,0.4993
top30_network,0.1575,0.2811,0.2811,0.4443,0.4106,0.3618,-0.132,0.1074,-0.2506,0.4341
top60_network,0.44,0.0037,0.0037,0.5269,0.0044,0.4911,-0.2395,0.3076,-0.224,0.7049
PC1_var,0.4989,0.0257,0.0257,0.6775,0.0662,0.5477,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.4158,-0.5047,-0.5047,-0.0937,-0.8511,-0.1004,-0.1116,-0.4745,-0.0596,-0.5167
