state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.7761,0.5634,0.5065,0.5674,0.5228,0.6576,-0.7681,-0.4993,-0.615,0.0191
top30_module,0.7761,0.5636,0.4942,0.5674,0.5228,0.6509,-0.7681,-0.4993,-0.615,0.0191
top60_module,0.8992,0.5818,0.4807,0.5434,0.5224,0.588,-0.7891,-0.3635,-0.4436,0.0015
dominant_network,0.7673,0.4044,0.253,0.622,0.461,0.3997,-0.7651,-0.4904,-0.6667,0.1046
top30_network,0.7909,0.4269,0.2645,0.5895,0.4875,0.3725,-0.7927,-0.4934,-0.6342,0.0604
top60_network,0.8698,0.3432,0.1787,0.458,0.3606,0.4043,-0.7215,-0.2929,-0.4539,0.1015
PC1_var,0.6166,0.1416,0.1135,0.5523,0.1604,0.4386,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.0452,-0.2619,-0.4018,-0.2932,-0.4881,-0.1637,-0.1116,-0.4745,-0.0596,-0.5167
