5	6	7.917247	-8.856996	-18.889268	-10.830819	9.616761	-9.794860	-16.167635	-0.503043	-2.781588	-7.719124	-6.542061	9.568522	-2.962502	-19.235500	0.439689	-16.631257	8.882681	-7.188257	-18.201716	-17.872566	4.773616	4.314738	7.911575	-14.893414	-16.684023	-11.326333	-1.419810	-6.701630	8.029568	11.098415	7.071881	-13.406427	6.459089	6.113544	8.666389	8.760577	7.447338	-6.542061	-14.983119	7.113316	-19.235500	0.439689	-16.631257	8.882681	-7.188257	-18.201716	-17.872566	4.773616	4.314738	7.911575	-14.893414	-16.684023	-11.326318	-1.419810	-6.701629	8.029568	11.098415	7.071881	-13.406427	6.459089	6.113544	8.666389	8.760577	7.447338	-6.505546	-14.983119	7.113316	-18.696437	0.439728	-16.054598	8.878682	-0.714411	-13.998089	-17.675296	4.773624	4.289096	7.905893	-14.902204	-17.162881	-4.844293	-1.799814	-6.701629	8.029568	11.098388	7.071881	-13.406427	6.459089	6.113541	8.666389	6.517738	7.447338	1.019726	-14.983119	7.113316	2.308161	5.879648	11.702524	-2.876858	0.895303	5.457763	7.073261	6.665934	-3.487459	-3.684032	1.339849	0.881637	9.057579	4.007800	7.917247	-8.856996	-18.889268	-10.830819	9.616761	-9.794860	-16.167635	-0.503038	-2.781588	-7.719124	-6.505546	9.568522	-2.962502	-18.696437	0.439728	-16.054598	8.878682	-0.714411	-13.998089	-17.675296	4.773624	4.289096	7.905893	-14.902204	-17.162881	-4.844294	-1.799814	7.917247	-8.856996	-18.913586	-10.830819	9.616761	-9.794860	-16.167719	-0.503043	-5.024426	-8.771715	1.019726	9.568522	-2.962560	2.308161	5.879648	11.702524	-2.876858	0.895303	5.457763	7.073261	6.665934	-3.487459	-3.684032	1.339849	0.881637	9.057579	4.007800
12	6	8.232101	-11.562396	-23.761413	-11.233834	7.805085	-9.138742	-13.612586	-5.220830	-9.511447	-12.791869	2.646370	8.143227	-4.888493	9.665890	7.476051	11.841275	-10.811124	11.791959	7.276432	9.057591	6.088406	-12.158184	-7.249971	4.592091	-8.719618	6.187705	-11.136743	8.232101	-11.562396	-23.761413	-11.233834	7.805085	-9.138742	-13.612576	-5.220830	-5.452650	-12.791858	-1.014002	8.143227	-4.888493	-14.629800	1.768132	-14.640163	3.070606	4.740382	-9.348326	-5.455597	-0.525770	0.130285	8.418297	-2.227245	-19.272989	-9.466424	-4.337224	8.232101	-11.562396	-23.761413	-11.233834	7.805085	-9.138742	-13.612576	-5.220830	-5.452526	-12.791858	-4.268649	8.143227	-4.888493	-20.357284	1.768132	-26.552842	5.922517	-4.406953	-13.506592	-14.098174	-0.525770	6.258120	10.796872	-16.081129	-19.706571	-14.231693	-3.123128	8.232101	-11.562396	-23.761413	-11.233834	7.805085	-9.138742	-13.612586	-5.220830	-9.123043	-12.791869	2.511802	8.143227	-4.888493	-10.425666	1.768132	-4.132522	2.509430	5.448911	-9.297019	1.036297	-0.525770	-4.334915	5.262907	4.421905	-19.271056	-9.464272	-8.103331	-6.174088	5.319263	7.710599	5.588344	-11.785419	6.392326	3.617636	6.531809	3.242786	6.133998	2.511802	-15.293662	5.674167	-10.425666	1.768132	-4.132522	2.509430	5.448911	-9.297019	1.036297	-0.525770	-4.334914	5.262907	4.421904	-19.271056	-9.464272	-8.103331	-6.174120	5.319279	7.710813	5.588746	-11.785431	6.392326	3.663649	6.531809	6.913180	6.134413	-1.014002	-15.306096	5.674167	-14.629800	1.768132	-14.640163	3.070606	4.740382	-9.348326	-5.455597	-0.525770	0.130285	8.418297	-2.227245	-19.272989	-9.466424	-4.337224
16	6	8.271622	-10.958251	-15.164957	-10.365767	12.234506	-9.725432	-18.235770	-5.223852	-8.319438	-5.151874	-7.463821	9.340080	-4.670748	-27.127458	-2.090186	-18.481941	6.795171	-8.597004	-12.098731	-10.127304	1.168666	1.912953	9.077284	-11.878418	-14.006858	-15.505082	1.645889	8.271622	-10.958251	-15.164957	-10.365767	12.234506	-9.725432	-18.235770	-5.223852	-8.319438	-5.151874	-5.969886	9.340080	-4.670748	3.057829	3.202560	9.837840	-6.007114	3.162266	8.494970	4.425304	7.409381	-6.226503	-6.898805	-3.603932	3.067762	7.702352	1.780473	8.271622	-10.958251	-15.164958	-10.365767	12.234506	-9.725432	-18.429013	-5.223852	-14.473880	-5.151877	5.485216	9.340080	-4.670748	9.667340	3.205264	15.546653	-6.064319	5.870269	8.506733	10.099895	7.436356	-10.973712	-10.962395	-4.332655	-3.976579	7.909991	-8.461328	-7.550179	5.040859	10.281206	6.144884	-16.067103	4.072197	5.000593	6.775085	4.230083	7.916205	-5.969886	-20.782966	5.693161	3.057829	3.202560	9.837840	-6.007114	3.162266	8.494970	4.425304	7.409381	-6.226503	-6.898805	-3.603932	3.067762	7.702352	1.780473	8.271622	-10.958251	-15.164957	-10.365767	12.234506	-9.725432	-18.235963	-5.223852	-8.320962	-5.151874	0.206147	9.340080	-4.670748	3.094182	3.202879	13.517556	-6.064319	5.865904	8.506733	10.070389	7.411328	-7.862025	-8.961714	-7.012192	-3.976581	7.909925	-5.221694	-7.550179	5.040859	10.281206	6.144884	-16.066090	4.072197	5.000593	6.775085	4.230083	7.916205	-7.463821	-20.782966	5.693161	-27.127459	-2.090186	-19.775240	6.795171	-8.597004	-12.110064	-10.127304	1.168666	1.912953	9.077284	-11.877226	-14.006852	-15.505082	1.645889
17	6	5.971787	-11.293151	-13.549123	-10.496014	10.047513	-7.575836	-17.101743	-5.676756	-8.954767	-4.901008	2.216494	10.368182	-4.326541	-12.215192	1.235541	1.641503	2.783841	6.071487	-9.333978	-1.173467	0.637363	-6.200832	-4.201363	5.813108	-14.041364	-0.546477	-9.210826	5.971787	-11.293151	-13.549123	-10.496014	10.047513	-7.575836	-17.101743	-5.676756	-8.974345	-4.901011	6.076085	10.368182	-4.326541	7.258973	6.836723	8.515580	-2.233444	11.026600	-3.150585	4.535711	7.083435	-7.467288	-8.510825	6.499558	-11.716458	5.271495	-4.859248	-9.172595	6.672907	9.946755	6.406559	-12.837803	5.056369	5.826046	6.284299	2.187745	6.185529	2.216495	-12.968884	5.374047	-12.215185	1.235541	1.641505	2.783841	6.071487	-9.333978	-1.173466	0.637363	-6.200835	-4.201366	5.813109	-14.041361	-0.546477	-9.210827	-9.172595	6.672907	9.946678	6.406559	-12.837801	5.056369	5.824810	6.284299	2.168167	6.180613	6.076084	-12.968884	5.374047	7.258973	6.836723	8.515580	-2.233444	11.026600	-3.150585	4.535710	7.083435	-7.467288	-8.510825	6.499558	-11.716458	5.271495	-4.859248	-0.790810	2.748076	-1.249817	0.766104	-3.282142	-1.692362	-4.464996	6.239773	2.187710	4.251525	2.216494	0.075667	5.374044	-12.215194	1.235541	1.641503	2.783841	6.071487	-9.333978	-1.173467	0.637363	-6.200831	-4.201362	5.813108	-14.041364	-0.546477	-9.210826	5.971787	-11.293151	-13.549123	-10.496014	10.047513	-7.575836	-17.101606	-5.676756	-4.179382	-4.830870	-6.145594	10.368182	-4.326541	2.756988	6.836688	10.250081	-6.609726	4.591749	1.250633	4.785482	7.083435	-8.019820	-2.207271	5.439972	4.244860	6.670944	2.458629
19	6	-7.820749	6.479990	10.215520	7.240855	-9.651143	9.291153	9.301693	6.363564	7.458571	6.796373	-13.359766	-18.907731	6.492575	-9.944631	1.257210	-21.336172	0.404642	2.925967	-7.924784	-11.291174	2.013613	4.548606	10.252800	-11.626435	-14.460019	-4.986317	-4.411488	6.377048	-11.302065	-19.817105	-10.084378	9.123855	-6.103149	-12.897695	-4.239836	-3.091822	-10.492743	-8.804697	11.044200	-5.845697	-10.923816	1.239742	-24.569408	6.035786	-3.494560	-14.474388	-17.701073	2.013613	4.390532	12.032081	-16.030277	-17.835002	-8.132729	-2.796589	-7.820749	6.479990	10.215520	7.240855	-9.651143	9.291153	9.301693	6.363564	7.458571	6.796373	-8.804697	-18.907731	6.492575	-10.923803	1.239742	-24.569408	6.035786	-3.494560	-14.474388	-17.701073	2.013613	4.390532	12.032081	-16.030277	-17.835002	-8.132729	-2.796589	-7.820749	6.479990	9.782887	7.240855	-9.651143	9.291153	9.163218	6.363564	2.361956	6.786205	2.393846	-18.796145	6.492528	12.114091	6.941405	11.710204	-9.445833	11.256466	7.912303	9.058934	7.721927	-13.510816	-4.806738	2.540244	-4.566611	7.104159	-0.851658	6.377048	-11.302065	-19.817105	-10.084378	9.123855	-6.103150	-12.897695	-4.239836	-3.091822	-10.492772	-13.359766	11.044200	-5.845700	-9.944631	1.257210	-21.336172	0.404642	2.925967	-7.924784	-11.291174	2.013613	4.548606	10.252800	-11.626435	-14.460019	-4.986317	-4.411488	6.377048	-11.302065	-19.820038	-10.084378	9.123855	-6.103150	-12.897695	-4.239836	-8.188437	-10.550517	2.393846	11.044200	-5.850499	12.114091	6.941405	11.710204	-9.445833	11.256466	7.912303	9.058934	7.721927	-13.510816	-4.806738	2.540244	-4.566611	7.104159	-0.851658
22	6	6.640634	-10.725299	-19.713181	-13.978268	12.389299	-7.678905	-13.917581	-4.896613	-6.151260	-12.119174	-4.941058	9.074813	-2.167790	-24.029255	-0.783714	-25.891198	9.036700	-5.066488	-13.718728	-15.281311	3.849578	4.675011	8.846942	-15.137975	-24.300685	-15.561222	-2.181932	6.640634	-10.725299	-19.715141	-13.978269	12.389299	-7.678905	-13.917581	-4.896613	-8.981005	-12.119185	2.400131	9.074813	-2.167790	-16.045376	-0.783714	-11.815974	4.394293	4.259050	-8.416996	-0.841246	3.850040	-3.223237	3.814855	-0.054738	-19.179066	-10.250125	-5.463286	6.640634	-10.725299	-19.715153	-13.978269	12.389299	-7.678905	-13.917581	-4.896613	-9.233101	-12.119185	2.919240	9.074813	-2.167790	9.113317	5.080746	14.006922	-5.657000	10.627355	6.611686	9.167108	9.300876	-8.379299	-9.550060	3.021951	-7.779519	7.205459	-7.365463	-8.183439	7.400541	9.553970	5.077597	-11.903386	6.992391	7.494214	6.139024	2.050007	6.016725	2.919240	-15.927461	8.340536	9.113317	5.080746	14.006922	-5.657000	10.627355	6.611686	9.167108	9.300876	-8.379299	-9.550060	3.021951	-7.779519	7.205459	-7.365463	-8.186291	7.400541	10.384874	5.077598	-11.903386	6.992391	8.247523	6.139024	5.131849	6.016790	-4.941058	-15.927459	8.340539	-24.029255	-0.783714	-25.891198	9.036700	-5.066488	-13.718728	-15.281311	3.849578	4.675011	8.846942	-15.137975	-24.300685	-15.561222	-2.181932	-8.184454	7.400541	9.755247	5.077598	-11.903386	6.992391	7.882883	6.139024	2.302103	6.016767	2.400131	-15.927461	8.340538	-16.045376	-0.783714	-11.815974	4.394293	4.259050	-8.416996	-0.841246	3.850040	-3.223237	3.814855	-0.054738	-19.179066	-10.250125	-5.463287
37	6	-12.388762	6.573980	9.569954	6.171655	-17.714427	6.448874	6.072006	8.794579	6.032620	5.358354	-4.977853	-13.638704	6.027776	-14.722172	1.675095	-8.269758	4.550533	3.866644	-8.304643	-4.912403	2.077172	-0.669664	2.439263	1.681554	-13.406100	-11.699129	-2.618847	-12.388762	6.573980	9.569954	6.171655	-17.714427	6.448874	6.071353	8.794579	5.902686	5.358354	0.425646	-13.638704	6.027776	9.507903	6.572504	12.403068	-11.831718	10.030920	5.750925	8.655878	6.128070	-5.796031	-5.637214	4.285319	-4.364424	2.630954	-2.836876	4.306985	-12.185184	-13.896656	-11.257219	9.079105	-6.828154	-10.835029	-0.265637	-3.480773	-12.178793	-4.977853	10.483854	-5.005910	-14.722172	1.675095	-8.269758	4.550533	3.866644	-8.304643	-4.912403	2.077172	-0.669664	2.439263	1.681554	-13.406100	-11.699129	-2.618847	4.306985	-12.185184	-13.896656	-11.257219	9.079105	-6.828154	-10.834974	-0.265637	-3.480699	-12.178793	-7.789835	10.483854	-5.005910	-16.243910	1.675095	-17.891962	6.798308	-4.649688	-15.636274	-16.500909	2.076954	5.207619	7.482439	-11.729213	-18.250196	-18.378625	-4.874223	-12.388762	6.573980	9.569954	6.171655	-17.714427	6.448874	6.072006	8.794579	6.032694	5.358354	-7.789835	-13.638704	6.027776	-16.243910	1.675095	-17.891962	6.798308	-4.649688	-15.636274	-16.500909	2.076954	5.207619	7.482439	-11.729213	-18.250196	-18.378625	-4.874223	4.306985	-12.185184	-13.896657	-11.257219	9.079105	-6.828154	-10.931091	-0.265637	-3.610707	-12.178796	0.425646	10.483854	-5.005910	9.507903	6.572504	12.403068	-11.831718	10.030920	5.750925	8.655878	6.128070	-5.796031	-5.637214	4.285319	-4.364424	2.630954	-2.836876
41	6	5.613462	-6.610838	-15.805589	-6.758017	11.768549	-10.775292	-17.368720	-6.897344	-12.542418	-9.081585	6.438015	12.712880	-3.663057	9.506441	8.344746	12.294064	0.732371	5.656879	7.009608	10.122756	7.639798	-14.527224	-11.403350	2.430760	-0.022446	7.748039	-4.869551	-11.994694	6.509666	5.281835	5.005536	-15.164231	4.709729	3.486053	5.130974	-1.141966	-0.990752	6.438015	-7.848889	2.582986	9.506441	8.344746	12.294064	0.732371	5.656879	7.009608	10.122756	7.639798	-14.527224	-11.403350	2.430760	-0.022446	7.748039	-4.869551	5.613462	-6.610838	-15.800973	-6.758016	11.768549	-10.775292	-17.364683	-6.897344	-6.764323	-9.081581	-2.978189	12.712880	-3.663057	-21.772002	3.178886	-16.404073	6.089405	-6.955155	-17.651406	-13.131847	1.493100	2.468392	9.933603	-13.224176	-20.751963	-13.090455	-1.111776	5.613462	-6.610838	-15.805589	-6.758017	11.768549	-10.775292	-17.368720	-6.897344	-12.668440	-9.081585	10.380198	12.712880	-3.663057	-12.598100	3.193176	-4.211396	6.021546	2.089033	-11.672122	-0.312065	1.493100	-4.830989	3.616824	0.602022	-16.560334	-9.592522	-4.824961	-11.995693	6.510863	8.920641	7.254333	-15.168255	4.710838	6.392461	5.130974	4.636135	4.900487	-2.978188	-10.087755	7.135191	-21.772002	3.178887	-16.404073	6.089405	-6.955155	-17.651406	-13.131841	1.493100	2.468392	9.933603	-13.224176	-20.751963	-13.090455	-1.111776	-11.993919	6.508849	5.076153	4.985848	-15.163937	4.709144	3.283290	5.130974	-1.267993	-1.079260	10.380198	-7.690444	2.582963	-12.598100	3.193176	-4.211396	6.021546	2.089033	-11.672122	-0.312065	1.493100	-4.830989	3.616824	0.602022	-16.560334	-9.592522	-4.824961
47	6	-12.506098	5.807652	9.608732	7.746163	-16.432757	6.439249	5.342118	6.940932	1.406678	4.542499	6.360567	-20.201228	6.979284	4.134946	4.019230	10.483499	-7.760919	10.866856	-3.732721	4.814903	6.149317	-7.112237	-5.897565	-3.477950	-10.272288	-0.037990	-4.373288	-12.506098	5.807652	9.608732	7.746163	-16.432757	6.439249	5.342118	6.940932	1.406678	4.542499	6.372669	-20.201228	6.979284	10.144470	4.031792	15.326600	-9.243622	10.868033	6.510083	10.180697	6.152604	-9.930272	-11.026887	-3.477553	-8.003579	4.157454	-8.427136	-12.506098	5.807697	10.168416	7.748501	-16.432758	6.441821	6.280699	6.940932	6.133483	5.652540	-7.343656	-20.201286	6.979416	-18.145582	-1.582834	-14.950205	-0.983055	4.390884	-11.864044	-11.902374	2.047173	3.206204	4.981877	-13.129714	-15.802071	-11.762006	-6.923055	5.252095	-10.654311	-16.109548	-2.818401	11.205809	-5.784944	-18.287792	-3.258474	-10.178153	-11.227101	6.360567	7.651458	0.153871	4.134946	4.019230	10.483499	-7.760919	10.866856	-3.732721	4.814903	6.149317	-7.112237	-5.897565	-3.477950	-10.272288	-0.037990	-4.373288	5.252095	-10.654311	-16.109185	-2.818401	11.205809	-5.784944	-18.287731	-3.258474	-5.451348	-11.227101	-7.343656	7.651458	0.153871	-18.145582	-1.582834	-14.950204	-0.983055	4.390884	-11.864044	-11.902374	2.047173	3.206204	4.981877	-13.129714	-15.802071	-11.762006	-6.923055	5.252095	-10.654311	-16.037307	-2.818401	11.205809	-5.784926	-18.287792	-3.258474	-10.178153	-11.227101	6.372669	7.651458	0.153871	10.144470	4.031792	15.326600	-9.243622	10.868033	6.510083	10.180697	6.152604	-9.930272	-11.026887	-3.477553	-8.003579	4.157454	-8.427136
51	6	-11.805701	8.173950	7.850384	5.858016	-14.564745	6.810781	8.068510	6.413304	6.319780	4.587305	-6.212160	-17.463877	6.481062	-25.602812	2.504530	-23.233760	2.352416	-7.019047	-18.717551	-17.750445	0.711603	3.756553	9.408236	-11.862363	-15.600891	-13.047938	2.672361	-11.805701	8.173950	7.850384	5.858016	-14.564745	6.810781	8.068510	6.413304	6.319799	4.587305	-10.460962	-17.463877	6.481062	-19.418471	2.504530	-16.950754	-1.123969	3.343185	-12.329561	-12.815513	0.711603	4.480188	8.545618	-10.466773	-14.251938	-7.941072	-2.924690	6.349744	-6.582524	-15.413389	-5.724061	8.845550	-8.406156	-13.735928	-5.677023	-4.049052	-11.165714	-10.460962	9.908441	-0.468321	-19.418471	2.504531	-16.950754	-1.123969	3.343185	-12.329561	-12.815513	0.711603	4.480188	8.545618	-10.466773	-14.251938	-7.941072	-2.924690	6.349744	-6.582524	-15.413169	-5.724061	8.845550	-8.406156	-13.734234	-5.677023	-4.049071	-11.165717	-6.212160	9.908441	-0.468321	-25.602812	2.504531	-23.233760	2.352416	-7.019047	-18.717551	-17.750445	0.711603	3.756553	9.408236	-11.862363	-15.600891	-13.047938	2.672361	-11.804905	8.173924	7.695063	5.856701	-14.564745	6.808530	8.068474	6.413304	4.278325	4.575620	3.047601	-17.463839	6.481051	10.575650	8.572814	12.897220	-13.535063	5.613636	3.099353	8.337198	7.097861	-11.135864	-1.039305	-0.365481	1.206858	6.690271	-1.006370	6.349744	-6.582524	-15.955809	-5.724062	8.845550	-8.406380	-13.736236	-5.677023	-6.090526	-11.297420	3.047601	9.908441	-0.468321	10.575650	8.572814	12.897220	-13.535063	5.613636	3.099353	8.337198	7.097861	-11.135864	-1.039305	-0.365481	1.206858	6.690271	-1.006370
