4	2	7.324518	-10.620651	-12.108471	-4.994014	10.095036	-8.521649	-14.881571	-3.745498	-2.929980	-7.431081	-11.532110	9.324775	-2.791915	-14.423184	-1.493821	-24.545165	6.260544	-7.716693	-9.749285	-18.415501	4.986855	8.062863	10.215197	-13.369239	-18.266278	-12.616506	-2.542242	-7.388351	5.684317	11.269233	6.955240	-18.591574	6.808406	6.699970	5.300224	8.074322	7.969792	-11.532110	-8.335729	6.723565	-14.423184	-1.493821	-24.393628	6.260544	-7.716693	-9.749285	-18.415501	4.986855	8.062863	10.215197	-13.369239	-18.266273	-12.616506	-2.542242
10	2	-12.251014	4.669112	7.404100	7.275722	-11.011262	6.193413	7.860702	7.566205	6.090271	7.271171	-10.081052	-22.205979	7.045247	-13.546399	0.874364	-24.274435	6.580402	-7.012457	-19.434273	-18.689205	0.286962	6.765230	10.207631	-16.133120	-19.047262	-16.614502	-1.314383	5.647947	-13.473636	-18.958889	-11.366885	9.554061	-12.099362	-15.087152	-2.211140	-3.928944	-9.364674	-10.081051	9.160371	-6.020514	-13.546399	0.874364	-24.274435	6.580402	-7.012446	-19.434273	-18.689205	0.286962	6.765230	10.207631	-16.133120	-20.054647	-16.614502	-1.314383
20	2	5.674693	-12.633076	-17.955599	-9.038929	11.856487	-5.228366	-12.241393	-5.023592	-0.656497	-4.267043	-7.794812	9.875725	-1.395166	-20.103881	-2.390660	-22.206033	5.449371	-5.124397	-15.250576	-17.996581	1.932839	3.626912	9.264005	-17.149212	-21.656240	-12.458629	-4.620373	5.674693	-12.633076	-17.964110	-9.038929	11.856487	-5.228366	-12.244428	-5.023592	-0.658898	-4.268162	-2.253221	9.875725	-1.395166	6.436963	4.204251	7.918887	-10.873452	9.442629	7.797894	10.553185	6.493049	-5.719699	-7.053599	3.197994	-4.959315	7.208046	-3.693778
23	2	4.639895	-9.083571	-12.984810	-13.932969	11.526039	-8.682140	-17.064321	-5.078365	-5.849994	-6.583008	-5.379521	8.675739	-10.559486	-22.209126	2.421324	-28.592756	5.837661	-5.361412	-18.670497	-17.977439	0.452095	2.773606	11.867665	-9.658174	-16.123698	-11.167048	-5.769067	-11.320495	7.084911	9.177822	4.077886	-16.949633	5.298793	7.077337	6.148246	5.504800	7.886354	-5.379520	-15.500415	2.024800	-22.209126	2.421325	-28.592756	5.837661	-5.361412	-18.670497	-17.977439	0.452095	2.773606	11.867665	-9.658174	-16.123698	-11.167048	-5.769067
24	2	6.538100	-13.196109	-15.894824	-10.530511	10.431883	-11.852610	-13.649249	-4.084780	-5.731050	-10.049259	-9.451496	10.155332	-3.444058	-26.384380	1.845383	-28.853373	6.954764	-8.861499	-14.091364	-10.891395	1.172794	5.471130	9.151700	-17.345461	-16.644616	-10.483105	-4.885921	-7.405798	5.455747	8.956303	5.947541	-13.034233	4.707008	4.727123	3.951637	4.752319	7.468313	-9.451496	-14.963973	7.469343	-26.384370	1.845383	-28.853373	6.954764	-8.861499	-14.091331	-10.890672	1.172794	5.471130	9.151700	-17.345461	-16.644612	-10.482267	-4.885921
29	2	8.363565	-13.219046	-17.861433	-6.308763	7.927058	-9.261154	-18.389873	-1.123339	-3.958088	-10.723270	-10.780549	7.158654	-3.885564	-18.864261	3.473740	-19.545579	3.609703	-6.906846	-14.639261	-10.940692	1.560906	4.283931	10.378787	-12.390576	-15.685965	-15.678903	1.427492	-8.352961	4.052420	8.407853	8.433969	-20.439268	6.998645	4.902575	6.674681	5.712574	5.054989	-10.780549	-18.779326	7.029854	-18.864261	3.473740	-19.545579	3.609703	-6.906846	-14.639261	-10.940692	1.560906	4.283931	10.378787	-12.390576	-15.685965	-15.678903	1.427492
40	2	6.221784	-3.209107	-16.270828	-3.361525	10.578093	-10.270965	-14.569175	-4.526900	-2.284042	-8.410715	-7.678088	9.850653	-3.373173	-25.533787	0.499413	-16.836495	5.224943	-7.956028	-15.185355	-17.542044	0.364235	6.764681	8.003707	-9.242667	-22.662955	-15.287910	-8.401896	-8.416036	7.299936	9.743077	7.166989	-13.424370	4.359344	5.523099	7.558322	7.945007	6.963555	-7.678088	-14.198146	8.454648	-25.533787	0.499413	-16.861888	5.224943	-7.956028	-15.185075	-17.542044	0.364235	6.764681	8.003707	-9.242667	-22.662955	-15.287910	-8.401896
44	2	5.550930	-11.743802	-10.332434	-5.296011	10.916307	-9.666132	-18.174138	-1.892237	-1.510840	-12.177913	-9.492840	10.221187	-4.344783	-26.323689	0.285714	-29.644486	6.496379	-8.359927	-17.400542	-18.625939	-1.004687	5.029232	8.375943	-18.525896	-15.444290	-15.388510	-2.426866	-10.751484	6.015724	11.864901	6.852182	-17.269167	6.460895	5.179625	7.939370	5.161159	4.541608	-9.492840	-10.812792	5.265041	-26.323689	0.285714	-29.644486	6.496379	-8.359927	-17.400590	-18.625939	-1.004687	5.029232	8.375943	-18.525896	-15.444304	-15.388510	-2.426866
59	2	2.699529	-1.852545	-14.501332	-11.774026	11.362862	-10.935169	-15.724905	-1.288012	-2.642499	-10.474502	-8.319496	7.440957	0.075300	-27.195922	0.737082	-17.738035	8.373970	-5.405766	-16.717989	-12.583658	0.817380	4.703593	12.100997	-11.119244	-16.066172	-10.614592	0.171349	-10.633156	8.287424	10.743887	5.377518	-13.413235	6.745007	3.784092	5.311540	5.899873	4.309199	-8.319496	-18.272587	7.855220	-27.195922	0.737082	-17.738035	8.373970	-5.405766	-16.717989	-12.583658	0.817380	4.703593	12.100997	-11.119244	-16.066172	-10.614592	0.171349
61	2	-9.665010	7.350841	9.375907	5.031708	-22.702748	7.204430	8.293711	7.964526	6.276252	6.694454	-10.030102	-14.951734	8.095778	-22.639182	-0.598278	-18.498654	4.684852	-5.358572	-13.921888	-18.633300	1.466253	5.315976	8.521553	-16.808129	-11.256941	-15.104480	0.135230	7.348651	-9.845444	-19.301494	-9.387794	8.042602	-10.775718	-13.102506	-3.659817	-3.967287	-6.409019	-10.030102	7.582780	-2.610426	-22.639182	-0.598278	-18.498654	4.684852	-5.358572	-13.921888	-18.633300	1.466253	5.315976	8.521553	-16.808129	-11.256941	-15.104480	0.135230
