2	4	6.543372	-10.328584	-17.872571	-8.475160	12.130995	-8.764307	-15.181214	-3.664679	-7.669786	-12.204934	3.254884	11.998392	-8.450123	4.707936	9.011537	12.832161	-9.108130	10.894637	7.192624	10.738197	5.110469	-10.147932	-12.725517	5.690086	-3.439895	5.099720	-9.216994	6.543372	-10.328584	-17.872571	-8.475160	12.130995	-8.764309	-15.181191	-3.664679	-5.270120	-12.204872	-12.556076	11.998392	-8.450123	-25.764292	2.770102	-25.488151	6.500683	-7.000222	-13.300343	-16.647942	-0.890435	8.488965	9.895753	-13.009341	-18.553807	-14.600889	-4.337445	-9.345676	5.966931	9.168282	7.662285	-14.630088	9.053139	5.492402	7.875018	7.406780	4.116248	-12.556076	-11.240286	2.986984	-25.764292	2.770102	-25.488151	6.500683	-7.000222	-13.300343	-16.647942	-0.890435	8.488965	9.895753	-13.009341	-18.553807	-14.600889	-4.337445	-9.345676	5.966931	9.168282	7.662285	-14.623756	9.053139	5.491673	7.875018	5.007114	4.116248	3.254884	-11.240293	2.986984	4.707936	9.011537	12.832161	-9.108130	10.894637	7.192624	10.738197	5.110469	-10.147932	-12.725517	5.690086	-3.439895	5.099720	-9.216994
3	4	6.515936	-6.255245	-17.013535	-11.038546	10.085355	-5.604359	-14.460969	-7.219190	-1.872574	-9.531335	0.697155	9.537718	-7.816390	7.506842	4.466228	9.218723	-10.809585	8.790339	7.358399	8.685283	4.955732	-5.652102	-2.999582	3.229907	-6.979302	4.179709	-6.815799	6.515936	-6.255245	-17.013989	-11.038546	10.085355	-5.604359	-16.445293	-7.219190	-6.093797	-12.069209	5.318615	9.537718	-7.996169	-16.856140	-1.434115	-13.022586	5.433644	-5.551231	-14.692848	-6.130241	-1.142614	4.208382	2.502208	-8.821685	-21.333078	-15.395239	-6.698604	-9.789098	9.266364	9.157645	7.022850	-13.953115	8.974350	6.562965	5.181852	1.850335	6.878174	5.318615	-22.259953	4.354184	-16.794770	-1.434095	-13.022586	5.433644	-5.551231	-14.688467	-6.130241	-1.142614	4.208382	2.502208	-8.821685	-21.333078	-15.395239	-6.698604	-9.789098	9.266364	9.219812	7.022850	-13.953115	8.974350	7.451696	5.181852	6.071558	6.962732	0.697155	-22.259978	4.354672	7.506842	4.466228	9.218723	-10.809585	8.790339	7.358399	8.685283	4.955732	-5.652102	-2.999582	3.229907	-6.979302	4.179709	-6.815799
9	4	7.086630	-8.807352	-18.193612	-12.094920	11.653596	-13.424482	-17.160070	-4.361527	-6.561821	-5.860285	3.253432	10.197273	-3.586648	-18.860522	1.899915	-11.489168	7.782485	-5.035839	-12.891035	-6.094059	-0.366031	-0.003846	4.301070	-4.016027	-20.626139	-9.108371	-3.424356	7.086630	-8.807346	-18.073570	-12.094920	11.653596	-13.424482	-15.299525	-4.361527	-2.777938	-3.489273	-2.432695	10.197273	-3.586648	-22.244543	1.899915	-20.777455	7.782597	-5.864197	-12.928241	-12.982154	-0.366031	5.823309	9.966935	-11.798814	-20.968180	-9.117376	-3.750987	7.086630	-8.807346	-18.073614	-12.094920	11.653596	-13.424482	-15.299662	-4.361527	-2.778124	-3.489351	-2.233068	10.197273	-3.586648	-15.865299	1.899915	-14.409388	6.904923	1.397769	-7.271984	-8.367773	-0.366031	-0.020853	6.766368	-1.978174	-11.448312	-3.078155	1.073306	-8.462254	7.599018	7.261757	3.353445	-15.545458	2.821307	6.803754	7.160413	6.330721	7.456164	-2.432695	-16.950592	6.137786	-22.244543	1.899915	-20.777453	7.782597	-5.864197	-12.928216	-12.982154	-0.366031	5.823309	9.966935	-11.798814	-20.968179	-9.110645	-3.750987
26	4	-6.185798	6.934203	10.565607	6.382938	-17.454158	6.851767	5.223113	6.813269	4.659231	3.244208	-11.087570	-17.445011	8.237035	-17.005603	0.175742	-23.778188	4.873509	-7.561548	-9.409106	-12.569911	1.768853	2.452556	8.468341	-14.647862	-22.084040	-5.347835	-2.699574	5.728821	-11.170568	-19.884532	-8.597148	9.443666	-12.193288	-19.059381	-4.410818	-6.065097	-9.690180	-11.087570	7.462074	-3.271712	-17.007717	0.175742	-23.778188	4.873509	-7.561548	-9.409106	-12.569911	1.768853	2.452556	8.468341	-14.572460	-22.084040	-5.347835	-2.699574	5.728821	-11.170568	-19.886831	-8.597148	9.443666	-12.193288	-19.274837	-4.410818	-9.043069	-9.690181	2.906657	7.462074	-3.271712	6.343061	6.784085	8.446965	-6.528355	-0.550574	5.153297	10.087897	6.384304	-1.994260	-1.378099	3.411076	-9.976940	4.729611	-2.535822	-6.173045	6.931397	9.657097	6.372950	-17.454157	6.848404	5.208036	6.813145	1.681259	2.974627	2.906657	-17.438299	8.235124	6.343061	6.784085	8.446965	-6.528355	-0.550574	5.153297	10.087897	6.384304	-1.994260	-1.378099	3.411076	-9.976940	4.729611	-2.535822
27	4	6.454901	-12.109043	-16.360148	-10.465887	8.399072	-6.646264	-14.211008	-3.115205	-8.590546	-12.596843	-5.504469	9.729779	-4.171210	-22.346016	-1.244835	-22.652688	6.077708	-4.563821	-18.065087	-16.592588	0.409668	7.332216	9.577504	-19.258177	-12.829695	-16.837569	-7.459370	0.485280	0.762279	3.885272	-0.749042	-7.706860	1.753929	4.625278	5.786570	3.223209	-3.854562	-5.504802	-5.715977	0.738162	-22.346017	-1.244835	-16.976509	6.077708	-4.563821	-18.065087	-16.592588	0.409668	7.332216	9.577504	-19.258177	-12.829695	-16.837569	-7.459370	6.454901	-12.109043	-16.360174	-10.465887	8.399072	-6.646264	-14.211008	-3.115205	-13.788138	-12.596843	4.088758	9.729779	-4.171210	9.673146	4.315594	14.703178	-6.862154	1.574047	5.344586	6.703478	6.817836	-9.601750	-13.031277	-1.551728	4.750793	6.363134	-5.209470	-6.410391	6.833489	8.539489	5.053704	-19.826072	6.916158	5.314219	8.178772	3.252098	1.257964	-5.504804	-17.960174	3.976870	-22.346017	-1.244835	-22.104215	6.077708	-4.563821	-18.062448	-16.592588	0.409668	7.332216	9.577504	-19.258177	-12.829695	-16.837569	-7.459370
52	4	7.844551	-9.058356	-16.335753	-13.038678	5.223111	-8.513893	-11.647577	-4.495474	-8.024633	-9.861839	-5.073701	8.092643	-0.954912	-26.445810	0.180749	-22.672529	3.456821	-9.812869	-14.775051	-13.266589	2.482261	3.856855	10.184437	-15.517338	-13.438837	-11.579067	2.226934	-4.117634	6.477152	10.132300	4.283797	-14.567977	6.462443	8.157684	4.596484	3.234447	7.667421	-5.073701	-13.399006	6.504832	-26.445810	0.180749	-22.672528	3.456821	-9.812869	-14.775051	-13.266592	2.482261	3.856854	10.184437	-15.517338	-13.438837	-11.579067	2.226934	7.844551	-9.058356	-16.423900	-13.038679	5.223111	-8.513893	-11.647577	-4.495474	-14.636240	-9.857110	5.072583	8.092643	-0.954912	-20.797011	0.180749	-9.282534	3.456821	-5.121709	-11.065307	-0.277930	2.482261	-1.950874	4.671873	-1.721390	-13.274637	-11.557908	2.807568	-3.537333	6.476090	6.470564	2.963006	-13.681916	6.240651	2.239796	4.596484	-3.381220	2.459678	5.072582	-12.455508	6.504391	-20.797012	0.180749	-9.282534	3.456821	-5.121709	-11.065307	-0.277930	2.482261	-1.950874	4.671873	-1.721390	-13.274637	-11.557908	2.807568
53	4	-7.995000	6.546657	10.061678	6.144494	-16.096454	5.026566	6.531737	7.384091	6.514752	3.999038	-11.599755	-8.078477	5.497635	-18.573214	1.903891	-21.337302	2.589795	-8.693795	-17.087793	-21.029488	0.190943	8.365269	11.310471	-17.103350	-15.385677	-14.325158	-4.742033	3.984845	-7.310257	-15.247622	-4.192175	10.227981	-12.065355	-17.454584	-1.181856	-6.616730	-11.726693	-11.599755	11.056054	-7.139354	-18.573214	1.903891	-21.337302	2.589795	-8.693795	-17.087793	-21.029488	0.190943	8.365269	11.310471	-17.106256	-15.385677	-14.325158	-4.742033	-7.995000	6.546657	10.061678	6.144494	-16.096454	5.026566	6.531737	7.384091	6.514752	3.999038	-6.897053	-8.078477	5.497635	2.284445	7.145441	8.931645	-13.442502	4.626257	5.615394	1.888322	6.506700	-0.544278	-2.584814	-5.994682	6.309218	4.300738	-0.240024	3.984845	-7.310257	-15.247622	-4.192175	10.227981	-12.065355	-17.454584	-1.181856	-6.616730	-11.726693	-6.897052	11.056054	-7.139354	2.284445	7.145441	8.931645	-13.442502	4.626257	5.615394	1.888322	6.506700	-0.544278	-2.584814	-5.994851	6.309218	4.300738	-0.240024
54	4	7.015391	-10.160256	-15.958505	-9.835035	12.541924	-5.847505	-12.528224	-5.573318	-2.875943	-13.563421	-11.052204	10.059300	-6.671489	-19.634360	2.224149	-26.690946	6.187280	-6.022003	-12.332478	-18.336899	-1.040603	11.364364	9.369022	-12.331488	-13.970797	-14.812028	2.251166	-7.498555	8.016147	8.973819	6.559548	-15.418427	7.590190	7.047088	6.166967	9.201694	5.643693	-11.052204	-10.976856	5.222847	-19.634360	2.224149	-26.690946	6.187280	-6.022003	-12.332478	-18.336899	-1.040603	11.364364	9.369022	-12.331488	-13.970797	-14.812028	2.251166	7.015391	-10.160256	-15.983208	-9.835035	12.541924	-5.847505	-17.063267	-5.573318	-6.212440	-13.563512	5.886970	10.059300	-6.671489	11.119312	7.473550	12.334340	-8.438981	10.321752	5.167262	8.759036	4.609917	-10.385554	-12.553379	-0.128040	-0.127403	0.091334	-2.065278	-7.498555	8.016147	8.973757	6.559548	-15.418401	7.590190	7.047088	6.166967	5.864388	5.643693	5.886970	-10.976856	5.222847	11.119312	7.473550	12.334340	-8.438981	10.321752	5.167262	8.759036	4.609917	-10.383859	-12.553379	-0.128040	-0.127403	0.091334	-2.065278
56	4	-13.041496	6.747924	11.701959	6.550475	-20.606266	6.902580	7.166881	7.271579	3.151959	6.245930	2.642769	-16.656007	5.411013	9.114879	7.328259	13.384793	-5.332240	5.285157	6.300939	7.180679	6.777821	-3.184259	-5.130284	-2.410913	6.918930	9.172399	-0.412546	6.157168	-6.889096	-16.011878	-10.080590	9.052333	-9.881616	-13.014730	-4.240386	-5.033130	-11.346896	2.642769	6.553567	-4.620160	9.114879	7.328259	13.384793	-5.332240	5.285157	6.300939	7.180679	6.777821	-3.184259	-5.130284	-2.410913	6.918930	9.172399	-0.412546	6.157168	-6.889096	-16.010377	-10.080590	9.052333	-9.881616	-13.123129	-4.240386	-5.080852	-11.346896	8.633473	6.553574	-4.620160	-4.236560	6.459727	-1.858724	3.579535	7.224188	-9.756169	-2.829061	0.289977	-5.289427	4.772710	-3.639367	-8.465867	-8.005960	-6.384304	-13.041496	6.747924	11.695321	6.550475	-20.606262	6.902580	7.166881	7.271579	3.104180	6.245930	8.633473	-16.655628	5.411013	-4.236560	6.459727	-1.858724	3.579535	7.224188	-9.756169	-2.829061	0.289977	-5.289427	4.772710	-3.639367	-8.465867	-8.006001	-6.384304
58	4	-6.574701	6.380240	9.012913	5.388314	-15.898646	5.764270	6.782380	6.388439	4.696865	5.679430	-0.728657	-12.605992	9.227298	4.917640	5.149196	11.829983	-11.684966	9.943622	6.600983	7.433979	8.228693	-1.695395	-5.766793	2.027915	-5.563212	3.564629	-4.393600	6.299787	-8.152944	-13.101236	-11.658342	9.160725	-9.993149	-7.482630	-5.652221	-3.504559	-12.402554	-5.365301	11.358739	-2.847479	-20.650337	-1.220555	-21.011281	6.822644	-8.797819	-10.726565	-14.505284	2.646460	7.439296	11.409429	-14.431859	-21.136386	-18.016047	-5.416101	-6.574702	6.380240	9.058737	5.388314	-15.898646	5.764270	6.782382	6.388439	5.314672	5.679441	-5.365301	-12.605992	9.227298	-20.650337	-1.220555	-21.011281	6.822644	-8.797819	-10.726565	-14.505284	2.646460	7.439296	11.409429	-14.431859	-21.136386	-18.016047	-5.416101	6.299787	-8.152944	-13.498267	-11.701849	9.160725	-9.993256	-7.889478	-5.652221	-4.122366	-12.402554	-0.728657	11.358739	-2.847563	4.917640	5.149196	11.829983	-11.684966	9.943622	6.600983	7.433979	8.228693	-1.695395	-5.766793	2.027915	-5.563212	3.564629	-4.393600
