state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.2725,0.5034,0.6789,0.6544,0.8027,0.6718,-0.7681,-0.4993,-0.615,0.0191
top30_module,0.2725,0.5093,0.6789,0.6544,0.8027,0.6744,-0.7681,-0.4993,-0.615,0.0191
top60_module,0.4106,0.5477,0.6313,0.6982,0.7403,0.6248,-0.7891,-0.3635,-0.4436,0.0015
dominant_network,0.1458,0.4555,0.5965,0.7194,0.7909,0.5549,-0.7651,-0.4904,-0.6667,0.1046
top30_network,0.2077,0.4768,0.6348,0.7194,0.8233,0.5442,-0.7927,-0.4934,-0.6342,0.0604
top60_network,0.287,0.3331,0.4224,0.7631,0.5636,0.6183,-0.7215,-0.2929,-0.4539,0.1015
PC1_var,0.2575,0.1831,0.1751,0.7188,0.3076,0.5659,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.1521,-0.1336,-0.3992,-0.1012,-0.2079,-0.0661,-0.1116,-0.4745,-0.0596,-0.5167
