state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.0756,0.0087,0.0087,-0.2915,0.1194,-0.1317,0.0467,0.0262,-0.0209,0.0941
top30_module,-0.178,-0.1032,-0.1032,-0.2098,0.0619,-0.096,0.0882,0.143,0.0054,0.2445
top60_module,-0.2956,0.0887,0.0887,-0.5114,-0.1941,-0.2554,0.2895,0.276,0.5543,-0.2494
dominant_network,0.3513,0.1944,0.1944,-0.1242,0.2992,-0.0299,-0.2532,-0.1471,-0.079,-0.1471
top30_network,0.3297,0.1302,0.1302,-0.1533,0.2178,-0.0523,-0.2732,-0.1799,-0.0859,-0.1347
top60_network,0.1136,-0.0368,-0.0368,-0.5099,-0.0343,-0.2932,-0.0123,0.2472,0.4982,-0.2737
PC1_var,0.5281,-0.035,-0.035,0.2596,-0.1748,0.236,-0.5649,0.2517,0.0044,0.3988
NumPC_90,0.0943,-0.0798,-0.0798,-0.0237,-0.095,0.0433,-0.1116,-0.4745,-0.0596,-0.5167
