state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.4805,0.6743,0.6971,0.6819,0.8565,0.6788,-0.7509,-0.4915,-0.5757,0.0276
top30_module,0.5094,0.6784,0.7195,0.6806,0.8645,0.6871,-0.7514,-0.4707,-0.542,0.0121
top60_module,0.5631,0.7154,0.7078,0.7472,0.8242,0.688,-0.7223,-0.4195,-0.468,0.008
dominant_network,0.3671,0.5894,0.5817,0.7066,0.8791,0.5804,-0.7548,-0.5098,-0.6463,0.076
top30_network,0.4229,0.6041,0.6297,0.7131,0.9011,0.5858,-0.7675,-0.4732,-0.587,0.0481
top60_network,0.453,0.5071,0.5651,0.836,0.7564,0.6868,-0.69,-0.2971,-0.4509,0.1492
PC1_var,0.3464,0.2843,0.2746,0.7574,0.4241,0.6222,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.0465,-0.0808,-0.2779,-0.0293,-0.1205,-0.024,-0.0636,-0.5463,-0.1946,-0.5316
