state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.2086,0.6313,0.6307,0.6391,0.8294,0.6218,-0.7193,-0.426,-0.5412,0.0756
top30_module,0.242,0.6349,0.6516,0.6346,0.8334,0.6277,-0.721,-0.4075,-0.5103,0.0604
top60_module,0.3287,0.661,0.6501,0.67,0.7813,0.6036,-0.7051,-0.3787,-0.4401,0.0318
dominant_network,-0.0017,0.5052,0.4522,0.6789,0.8487,0.5526,-0.7256,-0.4343,-0.6449,0.1748
top30_network,0.087,0.5188,0.5164,0.6794,0.8715,0.553,-0.7488,-0.3865,-0.567,0.1371
top60_network,0.1248,0.3916,0.4025,0.8206,0.6578,0.6679,-0.6754,-0.1968,-0.426,0.2566
PC1_var,0.2999,0.2542,0.2097,0.7739,0.4271,0.63,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.1746,-0.1636,-0.3764,-0.1009,-0.2748,-0.0821,-0.0636,-0.5463,-0.1946,-0.5316
