state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.0791,-0.1904,-0.1853,-0.1272,0.0207,-0.0211,0.1157,0.0664,0.102,-0.0968
top30_module,-0.4389,-0.279,-0.2733,-0.0526,-0.2137,0.0157,0.2932,0.0997,0.17,-0.1268
top60_module,-0.1869,0.1422,0.1565,0.2092,0.3524,0.1727,0.3906,0.1166,0.4864,-0.312
dominant_network,0.4191,0.2225,0.2181,-0.1529,0.3411,-0.0858,-0.4554,-0.2086,-0.1642,-0.1156
top30_network,0.2033,0.1055,0.1009,-0.1433,0.1618,-0.0804,-0.3765,-0.325,-0.183,-0.2208
top60_network,-0.0945,-0.1183,-0.1273,0.1934,-0.1813,0.1085,-0.1053,0.1879,0.3653,-0.1474
PC1_var,0.3624,0.0179,0.013,0.281,0.0274,0.1576,-0.4272,0.3908,0.0717,0.4625
NumPC_90,-0.15,-0.238,-0.2405,0.3472,-0.3649,0.1948,-0.0636,-0.5463,-0.1946,-0.5316
