state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.0679,0.0699,0.0844,-0.0703,0.3301,-0.0411,0.0467,0.0262,-0.0209,0.0941
top30_module,-0.0738,-0.1386,-0.1213,-0.0701,0.2214,0.0417,0.0882,0.143,0.0054,0.2445
top60_module,-0.3734,0.0263,0.052,0.3888,-0.1077,-0.0339,0.2895,0.276,0.5543,-0.2494
dominant_network,0.1836,0.1909,0.1811,-0.1717,0.311,-0.0828,-0.2532,-0.1471,-0.079,-0.1471
top30_network,0.0926,0.0955,0.0843,-0.2133,0.1739,-0.0955,-0.2732,-0.1799,-0.0859,-0.1347
top60_network,-0.1589,-0.1006,-0.1068,-0.2226,-0.0824,-0.0849,-0.0123,0.2472,0.4982,-0.2737
PC1_var,0.3429,0.0497,0.0689,0.2314,0.0397,0.2403,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.1567,-0.3078,-0.3294,0.3764,-0.4082,0.1124,-0.1116,-0.4745,-0.0596,-0.5167
