state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.0015,0.6112,0.5523,0.6632,0.7761,0.6393,-0.633,-0.2371,-0.413,0.081
top30_module,-0.0015,0.6178,0.5523,0.6632,0.7761,0.6379,-0.633,-0.2371,-0.413,0.081
top60_module,0.1545,0.6509,0.6107,0.583,0.7226,0.5836,-0.6693,-0.284,-0.3803,-0.0221
dominant_network,-0.1782,0.3904,0.3814,0.74,0.8792,0.5473,-0.6176,-0.2342,-0.59,0.3461
top30_network,-0.1075,0.4084,0.4433,0.7459,0.894,0.561,-0.6729,-0.187,-0.4794,0.2842
top60_network,-0.2664,0.1328,0.1457,0.8576,0.4695,0.6229,-0.6018,0.0957,-0.2314,0.3547
PC1_var,0.0368,0.1586,0.1221,0.7454,0.4341,0.5514,-0.5649,0.2517,0.0044,0.3988
NumPC_90,-0.2877,-0.2143,-0.4595,-0.2055,-0.4173,-0.1015,-0.1116,-0.4745,-0.0596,-0.5167
