state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,-0.2268,-0.0803,-0.0803,-0.4019,-0.0093,-0.1384,0.1157,0.0664,0.102,-0.0968
top30_module,-0.5378,-0.1127,-0.1127,-0.3924,-0.0052,-0.0728,0.2932,0.0997,0.17,-0.1268
top60_module,-0.1869,0.3236,0.3236,-0.4378,0.3049,0.0188,0.3906,0.1166,0.4864,-0.312
dominant_network,0.534,0.1594,0.1594,0.101,0.2472,0.0669,-0.4554,-0.2086,-0.1642,-0.1156
top30_network,0.401,0.1196,0.1196,0.0417,0.1855,0.0276,-0.3765,-0.325,-0.183,-0.2208
top60_network,0.1527,-0.1446,-0.1446,-0.1526,-0.2243,-0.101,-0.1053,0.1879,0.3653,-0.1474
PC1_var,0.4571,-0.16,-0.16,0.3039,-0.2481,0.2013,-0.4272,0.3908,0.0717,0.4625
NumPC_90,0.0771,-0.0782,-0.0782,0.1038,-0.1213,0.0687,-0.0636,-0.5463,-0.1946,-0.5316
