11	3	-9.913360	7.146346	-11.656047	7.547913	7.158796	-19.293463	-4.017579	-12.425389	6.864975	1.581452	3.590124	8.147014	9.815820	2.609876	0.002424	-9.942656	-0.629584	-12.000042	-19.057224	-22.013596	-5.889173	-6.775501	6.192222	-7.555951	-10.454939	4.242799	7.393326	1.257056	1.471148	-18.355987	-4.014949	-12.089589	6.864975	7.048546	7.873988	-3.222955	-18.511234	-17.260792	6.241456	5.837233	5.710522	10.978602	8.403744	9.045555	6.156464	5.772474	4.457605	5.504175	0.100700	3.423872	7.393326	-3.941597	-7.267209	6.531122	6.858623	4.771796	6.864975	7.048546	7.873988	-8.391604	-19.745602	-17.260833	6.241456	5.884941	5.723508	10.978643	8.403748	9.049034	6.156464	5.772474	4.457605	5.504175
13	3	-11.837757	6.046797	-9.460356	5.703102	5.007436	-23.190138	-5.598489	-9.299656	4.804962	-0.012877	1.080070	4.899238	10.044558	3.110446	-2.966489	-6.357242	-9.982214	-12.848293	-14.766160	-21.934679	-10.946557	-2.504347	6.806323	-11.071111	-10.223429	0.152138	5.013442	3.885116	-1.244483	-17.009761	-3.848512	-6.093277	4.804962	5.665735	7.186005	-0.717018	-14.648733	-15.997664	6.010594	6.591170	0.706603	11.074476	9.535111	8.218580	2.054928	6.499978	4.203751	-0.259193	2.329377	-3.021786	5.013450	-4.183036	-12.730977	6.402127	3.098942	5.570758	4.804962	5.665735	7.186005	-5.770709	-18.658647	-17.633731	6.010594	6.596683	3.338622	11.088247	9.634332	9.978353	2.054928	6.499998	4.203735	-0.259187
15	3	-13.510549	2.776372	7.723192	0.929468	2.894553	-17.482665	-4.499526	-10.191878	6.758038	5.313536	9.728435	-7.539331	-21.115464	-13.624392	9.077590	7.013351	4.601433	11.682605	12.083690	8.951143	5.810230	6.484437	-1.153387	7.148153	-1.152895	1.205054	7.723192	-5.050355	-8.852488	9.561924	5.312985	6.264727	6.758038	5.313536	9.728435	-12.809441	-21.115928	-13.624715	9.077590	7.013352	4.601433	11.682606	12.083855	8.951143	5.810230	6.484437	-1.153387	7.148153	-12.806758	8.332830	-3.147060	6.133961	8.789531	-20.074851	-4.499596	-10.325255	6.758038	0.228552	3.091059	1.250972	8.969273	6.432368	-0.451491	-8.079774	-8.560378	-6.902425	-18.857312	-17.663862	-6.193263	-3.731000	2.441553	-4.578466
16	3	-6.473480	0.081441	6.155357	-4.129384	0.160212	-11.998626	-5.309540	-6.587770	5.274107	4.714488	6.546548	-4.742486	-22.342173	-11.926671	6.854889	8.457713	5.558648	10.255187	7.000850	7.538941	6.793270	6.080167	0.516204	7.021725	-5.365654	4.357299	-12.062282	2.315403	7.923101	-17.164395	-5.739806	-10.467435	5.274107	-1.693351	2.154605	5.529236	10.862707	7.221026	-0.816647	-5.659709	-6.920812	-9.495169	-25.789291	-22.056766	-3.604954	-4.027437	6.333105	-3.426796	-0.412388	-0.299503	6.155357	-10.480655	-7.164847	8.993863	5.347762	7.543867	5.274107	4.714488	6.546548	-7.652411	-22.345657	-11.983620	6.854889	8.458946	5.558808	10.255197	7.000857	7.538941	6.793270	6.080167	0.516204	7.021725
17	3	-12.226339	1.847965	4.638745	5.072727	-0.048613	-5.530184	-4.838814	-7.197001	8.070725	6.425350	9.851263	-1.066404	-19.041816	-11.462126	8.539603	5.153656	7.842556	9.597580	7.770607	10.184880	6.223136	6.863792	2.389563	6.365163	-9.291870	7.183610	-16.594733	9.114121	6.386918	-10.877977	-7.410709	-8.368064	8.070725	1.945750	3.893651	5.524398	8.146523	7.092586	-0.758169	-12.839571	-7.067091	-12.851174	-25.943030	-19.644663	-5.863415	-4.251277	4.784374	-6.218005	4.856544	5.722936	-16.594724	-1.524651	-10.924740	4.135118	4.303303	4.708245	8.070725	1.945750	3.893652	0.079505	8.068521	4.441511	-0.758169	-8.615948	-1.486790	-7.006161	-16.963027	-13.336178	-5.861513	-4.245049	4.784358	-6.218002
23	3	0.687654	-4.063884	7.480245	-8.038681	-14.139145	9.600101	7.132423	5.334907	7.158664	7.706015	6.345659	-4.250528	-17.063512	-14.078123	9.214249	9.185809	6.373377	8.698305	11.643372	9.302521	4.697282	5.409290	0.348081	8.084994	-11.054505	6.253431	-5.354188	6.521489	6.834889	-17.007528	-3.103875	-8.755367	7.158664	1.258701	0.101066	7.697720	9.726866	2.005362	0.710673	-1.606496	-10.177188	-14.920285	-17.838622	-23.670124	-8.249565	-7.418886	5.670579	-4.708607	6.788753	1.956954	-5.354188	-3.097546	-10.439281	2.963804	7.132422	5.333672	7.158664	1.258701	0.101066	3.694504	9.695492	2.005340	0.710673	-1.606495	-10.165839	-14.351017	-15.831368	-23.666323	-8.249556	-7.418886	5.670579	-4.708606
24	3	-11.167057	9.573474	-11.001900	6.138200	6.885346	-20.068112	-2.289728	-10.223215	7.270665	-3.477338	2.363364	5.667698	10.511864	5.316553	-3.553833	-10.100465	-8.772081	-12.677361	-20.059064	-24.110781	-4.633795	-3.327357	6.250837	-10.517895	4.948284	6.124567	-11.001876	-6.023723	-8.404186	3.096169	6.597804	7.425428	7.270665	-3.477338	2.363364	-0.898091	9.982082	5.213674	-3.553830	-3.600434	-2.705903	-9.132785	-14.752504	-18.239377	-4.631195	-3.327357	6.250837	-10.517895	-1.159985	2.425650	3.435022	-5.765672	-11.837461	9.379231	6.597820	7.425428	7.270665	3.102631	6.209285	-12.313884	-13.686080	-11.528755	3.041133	6.625194	6.478134	9.813142	9.489538	9.818342	6.687383	6.250056	-0.007323	6.826427
25	3	6.307724	3.345203	-9.614918	-1.314601	-8.141013	8.843998	7.782198	6.098257	2.618164	-3.111525	2.361445	4.431366	9.429598	8.578330	-3.559693	-7.572705	-8.389106	-11.870220	-26.020448	-19.117763	-2.615645	-5.581352	5.524827	-8.646793	-11.489038	5.333420	-9.614918	6.026751	7.074352	-14.064780	-3.692618	-8.510899	2.618164	-3.111525	2.361445	8.581864	9.430298	8.578382	-3.559693	-8.218519	-9.772760	-13.582469	-26.026305	-19.148582	-2.615645	-5.581352	5.524827	-8.646793	1.359428	-1.553901	4.582788	-6.505258	-13.237313	10.965435	7.782200	6.098281	2.618164	0.942555	6.266326	-0.183189	-4.959055	-6.186775	1.347292	7.972960	5.397129	-0.253253	5.899520	6.540965	7.622169	5.213937	0.990222	6.579170
27	3	-0.975384	0.846281	6.235156	-6.152242	-12.642810	10.073569	6.734209	5.801316	8.407170	5.182466	5.306084	-2.209776	-22.006666	-15.794543	6.813304	7.219176	5.793110	10.274076	9.297246	11.490950	5.592542	5.169796	3.741781	5.622495	-9.270953	6.876926	-12.592702	7.876232	6.069394	-16.957376	-5.232303	-11.337183	8.407170	-0.860901	-0.941815	7.274707	8.433762	4.323000	-1.457149	-6.990592	-9.335820	-14.265399	-22.791010	-10.676354	-7.053805	-6.397145	7.445004	-9.411270	5.653835	4.549072	-12.592702	-4.014078	-10.986806	7.518592	6.733837	5.801291	8.407170	-0.860901	-0.941815	2.889547	8.430289	4.212740	-1.457149	-3.061353	-9.335397	-13.864894	-22.476073	-10.557603	-7.053802	-6.397141	7.445004	-9.411270
30	3	6.660605	4.348153	-16.382097	-4.688233	-9.953820	7.301273	7.845823	4.542854	4.550367	-6.306231	-1.752172	-0.186503	7.209092	0.236078	-6.095192	-6.260910	1.117720	-5.826104	-5.863246	-12.949412	-0.147110	-3.210679	6.637368	-8.248606	-8.198070	9.146284	-16.382274	4.717560	6.918293	-13.312868	-0.523665	-6.766391	4.550367	-6.306231	-1.752172	5.901626	12.226443	6.595711	-6.095192	-13.335528	-5.848377	-16.964131	-22.519702	-17.976771	-0.147110	-3.594619	6.639292	-8.250916	6.660604	4.348153	-11.747556	-4.688233	-9.953820	7.301273	7.845823	4.542854	4.550367	-6.306231	-1.752172	-0.186503	-5.888544	-1.041378	-6.095192	2.312269	6.198189	-3.095906	4.550500	0.060574	4.852799	6.937355	3.857064	0.733703
