41	6	-10.689737	5.159256	-11.899101	8.031963	4.786018	-9.559105	-5.525263	-10.107963	6.374923	0.493948	-1.058840	4.257140	9.765670	5.006064	-5.855522	-9.507544	-8.306781	-12.684823	-21.705126	-22.178506	-4.955111	-5.278294	7.104417	-12.568967	0.696858	-4.904905	2.476125	-3.785736	-14.164948	9.572702	5.153973	3.980747	6.374923	6.835723	5.517279	-10.692327	-12.591356	-14.815038	6.295413	5.176770	6.384703	6.754768	9.625862	9.679197	7.071428	4.190337	6.299301	1.109358	-0.913316	-1.126251	2.476125	-2.724645	-14.047824	4.794913	-0.946948	0.212252	6.374923	6.835723	5.517279	-5.365681	-12.591348	-14.617363	6.295413	5.176557	6.384613	6.754739	9.625670	9.679195	7.071428	4.190337	6.299301	1.109358	6.592610	-0.952059	-11.899101	-2.652437	-8.117625	9.483052	5.145206	3.978903	6.374923	0.493948	-1.058840	-1.067163	6.225798	3.828276	-5.855522	-4.307890	-2.767645	-10.219735	-14.144769	-18.727196	-4.955295	-5.278294	7.104417	-12.569021	6.592610	-0.952059	-10.609834	-2.652437	-8.117625	9.483052	5.145206	3.978903	6.374923	0.494099	-1.058788	-1.067164	-4.603315	-2.603654	-5.855478	5.096642	5.821414	-5.723634	2.654400	5.195091	7.071408	4.190055	6.299420	-5.452235	4.975933	-0.952059	-11.899101	-2.403373	-8.059111	4.747800	-0.958441	0.202657	6.374923	0.493948	-1.058840	4.256757	9.765665	5.006063	-5.855522	-9.507237	-8.306778	-12.684822	-21.704873	-22.178489	-4.955292	-5.278294	7.104417	-12.569020
42	6	-6.253283	3.656181	-11.381682	7.888060	5.086439	-7.092536	0.831397	3.148695	5.517244	-0.933378	1.433419	-1.004193	8.418929	2.051664	-5.428915	-4.383245	-6.481899	-8.255082	-19.481561	-17.723759	-6.675278	-1.245667	7.411181	-1.575422	-11.476904	-1.856289	7.049311	4.679686	2.454266	-6.040835	1.124664	3.907830	5.517244	5.592469	6.721806	-11.491972	-15.500862	-13.198200	4.969820	6.851007	6.695283	10.240607	7.463653	10.699774	3.865166	6.959730	1.103577	7.684002	3.250978	-1.033461	-1.082501	-3.945273	-11.022793	11.469819	6.110218	8.030652	5.517244	-0.681872	6.478730	-5.817529	-11.487568	-5.083236	-4.935252	6.851006	6.695282	5.952586	7.451982	10.699466	3.865166	6.959730	1.103577	4.893873	3.264124	0.222298	-11.381682	-3.657788	-11.013581	11.468835	6.110218	8.030652	5.517244	-0.933378	1.433419	-1.080702	8.323092	1.971256	-5.428915	-4.277423	-6.470775	-8.163291	-19.378147	-17.575099	-6.675278	-1.245667	7.411181	-1.575422	-3.237041	-1.856310	7.049311	-2.157891	-9.079234	11.469883	6.110218	8.030652	5.517244	5.592469	6.721806	-11.501522	-15.500863	-13.198200	4.969820	6.851007	6.695283	10.240607	7.463654	10.699774	3.865166	6.959730	1.103577	7.684002	-6.263001	2.400410	-1.082501	7.600674	5.073215	-6.317887	0.831436	3.148807	5.517244	-0.681872	6.478730	-5.741042	-11.480945	-5.082980	-4.935252	6.851006	6.695282	5.952577	7.451574	10.699466	3.865166	6.959730	1.103577	4.893873
46	6	-13.113059	1.575096	3.980480	4.851275	-0.457565	-12.932023	-4.494535	-4.329705	6.300440	4.772519	5.666470	2.648751	-8.888971	-9.096309	7.588219	1.636481	4.152144	5.987983	5.233595	7.456367	6.724976	6.546739	-1.295506	5.080895	-10.641058	5.941176	-11.944011	8.108191	5.762929	-21.472597	-6.336019	-10.380450	6.300440	-0.490589	-0.667888	9.214227	9.558362	6.521225	-3.161622	-8.879370	-12.075866	-11.710999	-17.306631	-13.035440	-1.596631	-5.573478	5.114234	-11.921059	-0.172713	0.630449	3.980480	-3.776980	-15.272981	2.610518	6.123080	4.801594	6.300440	4.772519	5.666470	-3.711375	-16.591920	-15.449484	7.588219	6.417164	5.898682	9.786520	12.061580	9.801735	6.726009	6.546761	-1.295506	5.080895	3.205274	2.762802	-11.944011	1.749507	-1.123640	-1.890250	2.987818	4.746649	6.300440	-0.490589	-0.667888	2.855447	9.558351	6.468487	-3.161622	-8.878109	-8.866078	-11.607302	-16.195230	-12.396967	-1.596631	-5.573472	5.114234	-11.921059	6.284010	1.027300	-11.944011	-0.435344	-11.093729	2.563556	6.123068	4.801594	6.300440	-0.490589	-0.667888	2.854102	9.558351	6.468343	-3.161622	-8.878105	-8.865156	-11.607020	-17.096697	-12.396497	-1.596631	-5.573472	5.114234	-11.921059	-7.252816	1.565236	3.980480	4.847063	-0.458166	-2.827740	1.998544	4.149090	6.300440	4.772519	5.666470	-3.670198	-16.591446	-15.449140	7.588219	6.417127	5.897392	9.786487	12.061580	9.795214	6.726009	6.546761	-1.295506	5.080895
63	6	-11.455526	7.430193	-14.517634	5.523019	6.186100	-14.567984	-3.768430	-9.143169	8.390230	0.912832	0.636545	7.117307	10.450861	7.888814	-5.588601	-11.767560	-5.876489	-15.950331	-24.201750	-18.027464	-3.689773	-5.381949	7.571912	-10.928633	5.931327	3.511026	-14.517634	-3.141153	-7.418984	2.454647	7.509663	6.868633	8.390230	0.912832	0.636543	0.536957	2.307008	5.243191	-5.588601	-5.443301	-1.057414	-12.399604	-17.482704	-8.373177	-3.415186	-5.380546	7.571912	-10.860681	5.931327	3.511026	-14.517634	-3.141153	-7.418984	2.454647	7.509663	6.868633	8.390230	0.912832	0.636544	0.536957	0.825730	5.243191	-5.588601	-3.153970	0.169860	-12.399601	-13.700483	-6.283230	-2.774419	-5.362590	7.571912	-10.661653	-0.695071	2.866991	5.607931	-7.501865	-9.555466	2.560263	7.509663	6.868633	8.390230	5.391018	7.247257	-10.349116	-22.566136	-13.100505	6.004235	4.537648	8.035577	11.297451	8.991971	10.809672	5.459906	7.158960	1.119086	5.019708	-0.695088	2.867003	5.607931	-7.342341	-5.848939	-0.759336	7.509663	6.868603	8.390230	5.391018	7.247257	-10.349116	-22.566136	-13.100505	6.004235	4.537648	8.035577	11.297451	8.991971	10.809672	5.459906	7.158960	1.119086	5.019708	5.922972	3.511026	-14.517634	-2.933151	-4.026562	-0.861392	7.509639	6.863909	8.390230	0.912832	0.636543	0.536957	0.825729	5.243191	-5.588601	-3.153969	0.169865	-12.399601	-13.700476	-6.283226	-2.774416	-5.362590	7.571912	-10.661652
67	6	-8.070259	2.760955	-17.600808	4.585504	7.770276	-14.224881	-5.776766	-7.379583	7.472728	2.038973	2.858850	5.081048	10.539095	7.584415	-9.348189	-11.438674	-9.011187	-13.222567	-13.323567	-27.917274	-8.588206	-1.696658	6.947891	-9.758723	-1.944763	2.706809	-17.600808	-0.956722	2.145350	-11.856074	-5.724360	-7.344563	7.472728	2.038973	2.858851	5.079482	10.539095	7.584410	-9.348189	-11.438752	-9.010531	-13.220800	-13.322557	-27.917279	-8.588206	-1.696658	6.947891	-9.758723	-2.548862	-2.855992	6.588061	-10.458455	-10.373058	9.674896	6.938149	6.585761	7.472728	6.655264	8.389436	-12.891673	-17.709519	-7.445717	2.196746	5.716354	7.925711	9.873460	9.982283	5.416790	3.811735	6.216109	1.074580	4.171740	3.765148	-2.707704	-17.600808	-7.556141	-7.542542	9.655432	6.938149	6.585183	7.472728	2.038973	2.858850	-0.012450	8.334465	2.697156	-9.348189	-7.166518	-4.515983	-7.020000	-9.661407	-21.222698	-8.588206	-1.696658	6.947891	-9.758723	3.765148	-2.707704	-11.421023	-7.556489	-7.542542	9.655432	6.938149	6.585183	7.472728	2.038973	2.858850	-0.012450	-10.067164	-2.919409	-9.348189	5.662713	7.807699	1.786546	8.823628	4.828619	3.811735	6.216109	1.074580	-2.410243	-6.703621	-2.832370	6.588061	-0.632649	-3.330277	-4.627275	0.799881	-4.433951	7.472728	6.655264	8.389436	-8.169886	-17.709519	-7.445717	2.196746	5.716354	7.925709	9.871397	9.979945	5.416790	3.811735	6.216109	1.074580	4.171740
74	6	6.967784	3.561986	-17.960707	-5.485999	-16.073023	8.524003	6.424961	5.536299	7.540359	0.875470	0.128362	0.277825	5.393468	2.484144	-3.440707	-3.941551	-6.066723	-7.820747	-20.641185	-13.810682	-3.171915	-4.273704	9.253704	-9.901601	1.371634	3.747344	-17.960707	0.538674	-7.195715	-2.453528	0.700713	-7.283141	7.540359	0.875470	0.128362	3.417289	11.334531	5.117404	-3.440707	-8.450866	-11.212247	-10.804596	-26.463512	-20.871751	-3.171915	-4.273706	9.253704	-9.901601	-5.774859	7.454160	-17.960707	6.159714	2.157508	-14.875524	-5.372853	-12.474713	7.540359	0.875470	0.128362	3.418947	11.334540	5.117651	-3.440707	-8.452342	-11.212294	-10.807207	-26.466219	-20.871760	-3.171915	-4.273706	9.253704	-9.901601	6.967784	3.558007	-7.804662	-5.485999	-16.073023	8.532767	6.424961	5.536299	7.540359	1.156711	0.128397	0.277743	-8.134516	-4.061332	-3.435982	7.052832	5.807520	1.878955	4.848418	8.386820	5.573595	7.190994	3.370678	1.651854	4.112749	-0.026932	5.059266	-11.635495	-19.528745	9.375980	6.424961	5.536299	7.540359	7.073052	6.265984	-9.335633	-19.872458	-20.258095	7.468842	7.573663	5.828191	9.608676	4.903641	9.571817	5.573595	7.191007	3.370678	6.285705	-1.050578	2.002425	5.059266	-1.058320	-8.440554	-1.124911	0.701367	-7.283104	7.540359	7.073052	6.265984	-6.196169	-19.872458	-20.256341	7.468842	7.573586	5.828191	9.608658	4.903641	9.571817	5.573595	7.191007	3.370678	6.285705
77	6	3.529322	4.170889	-8.929375	0.699770	1.127158	-18.006024	-3.193653	-7.984571	7.564853	-0.885615	-4.207627	6.837095	8.752840	6.401712	-1.316702	-5.029766	-11.500311	-11.634886	-22.075165	-22.284833	-1.650524	-3.806704	6.535766	-4.593069	7.523225	4.170883	-8.929375	-5.921150	-5.706923	5.153550	8.479835	4.829101	7.564853	-0.885615	-4.207627	3.680194	8.751883	6.400453	-1.316702	-5.029766	-11.470509	-11.437918	-21.759934	-22.206822	-1.650524	-3.806708	6.535766	-4.593069	2.416831	1.044675	4.794041	-11.025553	-9.909938	8.374957	8.479840	4.829110	7.564853	5.010369	2.057829	-2.891742	-21.239597	-14.858638	6.047786	7.704409	5.630149	6.119798	10.058980	10.423918	6.716760	8.210531	3.139514	4.754898	-1.449030	8.634134	-8.929375	5.346080	6.091497	-21.216611	-3.368809	-9.633710	7.564853	-0.885615	-4.207627	6.837095	8.752840	6.401712	-1.316702	-5.029766	-11.500311	-11.634886	-22.075165	-22.284833	-1.650524	-3.806714	6.535766	-4.593069	-0.804556	5.397861	4.794041	-1.760816	-1.235266	-13.794342	1.999507	-4.513487	7.564853	5.010369	2.057829	0.265159	-21.171683	-10.745088	6.047786	7.423777	5.582257	6.113823	9.939882	10.267602	6.716760	8.210502	3.139514	4.754898	-3.145042	5.515831	4.794041	1.999989	1.151230	-20.731807	-3.204324	-8.029260	7.564853	5.010369	2.057829	0.265160	-21.171683	-10.745087	6.047786	7.423777	5.582257	6.113823	9.939881	10.267602	6.716760	8.210502	3.139514	4.754898
79	6	7.621469	2.847871	-15.487293	-5.879374	-9.072835	9.010889	7.327782	7.467484	8.882658	-0.564016	0.462175	3.034261	10.164666	3.692686	-5.630873	-8.095538	-8.642233	-10.866804	-18.839201	-17.060706	-6.156738	-2.913450	8.417120	-8.662280	-8.916207	6.378919	-15.487283	5.867869	6.512165	-18.232574	-5.435216	-9.188115	8.882658	-0.564016	0.462175	8.687707	10.166680	3.711101	-5.630873	-8.096041	-12.010719	-14.017084	-18.954489	-19.632162	-6.156739	-2.915606	8.417120	-8.662280	2.271662	-1.388296	7.644413	-10.596404	-13.952148	9.064451	7.327792	7.472041	8.882658	3.967405	6.209659	-3.427818	-25.034801	-15.942461	5.359461	7.634092	7.174675	9.461439	10.779249	10.216110	5.922102	6.655550	2.690687	6.156917	-8.926968	1.055730	7.644399	1.116069	1.575137	-11.755928	-2.912017	-6.761906	8.882658	3.967405	6.209659	2.225629	-14.105922	-10.479679	5.359461	1.406341	5.737409	8.133092	3.814392	6.974467	5.921485	6.602108	2.691056	6.156892	-2.286395	0.671001	7.644413	1.115089	1.573175	-3.281294	3.433614	4.869437	8.882658	3.967405	6.209659	-3.399831	-25.034763	-15.917627	5.359461	7.631492	7.174635	9.460539	10.779249	10.216050	5.922102	6.655550	2.690687	6.156917	3.140432	3.556417	-15.487209	-0.571299	2.393626	-4.205275	2.274970	3.329099	8.882658	-0.564016	0.462175	5.287756	10.166676	3.710293	-5.630873	-8.096022	-11.448052	-12.488439	-18.954440	-19.321629	-6.156739	-2.915501	8.417120	-8.662280
88	6	4.703630	-1.000653	-11.373250	-3.873216	-4.434719	10.602733	7.786555	5.468876	2.995512	-3.860123	-1.006380	-0.122883	5.760938	4.961125	-5.314822	-0.705540	-9.317963	-10.224419	-18.760875	-12.149510	-5.552524	-3.404416	6.293650	-12.171219	-8.379927	4.858442	-11.373250	6.230728	6.570281	-11.299788	-1.427352	-11.063744	2.995512	-3.860145	-1.006380	6.474478	11.144440	7.891645	-5.314822	-6.099438	-10.375607	-11.639853	-25.772515	-19.606259	-5.552926	-3.404416	6.293650	-12.171219	-5.595302	4.858442	-11.373250	6.080653	6.568947	-3.520136	4.666415	0.351799	2.995512	-3.860126	-1.006380	2.449460	11.061661	7.623400	-5.314822	-3.425268	-10.353596	-11.262910	-25.730623	-16.507421	-5.552926	-3.404416	6.293650	-12.171219	-1.782493	-1.681010	4.495676	-6.458717	-7.726436	11.456206	7.853959	5.468894	2.995512	2.701454	4.515150	-1.472469	-19.040066	-8.841833	1.633708	8.214596	2.520728	7.089636	10.209631	10.341644	5.512629	6.776143	3.120527	6.428453	4.703615	-1.000653	-9.456744	-3.873212	-4.434719	10.602733	7.786555	5.468876	2.995512	-3.858691	-1.006380	-0.122883	-6.522726	-1.653970	-5.314654	7.637517	0.824344	-2.814871	6.923174	3.710291	5.510203	6.774895	3.121333	-0.189759	-5.241358	4.858442	-11.373251	4.836600	1.107296	2.860740	6.329121	1.147577	2.995512	-3.860195	-1.006380	0.528782	7.604755	5.952604	-5.314822	-1.607023	-9.970984	-10.563904	-20.202089	-14.201468	-5.552780	-3.404416	6.293650	-12.171219
98	6	-14.027692	-2.556928	8.585722	2.898797	3.977222	-10.173776	-4.259180	-6.057765	8.905966	4.891629	6.409875	-0.729563	-23.828446	-10.033708	5.273009	6.065416	6.793530	10.021388	10.621511	10.671144	8.084924	6.506566	0.877973	1.544539	-0.604642	-4.871721	8.585722	-4.137252	-10.093349	6.648060	1.368781	0.354528	8.905966	4.891629	6.409875	-0.801181	-23.847724	-10.086135	5.273009	6.068549	6.803382	10.021587	10.626024	10.676257	8.084924	6.506566	0.877973	1.544539	-10.450303	3.278765	-9.381315	9.055623	7.780088	-17.130534	-4.551095	-6.058086	8.905966	-1.273561	3.333608	6.270151	6.870975	5.781618	-5.036779	-11.535967	-8.332116	-12.791284	-15.561212	-16.874018	-3.005734	-3.165211	3.558852	-10.086636	6.140046	-2.848174	-9.381320	-2.462824	-8.045795	8.961642	5.283671	6.495717	8.905966	-1.273561	3.333608	1.327396	5.775630	4.994879	-5.036779	-10.401675	-5.580791	-7.275533	-11.932767	-16.285952	-3.005734	-3.165209	3.558852	-10.086636	0.597457	-6.716344	8.585722	-4.649564	-12.984813	8.972851	5.283687	6.495717	8.905966	4.891629	6.409875	-5.672319	-24.384011	-13.534389	5.273009	6.077621	6.852948	10.022294	10.670039	10.727008	8.084924	6.506566	0.877973	1.544539	4.536489	-2.831644	-9.381320	-1.355517	-6.585470	6.616739	1.367891	0.353382	8.905966	-1.273561	3.333608	6.198644	6.870972	5.779818	-5.036779	-11.535931	-8.331969	-12.791149	-15.557399	-19.049308	-3.005734	-3.165211	3.558852	-10.086636
