4	2	5.420684	0.631091	-11.692260	-2.459621	-10.553101	2.964462	-3.780059	-2.206945	5.559727	1.402930	1.658243	6.518223	9.643247	6.194974	-2.300542	-6.567300	-11.726255	-16.942544	-18.258275	-16.816751	-4.111087	-7.961657	5.914218	-1.284481	3.923591	-5.372248	5.695937	-9.009474	-14.293769	2.971927	-3.779269	-2.206945	5.559727	6.549626	6.136082	-3.230272	-20.822906	-12.224697	6.771366	6.619483	6.409934	11.515764	10.062090	11.711334	5.784490	4.617405	2.818849	7.437639
28	2	3.388540	-2.294123	4.865877	-5.054853	-7.851158	-9.876637	-4.384934	-1.458567	6.261327	5.547378	6.492048	-4.758662	-16.964271	-6.611609	2.885753	6.757544	6.827188	11.473496	8.527994	10.055153	5.240577	6.258074	0.355962	8.204999	-4.954034	8.345342	-9.137470	7.155496	6.035601	-20.509681	-10.143689	-6.705261	6.261327	0.967024	0.280316	4.992803	10.905736	7.090350	-3.573070	-6.657186	-7.051517	-12.092751	-20.238481	-15.636263	-2.518035	-1.850340	6.460317	-6.871913
32	2	4.722170	1.369019	-9.342000	-2.021823	-9.934073	9.812346	7.075184	4.548975	6.377181	-1.222966	2.251202	2.782121	9.397317	6.674227	-4.295139	-4.917715	-7.294480	-13.190665	-21.075740	-24.372634	-10.353961	-6.546159	3.482635	-4.319053	-11.431584	6.593624	-9.342000	5.993325	8.591686	-19.940351	-3.963862	-10.456580	6.377181	-1.222966	2.251202	8.882994	9.399455	6.903345	-4.295139	-7.947611	-9.874549	-15.086975	-23.581782	-24.954825	-10.353985	-6.546159	3.482635	-4.319053
34	2	-10.021357	6.971271	-11.376513	5.049699	8.088484	-14.161294	-2.905525	-5.474469	8.175363	1.704253	1.413842	6.524734	12.610486	5.867592	-1.155383	-5.834506	-8.931988	-13.485489	-25.066894	-22.148738	-2.553656	-7.038980	7.238987	-9.842738	6.459190	0.942121	-11.376513	-3.244732	-8.286725	10.620171	4.994544	4.765755	8.175363	1.704253	1.413842	1.914830	12.308838	4.919578	-1.155384	-5.348423	-6.637625	-12.802604	-22.779568	-17.428194	-2.553656	-7.038973	7.238987	-9.842738
39	2	-11.007718	1.665722	-17.974868	6.037884	5.905325	-10.269547	-8.953074	-9.718350	5.874249	-1.272623	1.223503	8.420983	9.700869	8.786579	-2.826516	-10.139482	-9.217281	-15.881741	-15.535664	-18.763980	-5.177744	-5.145430	7.564797	-8.804329	6.670586	-4.801365	-17.974867	-6.104458	-10.896364	11.419949	3.470262	4.096336	5.874249	-1.272623	1.223503	2.295753	9.688042	8.753178	-2.826516	-9.865647	-7.524881	-15.044294	-15.128125	-17.233269	-5.177744	-5.144543	7.564796	-8.804329
45	2	-9.782667	2.706181	7.407669	2.989367	-1.509717	-9.925515	-2.377128	-9.298712	8.863659	6.859296	6.636937	-1.920467	-14.653467	-5.116310	1.606403	8.257507	7.809819	9.568676	9.435343	10.169769	6.203349	6.704765	-0.105501	6.242992	-10.985912	8.421141	-16.256271	8.325508	5.142682	-19.321601	-7.272291	-10.180256	8.863659	1.453680	0.027140	6.304963	9.843027	6.404912	-6.302738	-10.215360	-4.644814	-18.731223	-24.528136	-20.572007	-6.656550	-6.064831	5.924870	-12.074082
47	2	-4.923780	7.854329	-13.867585	4.935848	8.654609	-13.248008	-4.403205	-10.347186	7.604849	-0.697466	-0.181358	8.057851	7.838349	7.316725	-7.877190	-6.825198	-11.689813	-18.310875	-22.086029	-18.659042	-6.230049	-6.238570	5.532324	-9.160157	8.114643	1.685040	-13.867585	-5.945153	-8.905642	9.801066	7.475505	5.498923	7.604849	-0.697466	-0.181358	4.026145	7.819993	7.312073	-7.877190	-6.741721	-8.959337	-18.260710	-22.085326	-18.049632	-6.230049	-6.238570	5.532324	-9.160157
49	2	-11.102391	5.558751	-13.871543	7.163825	5.134234	-13.333902	-3.410242	-14.402260	1.404378	-8.402874	-1.508553	4.726987	11.636481	6.806121	-4.621359	-7.513509	-8.434012	-19.588267	-23.049403	-22.085516	-1.561304	-2.141160	5.612870	-7.265338	5.025020	-1.078229	-13.871543	-2.981253	-6.588070	11.474391	7.714084	5.039206	1.404378	-8.402874	-1.508553	3.377301	11.509512	6.803859	-4.621359	-7.413930	-8.433902	-19.554079	-22.200978	-21.992827	-1.561304	-2.141151	5.612870	-7.265338
54	2	-14.791341	6.596287	-10.202191	7.077619	7.986142	-12.396975	-4.246706	-10.789435	6.413039	2.697908	-0.289414	6.240511	12.994962	6.275719	-2.679800	-8.045524	-7.801137	-6.789549	-24.311941	-25.384392	-8.535697	-5.312842	6.740750	-10.658037	3.105013	0.272337	-10.202191	-3.105294	-7.346972	10.088572	7.492644	8.231078	6.413039	2.697908	-0.289414	-0.226174	11.223007	4.309004	-2.679800	-3.882795	-2.864361	-1.665456	-15.697842	-13.588904	-8.535697	-5.311794	6.740750	-10.658037
70	2	-9.594918	5.644756	-17.764305	8.297279	7.716418	-22.832871	-7.321751	-10.873767	7.455243	-1.883048	1.520973	6.364907	7.491083	6.535251	-2.933166	-9.731725	-8.111704	-11.220270	-19.935681	-19.701574	-0.531443	1.300267	7.542067	-10.732764	-11.733283	0.336745	3.240800	2.700529	3.051503	-17.372437	-7.320196	-10.872272	7.455243	4.553534	7.298845	-5.880493	-18.711383	-14.614288	6.918479	6.254674	7.486881	11.204590	11.058708	9.310158	5.372803	9.747418	3.094199	2.419005
