1	5	44	4.950060	1.061954	-7.676873	-2.867347	-2.766558	-2.307411	0.412691	-1.071754	6.815474	-2.467963	2.121176	6.580706	11.162672	6.859542	-8.340923	-12.615021	-6.455663	-10.530686	-16.333236	-25.102322	-1.071593	0.866814	9.118249	-11.496125
1	5	4	-7.969165	6.275650	-7.676873	2.622962	4.138174	-16.198308	-2.899504	-9.128543	6.815474	-2.467963	2.121176	6.826921	11.162672	6.859542	-8.340924	-12.615021	-6.455663	-10.585178	-16.333374	-25.154855	-1.071593	0.866814	9.118249	-11.496125
1	5	27	7.374406	1.061948	-7.676873	-9.278234	-9.432170	9.983033	4.937863	7.754007	6.815474	-2.467963	2.121176	2.120673	11.149431	6.859381	-8.340904	-12.614834	-4.498781	-8.335423	-14.846888	-18.664515	-1.071593	0.866814	9.118249	-11.496125
1	5	12	0.574241	-0.406529	7.064485	-4.887566	-6.315473	-1.790984	0.560444	-0.866397	6.815474	3.460208	6.142479	-4.790567	-10.813712	-7.121683	0.740461	6.646838	8.561184	9.102400	9.721209	5.641976	6.455113	6.684218	3.126613	6.728644
1	5	13	2.966645	-4.007433	7.064485	-13.903673	-15.071843	10.234721	4.939526	7.754178	6.815474	3.460208	6.142479	-9.216510	-10.813713	-7.122206	0.740460	6.646839	8.561184	9.128575	9.721211	5.642115	6.455113	6.684218	3.126614	6.728644
2	5	80	-9.018916	7.962578	-16.416934	6.436202	6.464620	-19.840944	-1.771691	-7.221297	6.599016	-1.572094	0.376916	7.711923	10.219767	7.547925	-4.396427	-11.900815	-10.838900	-14.262799	-16.733886	-29.341574	-2.075308	-5.131494	5.782474	-3.852823
2	5	7	-9.616076	2.943103	7.080481	0.224702	4.188803	-16.449332	-1.723254	-7.221297	6.599016	4.736243	6.293922	-2.432992	-14.590544	-11.671409	6.583747	7.245742	3.855407	6.650476	10.220395	4.750772	4.925730	7.923970	-0.543591	7.309256
2	5	1	1.379351	-3.388131	7.080481	-4.779992	-4.106269	-5.447913	2.971990	-0.907860	6.599016	4.736243	6.293922	-2.567012	-14.609618	-11.776797	6.583747	7.245958	3.855539	6.650548	10.220989	4.750801	4.925731	7.923970	-0.543591	7.309256
2	5	5	5.945975	-3.645574	7.080481	-8.673399	-9.205675	11.188281	5.464147	6.594066	6.599016	4.736243	6.293922	-6.290143	-14.670922	-13.900082	6.583747	7.246324	3.855951	6.650920	10.223883	4.750860	4.925732	7.923970	-0.543591	7.309256
2	5	7	7.903206	1.373900	-16.416934	-2.461889	-7.491700	10.870821	5.464062	6.594066	6.599016	-1.572094	0.376916	3.854772	10.219254	7.343938	-4.396427	-11.900568	-10.821417	-14.247283	-21.142709	-29.339336	-2.075308	-5.131493	5.782474	-3.852823
