5	4	-12.363627	6.873295	-12.563269	4.136430	6.240993	-17.961451	-4.079986	-7.484326	3.735772	-0.958141	-3.846246	3.902038	7.850367	4.836383	-7.465140	-8.791794	-8.522849	-21.665753	-15.636810	-18.676239	-6.929499	-7.714874	8.441137	-13.467385	6.260730	0.238944	-11.687436	-8.332483	-8.763091	9.137877	5.513105	5.413537	3.735772	-0.958141	-3.842924	-1.236400	-8.228436	-4.122806	-7.465140	6.491064	9.133934	-3.068965	5.133941	6.306539	6.108192	5.468380	4.509589	-2.030748	6.260730	0.238961	-12.563269	-8.331504	-8.763091	9.137875	5.513105	5.413537	3.735772	-0.958141	-3.846246	-1.236400	5.978149	0.698875	-7.465140	-0.924551	-1.412232	-14.300537	-10.964596	-6.710258	-6.929499	-7.654223	8.441137	-13.467385	6.260730	0.238961	-12.531800	-8.331530	-8.763091	9.137875	5.513105	5.413537	3.735772	-0.958141	-3.846158	-1.236400	-0.058233	0.516471	-7.465140	0.350477	4.116593	-7.693377	-4.564214	3.180550	-0.480008	1.094072	8.244281	-13.467035
6	4	-5.767718	1.686271	5.662324	-1.795127	-5.460638	-5.938865	0.770273	-6.186967	7.437904	4.627727	8.895844	-6.806769	-29.598048	-8.941538	7.556334	7.778167	7.044873	8.528427	11.588207	10.079978	4.604098	7.295289	0.702236	5.898433	0.578272	5.432577	-15.806882	-1.705736	-5.468229	-9.911053	0.770275	-6.186967	7.437904	-0.048129	2.949237	6.027941	8.843303	7.616231	-4.049796	-9.137168	-8.269752	-12.305470	-18.703966	-24.605752	-7.995989	-3.905141	5.611316	-2.734521	-11.365140	8.295965	-15.806882	4.295417	7.308374	-16.284012	-5.250822	-12.561463	7.437904	-0.048129	2.949238	6.027941	8.843303	7.616231	-4.049796	-9.137168	-8.269752	-12.305470	-18.703966	-24.605751	-7.995989	-3.905141	5.611316	-2.734521	-0.281525	-0.565198	5.662324	-6.374878	-15.703424	11.894171	5.529272	5.025920	7.437904	4.627727	8.895844	-12.791311	-29.598063	-8.941541	7.556334	7.778167	7.048707	8.528427	11.588211	10.087437	4.604102	7.295289	0.702236	5.898437
8	4	-9.507446	-0.182630	8.562943	0.452883	3.862714	-13.238748	-5.268759	-9.570339	7.833429	8.170018	6.851127	-2.549098	-19.473326	-20.895133	6.312651	6.112519	5.925360	9.633396	11.571253	8.443279	5.808786	4.404905	0.288297	7.007258	-8.523529	5.920736	-8.632430	5.454694	8.564758	-20.186054	-5.337282	-9.568386	7.833429	3.189176	0.802937	7.164098	11.834794	4.608999	-2.482442	-1.746445	-8.406755	-6.763281	-20.652358	-21.662795	-6.677757	-6.387322	4.046197	-1.312161	1.935289	-2.747823	8.562945	-8.314504	-14.730651	9.065945	5.298738	7.540484	7.833429	8.170018	6.851127	-9.166615	-19.783684	-20.911478	6.312651	6.128549	6.002341	9.633398	11.572801	8.448084	5.808787	4.404905	0.288296	7.007258	6.754249	2.083133	-8.632550	-3.312656	-4.765606	8.984377	5.298698	7.534265	7.833429	3.189176	0.802937	0.546581	10.811593	4.384543	-2.482442	-1.532077	-4.241516	-4.566661	-11.638730	-17.454579	-6.632512	-6.319317	4.046197	-1.312159
9	4	-10.366983	6.500883	-14.822063	7.688292	5.948292	-16.829242	-5.782824	-11.619811	7.126646	-0.353561	0.925237	8.522202	9.589984	5.820900	-4.773988	-7.987031	-7.407001	-15.777091	-18.257695	-23.407519	-1.082548	0.923222	7.326023	-5.731402	-11.892729	0.502961	4.877649	3.047261	2.000226	-14.204163	-5.782759	-11.220451	7.126646	6.003916	4.280057	1.767520	-20.127534	-11.867177	6.819696	3.326041	3.367964	1.366417	9.117334	2.157798	7.203037	8.209500	3.233622	6.613767	8.191826	0.430269	-14.822063	-5.265118	-12.059457	8.812885	5.770830	5.055054	7.126646	-0.353561	0.925237	4.859011	9.589984	5.820790	-4.773988	-7.781539	-7.405861	-15.779840	-18.228437	-23.328271	-1.082548	0.923222	7.326023	-5.731402	5.078063	-5.567415	4.877649	-9.906149	-16.007498	8.888369	5.770831	5.055054	7.126646	6.003916	4.280057	-1.895613	-24.213079	-15.297957	6.819696	6.027191	6.827562	1.610476	10.358199	6.594958	7.395275	8.218791	3.233608	6.613854
10	4	-10.270524	6.980813	-5.408293	8.746157	4.467368	-11.079515	-4.412408	-10.913737	7.055570	0.005454	-2.425705	8.577755	10.067574	8.164851	2.500525	-9.485010	-8.198555	-17.210874	-17.912451	-25.790575	-5.666398	-5.450346	4.525500	-4.725901	5.343281	1.832363	-5.408293	-2.052171	-8.629644	9.021790	6.170539	6.642426	7.055570	0.005454	-2.425705	3.535826	10.059421	8.058281	2.500525	-9.484766	-4.727684	-15.070622	-14.637622	-25.760824	-5.666398	-5.450345	4.525500	-4.725901	-11.318974	0.715080	8.041304	7.067311	-1.744459	-1.253230	1.153663	-5.056083	7.055570	4.290856	4.183931	1.912565	-19.119933	-6.262486	7.698106	2.842583	5.703181	2.528876	10.640958	5.257457	4.946645	6.857890	-2.015711	5.713501	1.314415	-2.100150	8.041304	-3.392143	-14.912642	9.034184	6.170539	6.642426	7.055570	4.290856	4.183931	-3.073470	-24.173332	-11.933006	7.698106	5.458195	6.780090	3.502787	11.932759	10.231406	4.946647	6.857891	-2.015711	5.713501
14	4	-12.060826	2.292181	7.904261	0.504683	0.291410	-11.507237	-2.986952	-12.242887	7.767503	6.101240	4.948810	1.122376	-15.679145	-6.507616	3.941923	5.969986	5.636103	0.104806	4.247565	7.841431	6.666359	9.536659	1.708030	9.304603	-7.747531	2.292181	7.904261	-0.794332	-4.759728	-2.365962	1.607291	-4.389993	7.767503	6.101240	4.948810	1.122376	-15.679145	-6.507616	3.941923	5.969986	5.636103	0.104806	4.247565	7.841431	6.666359	9.536659	1.708030	9.304603	-7.743485	2.292181	7.904261	-5.741767	-7.974985	3.284637	2.096675	-3.610450	7.767503	6.101240	4.948810	1.122376	-15.679145	-6.507616	3.941923	5.969986	5.636103	0.104806	4.247565	7.841431	6.666359	9.536659	1.708030	9.304603	-3.365979	2.292096	7.904261	-5.742333	-13.729296	7.933959	7.878518	5.184391	7.767503	6.101240	4.948810	-3.351255	-19.500369	-7.214776	3.941923	6.482465	6.457601	4.599330	8.337921	11.909715	6.666359	9.543790	1.708030	9.304603
19	4	7.610869	-0.958607	-10.762099	-5.772337	-10.173851	9.503045	7.829492	7.964286	7.456416	0.339644	2.655425	1.586154	10.036875	5.103507	-3.786244	-8.562155	-7.413180	-16.119781	-13.296654	-20.912640	-4.965404	-3.878036	6.234477	-9.346402	-11.322452	5.015272	-10.762100	6.805934	5.570449	-15.789407	0.014366	-8.358830	7.456416	0.339644	2.655425	6.675725	10.042540	5.662703	-3.786244	-12.166821	-9.503421	-17.639237	-14.610888	-23.375683	-4.965404	-3.878036	6.234477	-9.346402	3.414607	-6.898508	5.628122	-9.251919	-13.919380	9.521066	7.831594	7.964300	7.456416	3.593684	7.243608	-5.486371	-14.025233	-18.624559	5.582337	4.831512	6.064237	6.378238	10.821867	11.230046	7.039487	7.098568	2.151161	4.825068	-15.426738	-0.925216	5.628122	3.325674	1.551229	-9.215823	1.052830	-7.687490	7.456416	3.593684	7.243608	-0.396800	-7.306793	-16.521140	5.582337	4.499666	5.899346	6.377908	10.808376	10.934783	7.039487	7.098568	2.151161	4.825068
21	4	-10.822909	5.664395	-14.089973	7.273035	9.073848	-17.497513	-2.756138	-10.181120	6.934600	-1.116680	4.900846	7.445783	8.231321	4.394992	-6.676187	-15.926592	-13.424543	-18.651347	-14.434159	-18.548329	-5.591519	-2.772372	8.737692	-13.905665	-16.188008	0.583549	3.887577	3.546154	6.203061	-14.748926	-2.288487	-9.667553	6.934600	3.541555	6.492352	1.864827	-9.180408	-7.628022	4.743524	-0.457980	1.327011	4.238356	8.061889	-1.051603	6.223229	3.269313	3.591340	3.816314	0.907309	-5.497872	4.721468	-3.686487	-9.887193	7.732534	8.085511	7.192722	6.934600	3.541563	6.492365	-2.107045	-17.224076	-9.205754	4.824993	1.431271	4.475493	6.082580	10.324490	8.051326	6.226103	6.506854	2.760212	3.857002	6.740103	-0.617827	-14.089973	-2.559213	-9.119033	7.623810	8.083611	7.190621	6.934600	-1.116680	4.900846	3.475947	8.222104	4.338448	-6.676187	-14.570028	-13.365270	-18.625278	-13.526538	-18.529407	-5.591519	-2.772372	8.737692	-13.905665
22	4	-5.984296	7.475706	-17.437572	7.734065	5.478992	-17.069003	-6.124149	-9.392667	6.053279	1.660560	1.377222	6.309645	11.222311	5.953957	-5.124415	-12.347465	-10.481911	-13.488205	-23.191276	-20.955213	-3.913055	-2.216420	6.107800	-7.862497	1.144174	-0.777163	7.103352	-6.040809	-12.771591	9.796406	6.604682	5.863326	6.053279	8.025105	7.957067	-10.419327	-22.762602	-9.817623	6.611817	4.853992	7.248624	8.152123	8.459334	10.971477	7.388485	5.434745	2.207479	3.836488	4.827649	4.927717	-17.437572	-0.156801	-6.203113	4.403426	6.604674	5.845710	6.053279	1.660560	1.377222	0.141004	5.987634	3.500959	-5.124415	-7.642207	-3.958024	-9.734280	-17.186513	-15.005532	-3.905777	-2.216420	6.107800	-7.862492	-9.184823	1.762336	7.103352	1.850053	1.792881	-12.278349	-5.787790	-7.299420	6.053279	8.025105	7.957067	-4.240943	-22.762602	-9.817623	6.611817	4.831600	7.248624	8.152113	8.395569	10.970443	7.388485	5.434745	2.207479	3.836488
29	4	5.897814	2.439761	-4.001028	-5.619627	-11.109462	4.118557	6.861310	6.928166	5.779780	2.241474	1.751354	-1.479328	7.317705	5.334062	0.297180	-7.537805	-2.274375	-9.946133	-16.592617	-9.745625	-4.060090	-3.305683	6.227414	-0.556932	5.028598	0.847358	8.626420	-11.589644	-17.525681	5.351925	6.861310	6.928166	5.779780	6.757142	8.016442	-10.238528	-18.283985	-15.126605	5.993032	4.020004	6.754884	10.079603	10.985392	11.565303	7.369188	7.962590	1.008640	8.078249	-0.462412	4.558324	8.626420	-5.630692	-10.319966	-10.907923	1.578428	-0.956237	5.779780	6.757142	8.016442	-4.189717	-18.265287	-14.864597	5.993032	3.964495	6.754883	10.079591	10.985391	11.560025	7.369188	7.962590	1.008640	8.078249	0.393113	5.107085	-4.001028	0.017416	-2.799092	-11.126273	1.577316	-0.956558	5.779780	2.241474	1.751354	4.569483	8.322026	5.368458	0.297181	-11.060672	-8.811878	-16.193343	-18.769066	-16.670135	-4.060090	-3.305683	6.227414	-0.556931
