point_label,module_abbr,network_T_s,module_T_s,module_pheno_score,impurity,density,intra_density,inter_density,p_s_type
AS(AS_AS),AS,0.234375,0.22004437869822485,0.4490950226244341,0.0,0.20833333333333334,0.16666666666666666,0.2708333333333333,dominant
C(AS_C),C,0.08995931952662722,0.1111111111111111,0.103494623655914,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,dominant
AS(AS_C),AS,0.08995931952662722,0.22004437869822485,0.24875930521091805,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,dominant
E(AS_E),E,0.12726757369614514,0.2716049382716049,0.2222222222222221,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
AS(AS_E),AS,0.12726757369614514,0.22004437869822485,0.2659151193633955,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
M(AS_M),M,0.1359328772189349,0.17,0.11304347826086958,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,dominant
AS(AS_M),AS,0.1359328772189349,0.22004437869822485,0.3352842809364547,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,dominant
AS(AS_PS),AS,0.10992417800453515,0.22004437869822485,0.23617788461538458,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,dominant
PS(AS_PS),PS,0.10992417800453515,0.2152777777777778,0.16927083333333326,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,dominant
AS(AS_RS),AS,0.14339524872448978,0.22004437869822485,0.32451923076923084,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,dominant
RS(AS_RS),RS,0.14339524872448978,0.3663194444444445,0.23263888888888884,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,dominant
C(C_AS_RS),C,0.08541666666666667,0.1111111111111111,0.08552631578947345,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
AS(C_AS_RS),AS,0.08541666666666667,0.22004437869822485,0.20698380566801622,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
RS(C_AS_RS),RS,0.08541666666666667,0.3663194444444445,0.14692982456140347,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
C(C_C),C,0.180625,0.1111111111111111,0.22916666666666674,0.0,0.19444444444444445,0.28125,0.125,dominant
M(C_M),M,0.1475,0.17,0.3600000000000001,0.0,0.1625,0.20833333333333334,0.11666666666666667,dominant
C(C_M),C,0.1475,0.1111111111111111,0.21250000000000013,0.0,0.1625,0.20833333333333334,0.11666666666666667,dominant
C(C_PS),C,0.08901234567901234,0.1111111111111111,0.11494252873563249,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,dominant
PS(C_PS),PS,0.08901234567901234,0.2152777777777778,0.16954022988505746,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,dominant
C(C_RS),C,0.140625,0.1111111111111111,0.1706349206349207,0.0,0.14166666666666666,0.16071428571428573,0.125,dominant
RS(C_RS),RS,0.140625,0.3663194444444445,0.25396825396825395,0.0,0.14166666666666666,0.16071428571428573,0.125,dominant
E(E_AS),E,0.12726757369614514,0.2716049382716049,0.22222222222222232,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
AS(E_AS),AS,0.12726757369614514,0.22004437869822485,0.26591511936339507,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
E(E_C),E,0.12051590236686391,0.2716049382716049,0.26068376068376065,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,dominant
C(E_C),C,0.12051590236686391,0.1111111111111111,0.1330128205128207,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,dominant
E(E_C_AS_RS),E,0.06672215616329766,0.2716049382716049,0.12222222222222223,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,dominant
