1	3	83	2.136644	7.796759	-0.737677	-6.617242	-4.636193	-5.809660	-23.521304	-1.058244	-20.540876	2.584707	-6.748027	-16.378620	-18.035298	1.504054	-4.762873	8.389356	10.085514	-20.998865	-16.551256	-13.921746	-5.060714
1	3	15	2.136644	7.796759	-0.737677	-6.617242	-4.636193	-5.809660	9.439891	5.167351	15.775273	-13.605686	9.367558	5.346831	8.349453	5.493036	9.541764	-11.774049	-10.947800	-4.594330	-2.065844	5.807823	-5.832963
1	3	2	2.136644	7.796759	-0.737677	-6.617242	-4.636193	-5.809660	9.439627	5.167351	15.770453	-13.589136	5.393365	5.346771	8.349214	5.493036	5.684714	-11.394998	-8.905271	-4.716872	4.270752	5.805232	-3.266008
2	6	45	0.996834	6.228208	0.119731	-4.850986	-7.031207	-3.366730	-15.322245	2.125226	-26.578056	7.975217	-7.001824	-14.523172	-21.249308	-2.836868	-10.747191	3.774504	8.920232	-15.999579	-19.174657	-13.376862	-6.937827
2	6	15	0.996834	6.228208	0.119731	-4.850986	-7.031207	-3.366730	7.183983	7.610202	12.953989	-9.533427	7.810657	5.310314	6.885472	3.060581	4.867867	-13.064354	-13.524028	7.495017	3.099067	4.150078	-3.463308
2	6	27	6.732195	-0.410463	5.367903	4.439057	5.919813	7.739735	-15.322231	2.125226	-26.578056	7.975217	-7.001824	-14.523172	-21.163827	-2.836868	-10.747191	3.774504	8.920232	-15.999899	-19.174657	-13.376862	-6.937827
2	6	7	6.732195	-0.410463	5.367903	4.439057	5.919813	7.739735	7.183983	7.610202	12.953989	-9.533427	7.810657	5.310314	6.885472	3.060581	4.867867	-13.064354	-13.524028	7.495017	3.099067	4.150078	-3.463308
2	6	2	6.732195	-0.410463	5.367903	4.439057	5.919813	7.739735	-12.111012	2.158038	-6.065706	-3.995778	3.579178	3.207179	-4.783691	-2.779741	-7.736034	-1.267892	-0.689193	-4.795261	-8.932072	-1.381772	0.332872
2	6	4	0.996834	6.228208	0.119731	-4.850986	-7.031207	-3.366730	-12.111012	2.158038	-6.065706	-3.995778	3.579178	3.207178	-4.783701	-2.779741	-7.736043	-1.267892	-0.689193	-4.794983	-8.932072	-1.381772	0.332872
3	2	45	3.341270	6.699218	2.588899	-2.008407	-6.395407	-7.592029	-12.272998	3.718908	-6.598663	4.583261	-2.552011	-14.094224	-2.609532	-0.415514	6.435274	-4.501445	1.465750	-3.018827	-12.209546	-18.200814	-5.740379
3	2	55	9.879867	0.441324	7.083748	5.852966	5.249779	2.993915	-12.272997	3.718908	-6.598663	4.583260	-2.552011	-14.094224	-2.609532	-0.415514	6.435275	-4.501446	1.465750	-3.018827	-12.209599	-18.200814	-5.740379
4	4	69	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.353757	4.575981	14.953197	-4.321486	10.152818	7.218752	9.641509	7.383235	6.980665	-14.894457	-10.776454	-2.419040	-2.641083	7.217382	-8.107984
4	4	12	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.350538	4.575981	14.887902	-4.321486	10.152611	7.218752	9.582226	7.383231	1.935337	-12.773840	-9.109932	3.098669	-2.531946	7.217382	-6.728381
4	4	16	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.144761	4.575981	14.590744	-4.321481	4.029664	7.210431	9.143455	7.382986	1.397757	-12.387789	-7.045087	-4.002854	4.693860	7.217377	-3.363023
4	4	3	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721257	7.715795	4.575974	8.546850	-4.319748	3.985676	7.209635	3.106458	7.374924	-3.658171	-8.519638	-5.102667	-8.269070	6.936834	7.217205	-0.288321
5	3	90	6.610584	-0.116751	-0.903807	0.989663	4.923764	1.239914	-27.050304	1.232471	-24.290572	7.471167	-6.371312	-19.088796	-18.861864	1.559510	-10.179569	4.574765	7.840439	-7.974135	-17.985573	-16.558946	-5.717355
5	3	1	6.610584	-0.116751	-0.903807	0.989663	4.923764	1.239914	-23.821808	1.232471	-11.124666	4.809242	-0.078089	-14.663645	-2.673533	1.559510	1.000303	-2.823863	7.510013	1.705667	-11.932702	-14.223637	-0.322596
5	3	9	6.610584	-0.116751	-0.903807	0.989663	4.923764	1.239914	-23.122574	1.232471	-10.661748	0.886024	2.845555	-8.748803	-10.229375	1.559510	-14.735740	0.346257	2.104300	6.760979	-12.885270	-10.515209	-6.681537
6	6	68	6.667836	2.254696	7.667423	6.778698	7.144308	4.786857	-21.436256	1.895688	-28.790297	8.262043	-8.652646	-14.826143	-11.190698	3.421211	-6.993639	7.501590	10.836616	-18.623041	-9.327960	-19.996737	-6.668431
6	6	4	6.667685	2.254696	2.307849	0.389476	5.095888	0.221048	10.286192	7.634570	9.443442	-8.592143	3.100868	7.338830	11.439657	9.500139	6.314870	-10.933998	-9.258408	-2.968405	5.974618	3.450935	-4.381655
6	6	16	6.667685	2.254696	2.307849	0.389476	5.095888	0.221048	-21.436256	1.895688	-28.790297	8.262043	-8.652646	-14.826143	-11.190698	3.421211	-6.993639	7.501590	10.836616	-18.623041	-9.327960	-19.996737	-6.668431
6	6	7	6.667836	2.254696	7.667423	6.778698	7.144308	4.786857	10.286192	7.634570	9.443442	-8.592143	3.100868	7.338830	11.439657	9.500139	6.314870	-10.933998	-9.258408	-2.968405	5.974618	3.450935	-4.381655
