4	4	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.353757	4.575981	14.953197	-4.321486	10.152818	7.218752	9.641509	7.383235	6.980665	-14.894457	-10.776454	-2.419040	-2.641083	7.217382	-8.107984	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.350538	4.575981	14.887902	-4.321486	10.152611	7.218752	9.582226	7.383231	1.935337	-12.773840	-9.109932	3.098669	-2.531946	7.217382	-6.728381	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721258	10.144761	4.575981	14.590744	-4.321481	4.029664	7.210431	9.143455	7.382986	1.397757	-12.387789	-7.045087	-4.002854	4.693860	7.217377	-3.363023	1.906671	4.972763	-0.145473	-10.352516	1.237374	-7.721257	7.715795	4.575974	8.546850	-4.319748	3.985676	7.209635	3.106458	7.374924	-3.658171	-8.519638	-5.102667	-8.269070	6.936834	7.217205	-0.288321
9	4	1.664964	6.238181	5.602143	3.043983	1.003007	0.537292	-19.200280	-2.740818	-21.767531	8.493289	-1.551012	-13.051912	-18.535868	3.272026	-10.134736	5.089250	11.680857	-11.044069	-17.037364	-12.575138	1.292229	7.288953	1.207704	5.899340	5.204066	5.590598	6.469316	-19.200280	-2.740818	-21.767531	8.493289	-1.551012	-13.051912	-18.535868	3.272026	-10.134736	5.089250	11.680857	-11.044069	-17.037364	-12.575138	1.292229	1.664964	6.238181	5.602143	3.043983	1.003007	0.537292	-10.643589	-2.740818	-3.889952	-0.099391	3.899320	2.773605	-1.129516	3.272026	-9.439745	-2.101957	0.694397	-6.619849	-10.055376	-1.953801	-4.119652	1.514553	6.238182	3.170139	-0.196352	-0.022557	-2.884918	-19.200280	-2.740818	-21.767531	8.493289	-1.551012	-13.051912	-18.535868	3.272026	-10.134736	5.089250	11.680857	-11.044069	-17.037364	-12.575138	1.292229
11	4	7.332518	1.493374	6.974767	5.735654	7.447529	8.577603	-9.146794	1.920506	-3.393630	-3.855356	6.121108	1.221505	-6.222488	-1.866677	-9.767017	-0.873326	-3.124739	-8.206982	-5.490327	-4.331359	-4.755208	3.072707	4.598722	1.476339	-0.405313	0.990003	4.517265	-9.146794	1.920506	-3.393630	-3.855356	6.121108	1.221505	-6.222488	-1.866677	-9.767017	-0.873326	-3.124739	-8.206982	-5.490327	-4.331359	-4.755208	7.332518	1.493374	6.974767	5.735654	7.447529	8.577603	6.055378	5.854033	13.026759	-13.889095	3.084569	7.799089	4.982908	3.199869	1.312374	-6.344093	-12.272539	-3.264720	6.442817	1.430188	-3.639300	3.072707	4.598722	1.476339	-0.405313	0.990003	4.517266	6.055378	5.854033	13.026759	-13.889095	3.084569	7.799089	4.982908	3.199869	1.312374	-6.344093	-12.272539	-3.264720	6.442817	1.430188	-3.639300
25	4	7.664837	2.801648	8.398701	7.436656	6.154786	5.182801	-24.624742	0.524592	-26.012744	6.837509	-6.231644	-14.952377	-14.757497	2.458816	-5.167332	4.883159	9.997189	-12.711505	-20.524045	-15.692378	1.986495	1.411759	8.241590	2.641259	-3.959301	-1.154725	-5.713086	-24.624742	0.524592	-26.012744	6.837509	-6.231400	-14.952377	-14.757497	2.458816	-5.167332	4.883159	9.997189	-12.711505	-20.524045	-15.692378	1.986495	1.411759	8.241590	2.641258	-3.959302	-1.154725	-5.713087	8.190145	5.581628	12.419062	-7.723308	10.679672	6.590030	10.870447	8.080936	6.629177	-10.269036	-11.899274	-1.917071	-3.829420	5.027318	-5.685758	7.664837	2.801648	8.398701	7.436656	6.154786	5.182801	8.190145	5.581628	12.419062	-7.723308	10.679672	6.590030	10.870447	8.080936	6.629177	-10.269036	-11.899274	-1.917071	-3.829420	5.027318	-5.685758
38	4	3.234040	6.154607	6.639719	3.448535	2.556022	1.277634	6.943211	5.245228	12.956084	-13.088345	9.852019	8.068108	10.008146	4.686103	5.264571	-13.362576	-14.715730	3.378883	-2.323304	1.969896	-7.226673	3.234040	6.154607	6.639719	3.448535	2.556022	1.277634	6.463072	5.245228	12.897130	-13.088312	7.767695	8.063110	9.865603	4.686083	2.817040	-13.348534	-12.350430	4.001427	3.119477	1.952438	-2.416937	1.251234	6.159400	1.409460	-4.092709	1.312577	-5.666149	6.943211	5.245228	12.956084	-13.088345	9.852019	8.068108	10.008146	4.686103	5.264571	-13.362576	-14.715710	3.378883	-2.323304	1.969896	-7.226674	1.251234	6.159400	1.409460	-4.092709	1.312577	-5.666149	6.463072	5.245228	12.897130	-13.088312	7.767695	8.063110	9.865603	4.686083	2.817040	-13.348534	-12.350430	4.001427	3.119477	1.952438	-2.416937
39	4	-0.329666	7.848736	5.533941	-2.531131	0.493567	-3.883909	-21.346366	-0.044998	-17.070300	7.410427	-9.331228	-16.233144	-11.858551	1.113270	-2.235623	0.805841	6.813106	-8.200534	-11.893017	-15.305693	2.122655	-0.329666	7.848736	5.533941	-2.531131	0.493567	-3.883909	-14.988695	-0.044998	-7.454595	7.410173	-5.435622	-13.677378	-5.804431	1.113270	3.257801	-1.249034	3.892203	-6.315108	-13.642751	-15.290886	-1.294902	-0.329666	7.848736	5.533941	-2.531131	0.493567	-3.883909	6.702220	5.991787	14.829887	-8.689503	7.983079	4.899765	8.541174	7.447799	10.206497	-8.960662	-9.808381	-4.063334	-1.415279	7.075997	-10.648473	-0.329666	7.848736	5.533941	-2.531131	0.493567	-3.883909	6.702157	5.991787	14.824337	-8.511381	5.696718	4.899763	8.541129	7.447799	5.010567	-8.960377	-8.510671	-3.296566	4.686989	7.075578	-4.353910
40	4	0.064587	6.751730	2.003967	-3.187408	-5.660456	-10.274991	-19.541267	1.473761	-19.083889	7.992306	-3.094530	-14.109533	-16.144027	-0.462505	-6.649633	3.800337	8.482277	-12.577624	-14.487758	-15.796156	-6.936070	0.064587	6.751730	2.003967	-3.187408	-5.660456	-10.274991	11.010155	6.332392	11.552640	-0.023461	3.377222	-2.080087	3.681625	5.491950	2.355314	-2.637303	-4.428855	9.166661	9.716483	-2.820118	6.330794	6.366293	2.131510	6.418864	6.764609	6.141416	0.697577	-19.628467	1.473761	-19.083889	7.992306	-3.094530	-14.109533	-16.144027	-0.462505	-6.649633	3.800337	8.482277	-12.577624	-14.487758	-15.796156	-6.936070	6.366293	2.131509	6.418864	6.764609	6.141416	0.697577	11.010155	6.332392	11.552640	-0.023461	3.377222	-2.080087	3.681625	5.491950	2.355314	-2.637303	-4.428855	9.166661	9.716483	-2.820118	6.330794
43	4	1.830794	6.566525	6.370824	4.993480	1.441629	-1.749474	-22.705701	0.419271	-25.380553	7.092983	-5.631546	-11.559910	-15.230004	0.847640	-11.152369	3.681925	11.578141	-15.705875	-16.014975	-19.720105	-1.254987	0.550972	6.566525	1.340250	-6.045403	-4.554228	-5.562947	-22.705701	0.419271	-25.379458	7.092983	-5.631546	-11.560076	-15.230004	0.847640	-11.152369	3.681925	11.578141	-15.705875	-16.014975	-19.720105	-1.254987	6.423582	4.096613	6.612368	5.695329	5.369804	4.580559	-22.705701	0.419271	-25.500321	7.092983	-5.631546	-11.560045	-15.230004	0.847640	-11.152369	3.681925	11.578141	-15.705875	-16.014975	-19.720105	-1.254987	1.830794	6.566525	6.370824	4.993480	1.441629	-1.749474	-10.120290	0.419271	-3.174282	-1.881130	5.383753	1.856047	-1.578235	0.847640	-9.185471	-1.473021	1.067590	-8.431291	-4.899566	-7.026601	-2.268000
47	4	7.328710	-1.010893	3.161838	1.668269	5.390809	4.236954	-24.941262	0.014327	-18.492521	6.351803	-6.161454	-11.076140	-14.798277	1.965236	-10.020856	3.944336	9.124497	-15.477465	-18.820463	-13.861137	-4.707290	1.066105	5.163743	0.475811	-3.308763	-2.389030	-0.120872	-24.941262	0.014327	-18.492521	6.351803	-6.161454	-11.076140	-14.798277	1.965236	-10.020856	3.944336	9.124497	-15.477467	-18.820463	-13.861137	-4.707293	7.328710	-1.010893	3.161838	1.668269	5.390809	4.236953	5.237100	6.028303	6.387562	-8.665699	9.418318	6.555470	5.833535	6.818155	-5.715511	-3.833130	-5.872939	4.581328	-4.027312	6.377663	-1.032114	1.066105	5.163743	0.475811	-3.308763	-2.389030	-0.120880	5.237100	6.028303	6.387562	-8.665699	9.418318	6.555470	5.833535	6.818155	-5.715511	-3.833130	-5.872939	4.581328	-4.027312	6.377663	-1.032114
59	4	4.222833	0.435069	2.416164	-2.068190	0.906159	-0.897608	-17.174794	1.715058	-22.412395	7.709930	-5.701628	-12.218643	-11.645954	0.095291	-8.036232	6.351808	9.585100	-18.305307	-8.559660	-11.502342	-6.539921	7.159659	0.404524	5.773727	4.816429	5.882942	7.510071	-17.174794	1.715058	-22.412395	7.709930	-5.701628	-12.218734	-11.645954	0.095291	-8.036232	6.351808	9.585100	-18.305301	-8.559635	-11.506815	-6.538696	7.159659	0.404524	5.773727	4.816429	5.882942	7.510071	6.729922	4.904304	13.011075	-10.877497	4.229527	6.169371	8.036656	6.367402	3.007878	-12.203033	-9.256989	-0.364809	5.125753	6.975040	-4.239212	4.222833	0.435065	2.416164	-2.068190	0.906159	-0.897608	6.729922	4.904304	13.011075	-10.877497	4.229527	6.169371	8.036656	6.367402	3.007878	-12.203033	-9.256989	-0.364809	5.125754	6.975040	-4.239212
