point_label,module_abbr,network_T_s,module_T_s,module_pheno_score,impurity,density,intra_density,inter_density,p_s_type
AS(AS_AS),AS,0.7088293650793649,0.6817941673710902,22.86813186813187,0.0,0.20833333333333334,0.16666666666666666,0.2708333333333333,dominant
C(AS_C),C,0.2928583168967782,0.42429315476190477,12.047619047619047,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,dominant
AS(AS_C),AS,0.2928583168967782,0.6817941673710902,24.00824175824176,0.078125,0.10666666666666667,0.13194444444444445,0.08333333333333333,dominant
E(AS_E),E,0.46544480887593115,0.6873897707231039,16.333333333333336,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
AS(AS_E),AS,0.46544480887593115,0.6817941673710902,30.59340659340659,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
M(AS_M),M,0.48963176246830076,0.4442857142857143,6.257142857142856,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,dominant
AS(AS_M),AS,0.48963176246830076,0.6817941673710902,27.42307692307692,0.0,0.1380952380952381,0.13679245283018868,0.13942307692307693,dominant
AS(AS_PS),AS,0.31334419160149846,0.6534559961561061,26.589085478105773,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,dominant
PS(AS_PS),PS,0.31334419160149846,0.12723097718915685,4.0084921776936975,0.11290322580645161,0.13333333333333333,0.10942760942760943,0.17559523809523808,dominant
AS(AS_RS),AS,0.5785592501942304,0.676920518256322,26.5812477839356,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,dominant
RS(AS_RS),RS,0.5785592501942304,0.8799232075895493,26.797991702210076,0.013888888888888888,0.1422924901185771,0.1099290780141844,0.18303571428571427,dominant
C(C_AS_RS),C,0.43452741080366636,0.42373511904761907,24.731800274066465,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
AS(C_AS_RS),AS,0.43452741080366636,0.676920518256322,27.721357674045485,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
RS(C_AS_RS),RS,0.43452741080366636,0.8799232075895493,26.952753606971985,0.011235955056179775,0.08971774193548387,0.083984375,0.09583333333333334,dominant
C(C_C),C,0.6428571428571428,0.42429315476190477,12.047619047619047,0.0,0.19444444444444445,0.28125,0.125,dominant
M(C_M),M,0.6807142857142857,0.6285714285714286,27.314285714285717,0.0,0.1625,0.20833333333333334,0.11666666666666667,dominant
C(C_M),C,0.6807142857142857,0.5174231150793651,21.25,0.0,0.1625,0.20833333333333334,0.11666666666666667,dominant
C(C_PS),C,0.27415740389529464,0.42429315476190477,20.575917731104873,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,dominant
PS(C_PS),PS,0.27415740389529464,0.12722322628632415,3.7044763645134777,0.1282051282051282,0.14130434782608695,0.16666666666666666,0.11481481481481481,dominant
C(C_RS),C,0.5446428571428572,0.42429315476190477,18.63690476190476,0.0,0.14166666666666666,0.16071428571428573,0.125,dominant
RS(C_RS),RS,0.5446428571428572,0.8807043650793651,12.38095238095238,0.0,0.14166666666666666,0.16071428571428573,0.125,dominant
E(E_AS),E,0.46544480887593115,0.6873897707231039,16.333333333333336,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
AS(E_AS),AS,0.46544480887593115,0.6817941673710902,30.59340659340659,0.0,0.12615384615384614,0.1305732484076433,0.12202380952380952,dominant
E(E_C),E,0.5524784710481827,0.7442680776014107,28.380952380952383,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,dominant
C(E_C),C,0.5524784710481827,0.44624255952380953,18.898809523809526,0.0,0.12857142857142856,0.13679245283018868,0.1201923076923077,dominant
E(E_C_AS_RS),E,0.31393375865399503,0.7409521986354164,3.293326769922616,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,dominant
C(E_C_AS_RS),C,0.31393375865399503,0.44327393836322415,22.896437094039463,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,dominant
AS(E_C_AS_RS),AS,0.31393375865399503,0.6769174488519277,29.83411336426801,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,dominant
RS(E_C_AS_RS),RS,0.31393375865399503,0.8798154688905409,28.851237369456925,0.03007518796992481,0.07029598308668077,0.06555772994129158,0.07586206896551724,dominant
E(E_E),E,0.8833705357142855,0.6873897707231039,16.333333333333336,0.0,0.34444444444444444,0.29310344827586204,0.4375,dominant
M(E_M),M,0.7175099206349206,0.5314285714285714,18.057142857142857,0.0,0.19523809523809524,0.16666666666666666,0.25,dominant
E(E_M),E,0.7175099206349206,0.6873897707231039,22.507936507936506,0.0,0.19523809523809524,0.16666666666666666,0.25,dominant
