state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.7135,0.669,0.6295,0.3903,0.6333,0.51,-0.7193,-0.426,-0.5412,0.0756
top30_module,0.7246,0.6712,0.6294,0.3887,0.6492,0.5136,-0.721,-0.4075,-0.5103,0.0604
top60_module,0.7887,0.6794,0.6096,0.4172,0.6577,0.48,-0.7051,-0.3787,-0.4401,0.0318
dominant_network,0.6802,0.3117,0.2446,0.4613,0.4591,0.3566,-0.7256,-0.4343,-0.6449,0.1748
top30_network,0.7236,0.3471,0.2731,0.464,0.5112,0.3587,-0.7488,-0.3865,-0.567,0.1371
top60_network,0.8242,0.3037,0.1969,0.462,0.4473,0.3571,-0.6754,-0.1968,-0.426,0.2566
PC1_var,0.6252,0.188,0.1261,0.7327,0.2768,0.5664,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.3094,-0.3561,-0.3575,-0.5078,-0.5245,-0.3925,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.5164,-0.3772,-0.3312,-0.6716,-0.5555,-0.5192,0.0779,-0.5093,-0.3254,-0.3288
