state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.7761,0.5634,0.5065,0.5674,0.5228,0.6576,-0.7681,-0.4993,-0.615,0.0191
top30_module,0.7761,0.5636,0.4942,0.5674,0.5228,0.6509,-0.7681,-0.4993,-0.615,0.0191
top60_module,0.8992,0.5818,0.4807,0.5434,0.5224,0.588,-0.7891,-0.3635,-0.4436,0.0015
dominant_network,0.7673,0.4044,0.253,0.622,0.461,0.3997,-0.7651,-0.4904,-0.6667,0.1046
top30_network,0.7909,0.4269,0.2645,0.5895,0.4875,0.3725,-0.7927,-0.4934,-0.6342,0.0604
top60_network,0.8698,0.3432,0.1787,0.458,0.3606,0.4043,-0.7215,-0.2929,-0.4539,0.1015
PC1_var,0.4356,0.1062,0.1236,0.6156,0.1325,0.459,-0.2948,0.4827,0.0855,0.5416
NumPC_90,-0.2457,-0.3848,-0.3675,-0.5045,-0.5942,-0.2158,0.0373,-0.3455,-0.1782,-0.2249
PCA_entropy,-0.4503,-0.334,-0.2799,-0.7025,-0.468,-0.4122,0.2364,-0.3974,-0.2093,-0.2325
