state_type,network_T_s,intra_module_T_s,raw_module_T_s,inter_module_sum_T_s,intra_module_sum_T_s,inter_module_T_s,impurity,density,intra_density,inter_density
dominant_module,0.7999,0.6746,0.634,0.4078,0.6736,0.5452,-0.7509,-0.4915,-0.5757,0.0276
top30_module,0.8095,0.6774,0.6313,0.4067,0.6916,0.5482,-0.7514,-0.4707,-0.542,0.0121
top60_module,0.862,0.6955,0.6226,0.4027,0.689,0.4807,-0.7223,-0.4195,-0.468,0.008
dominant_network,0.7864,0.4071,0.3167,0.4775,0.5639,0.3642,-0.7548,-0.5098,-0.6463,0.076
top30_network,0.8131,0.4371,0.3388,0.4796,0.6053,0.3658,-0.7675,-0.4732,-0.587,0.0481
top60_network,0.8726,0.4122,0.2903,0.4155,0.5709,0.3169,-0.69,-0.2971,-0.4509,0.1492
PC1_var,0.5352,0.1864,0.1684,0.652,0.2582,0.4973,-0.3312,0.5019,0.1152,0.5648
NumPC_90,-0.2721,-0.3154,-0.3279,-0.5108,-0.4368,-0.3896,-0.0733,-0.4914,-0.3253,-0.2928
PCA_entropy,-0.4606,-0.353,-0.3318,-0.6392,-0.4889,-0.4875,0.0779,-0.5093,-0.3254,-0.3288
