19	2	7.389360	2.524836	5.097864	7.547871	-5.492875	-20.730327	-11.623330	3.390680	7.180034	8.580433	8.234535	10.810098	9.338188	3.605926	6.223754	4.025587	4.215314	7.389360	-3.050223	-6.793764	1.106751	4.606276	4.963217	6.598917	-3.715786	-2.407270	-8.179741	-11.344341	-16.147824	-24.756579	-8.417136	-3.167036	6.639873	-6.272885
20	2	7.484603	8.135393	6.529413	6.297435	0.867397	-15.344009	-9.670422	6.000051	6.195019	6.525605	12.258732	9.834152	11.979557	6.821337	6.599837	0.794632	7.900268	7.484603	2.065472	-7.398570	-0.148669	6.972994	10.273488	5.435863	4.096530	-7.547366	-10.488583	-10.106330	-19.063422	-14.317965	-0.905117	-5.234000	5.050401	-6.663992
22	2	5.403711	-0.539128	-10.551698	-1.525097	5.061564	10.291167	6.654225	-4.363953	-11.245911	-8.438673	-16.536977	-22.309225	-22.051260	-4.205301	-3.819832	7.769012	-15.168062	5.403711	5.489006	3.046269	5.074722	-0.970181	-11.800883	-16.287546	5.416878	6.080223	6.256601	8.736329	9.024799	9.385299	6.986010	6.615922	6.125531	1.340356
23	2	7.078348	-2.505581	-13.957182	2.367603	6.250295	8.911678	6.546178	-4.955411	-11.505123	-8.766363	-9.515844	-21.013053	-22.655801	-6.635777	-2.690360	4.411394	-2.454808	7.078348	2.737546	2.602165	6.636355	-0.807790	-18.875861	-4.435401	3.964270	4.053942	6.251642	10.061791	9.169608	8.511598	6.074795	6.896619	-1.869370	6.731503
25	2	6.495282	-1.239934	-12.675240	-0.998541	7.701525	8.616755	8.563354	-3.171821	-13.069753	-7.499611	-14.482110	-13.149115	-18.962083	-5.321013	-0.488672	6.606880	-2.629568	6.495282	5.062689	8.415671	5.073004	3.078595	-13.636513	-7.017793	5.411392	5.241244	6.342411	5.669158	12.189471	8.578618	4.918499	9.578485	1.143623	8.935030
27	2	6.500165	1.498303	4.362930	7.026087	-7.956608	-17.296061	-10.984645	4.544079	6.603438	7.111709	10.108496	6.202670	8.999607	8.924176	7.922998	0.464026	5.649824	6.500165	-5.140751	-12.862605	0.800875	3.085673	9.539366	6.821079	-0.989003	-4.296880	-9.045979	-16.485942	-18.188166	-24.190345	-4.285608	-3.784570	6.594360	-11.488727
28	2	6.918267	-2.640087	-9.072992	-0.081992	8.606359	10.381750	8.772419	-2.800017	-12.732939	-6.652328	-15.736284	-20.763431	-25.413077	-5.963399	-5.467102	4.951290	-1.830043	6.918267	3.140934	3.732294	5.732175	5.536422	-12.412891	-5.957363	3.254387	2.202798	5.432535	3.084071	4.031637	3.824669	6.422835	7.110366	0.526486	7.425469
30	2	9.162471	-1.450381	-12.940203	1.509772	2.460009	5.598574	3.766060	-2.417328	-10.225111	-7.470123	-11.968151	-20.345420	-19.464408	-2.896543	-6.539580	6.362881	-9.913315	9.162471	5.144738	4.491871	5.206850	-1.343621	-20.081838	-13.132502	6.447317	4.158776	7.858467	8.153647	9.977666	9.690717	6.498936	6.631767	3.825443	2.841883
31	2	7.139577	-1.362666	-7.028931	2.097097	6.789136	9.183293	6.799307	-0.744271	-12.003312	-10.216850	-11.555290	-22.809962	-20.213774	-3.415523	-4.854629	6.019369	-10.491213	7.139577	4.925677	8.632227	5.826623	0.545912	-19.205340	-18.064557	6.719292	5.443736	6.809180	4.845881	8.878564	11.995018	7.959057	6.427570	3.893988	1.657252
33	2	7.834527	-0.382290	-8.734477	-0.022619	6.566380	8.306240	6.802025	-3.971746	-15.434237	-7.317566	-11.044001	-14.947009	-21.959916	-2.330089	-5.895427	7.120016	-9.612852	7.834527	5.393250	7.102774	6.443974	-6.207624	-7.782349	-15.957706	4.374264	1.041762	7.238579	10.004618	6.809264	10.718109	8.324176	6.069194	3.692089	7.456383
34	2	6.132300	-0.844915	2.169376	8.419048	-3.532998	-15.605694	-8.883232	-0.484364	6.629659	6.661530	4.721543	7.469916	11.703680	7.411961	5.367386	5.567624	6.375474	6.132300	-7.220119	-13.888399	5.425379	7.031839	10.619558	6.422818	-5.208891	-9.830302	-5.598666	-15.339441	-24.417315	-18.787416	-3.991768	-6.880935	7.203976	-4.844884
35	2	8.838989	0.517554	-15.988669	2.237960	8.456569	8.603856	6.298075	-7.452825	-10.706217	-8.357784	-12.825169	-25.597050	-27.682390	-4.303741	-8.028370	5.546166	-11.393795	8.838989	6.453633	5.901358	8.669298	-0.013208	-10.402141	-11.067651	3.044171	5.870261	5.793162	9.036227	9.982578	6.865944	4.982592	4.950298	2.156178	4.358208
36	2	5.814617	0.332928	-14.092857	0.218687	5.555950	10.284024	7.383579	-7.347200	-11.099533	-12.800391	-18.116325	-17.837793	-19.718274	-5.111501	-6.078984	8.255741	-14.194383	5.814617	5.776766	5.457187	6.721601	-3.974190	-18.053303	-14.553120	5.392290	5.366681	4.751433	9.987233	10.483422	10.305185	7.244450	5.951204	4.808277	2.655926
37	2	6.384214	-3.244346	-11.075914	-1.921515	7.220616	9.355918	4.765625	-1.316718	-6.676839	-9.797846	-17.695059	-21.154503	-13.158014	-1.330242	-5.290194	6.931935	-5.862251	6.384214	2.302368	2.377823	4.717794	5.213228	-10.630588	-8.634155	6.581238	0.441950	2.327982	1.923617	3.026209	6.187249	6.537953	6.482916	3.567199	6.586843
38	2	7.985720	0.551626	-13.048665	-0.118441	6.082867	9.772015	5.745302	-4.225894	-4.836355	-9.967648	-14.292373	-21.341049	-22.723166	-4.049358	-5.586220	8.948867	-11.004426	7.985720	4.643511	4.628232	5.952483	-1.339885	-20.948997	-7.830332	5.495169	7.309392	6.523066	9.349683	9.630625	8.804582	6.427268	7.121033	2.372432	4.345954
42	2	7.557105	0.618041	-9.071135	-3.246142	7.676379	9.662620	2.693954	2.561001	-7.638387	-10.337026	-15.189672	-21.883902	-14.179378	-4.766093	-7.466038	4.006377	-4.178339	7.557105	6.061367	6.150250	2.399839	1.304283	-15.672995	-17.170161	7.192396	8.609950	0.042242	-0.084295	8.321620	7.353387	6.349327	2.694674	4.005205	7.950990
44	2	8.502821	0.707702	-15.027483	2.213714	5.897063	11.521357	7.006382	-3.792772	-11.351995	-11.460452	-13.208805	-18.805855	-20.240490	-3.985115	-4.610531	6.354616	-6.713214	8.502821	6.607380	6.633833	4.563118	0.436600	-18.219334	-15.951254	6.614758	4.603803	1.376079	8.647162	7.281059	10.876468	8.052869	7.429659	0.835335	6.492481
45	2	7.262778	-3.072481	-9.636439	0.640060	7.164344	9.201138	4.450569	-4.573658	-7.137322	-8.382316	-17.393232	-19.061960	-24.962118	-2.338456	-2.954682	6.592359	-6.520292	7.262778	3.045693	5.748677	6.340102	-3.276043	-18.931495	-13.381794	4.050073	8.404479	7.617969	10.110270	7.262469	10.513776	6.946090	6.157154	2.196778	7.561118
46	2	6.478761	-1.899418	-9.256242	-2.622714	7.769710	5.127120	3.913678	4.590454	-10.925090	-12.218426	-18.853245	-24.082875	-24.806969	-3.230343	-2.341190	5.497982	-7.388336	6.478761	3.659590	6.947636	3.074157	1.751659	-16.068841	-15.394913	8.048128	6.617252	1.549807	2.679266	9.052987	8.180333	6.649122	7.585223	3.015524	6.072171
47	2	6.680685	8.503743	5.844351	6.578447	-4.225887	-16.554082	-12.332524	6.763350	8.389974	4.131704	8.785859	9.250257	11.059565	7.087294	6.317565	-3.872478	6.783517	6.680685	5.664740	-2.706629	4.268751	3.139894	7.519347	1.809080	1.099593	-5.341001	-9.581903	-13.063953	-18.823569	-15.107492	-5.785884	-4.879730	2.488895	-2.512015
48	2	5.510608	-0.674549	-11.560904	1.006631	6.646424	11.064954	8.666512	-6.336122	-7.833211	-7.983776	-25.579238	-20.951294	-17.513109	-4.125736	-0.145761	9.585270	-5.340293	5.510608	4.321901	6.857916	6.479500	-1.659742	-13.770746	-12.951628	3.991334	6.398558	6.720034	2.787582	9.539822	10.283984	7.952054	7.685209	4.017166	6.055423
49	2	6.568234	2.236170	-17.213189	2.770104	6.224032	10.693930	4.119474	-1.660518	-11.324827	-1.768274	-14.376474	-22.447371	-16.272880	-5.500465	-3.456151	4.461819	-4.942426	6.568234	4.856508	2.191537	6.445136	-2.157164	-21.923465	-14.480258	7.401720	4.680050	7.205189	8.440302	10.635611	8.083674	6.540936	9.761908	-2.081604	8.646792
50	2	8.040082	2.564769	-12.767294	3.751649	4.839436	11.412358	7.991093	-1.573798	-11.725554	-7.066897	-8.590781	-22.975144	-16.641530	-4.171088	-2.511133	4.476520	-4.390206	8.040082	4.892235	5.863181	9.174893	-3.928929	-20.811162	-12.310171	6.632330	6.515031	6.806157	10.175155	9.955204	11.290315	7.380246	7.400545	-1.590922	7.473864
51	2	5.086770	3.278016	4.426732	8.775881	-5.138115	-18.009486	-8.270420	3.959064	3.410046	8.596423	7.627717	10.055248	8.618378	3.663082	2.271369	4.488836	5.635110	5.086770	-2.508688	-11.782114	6.209995	4.635297	9.214801	9.180378	-1.938179	-12.389794	-5.152234	-11.466641	-17.836405	-17.446530	-8.918175	-9.262249	4.489146	-3.453398
52	2	5.185706	1.577526	-5.932233	1.291088	1.022370	-11.222990	-2.130255	3.776615	5.922161	4.588052	-0.687998	5.232307	7.350781	8.179716	7.795638	0.052369	2.331033	5.185706	3.704316	2.259708	6.350505	-7.113733	-19.717855	-14.082773	8.365820	6.154926	5.594549	8.011200	8.175580	8.511844	8.179716	7.795638	0.052369	6.468707
54	2	5.304306	-2.949545	-7.047507	-0.234977	6.309510	10.872817	2.703950	-5.601859	-8.465023	-12.428612	-10.735913	-24.875748	-22.086747	-3.909052	-5.923290	2.248679	0.376195	5.304306	3.317959	0.928761	5.871416	1.321779	-9.380634	-6.214887	2.284499	6.310237	5.713954	8.517193	9.087286	11.011488	7.295502	6.579419	-4.204614	7.659076
55	2	8.560182	-1.908901	-9.080616	1.648614	6.187417	9.843161	7.326620	-6.616903	-10.765361	-3.026942	-11.462262	-14.833851	-24.530140	-6.684104	-8.624264	8.700353	-5.830540	8.560182	3.875862	2.016242	6.216727	-2.047686	-24.113517	-7.211917	5.387359	7.467283	7.531853	6.776346	10.475235	9.397164	4.641535	3.186570	8.363137	2.096949
57	2	6.370937	-2.826623	-12.017168	0.191312	6.052965	8.081655	5.081843	-6.299595	-10.668525	-10.353675	-13.212446	-17.560430	-20.939938	-6.053499	-1.907754	8.555190	1.057443	6.370937	3.554599	4.315601	6.785141	1.411412	-18.379874	-16.108565	5.864425	6.858572	5.293224	9.066481	10.394269	9.571231	6.239894	6.980185	4.011502	6.626078
58	2	5.947661	4.472171	5.394606	6.154169	1.126156	-24.738816	-15.229241	6.555179	6.949496	6.276973	11.524597	5.131612	6.685972	7.086938	7.429062	3.375950	8.001391	5.947661	-1.094855	-14.074526	3.124903	7.722950	7.999391	6.737889	-5.644217	-8.192366	-9.575608	-16.594015	-26.536351	-28.959250	-2.880358	-3.744851	8.814225	-5.493087
60	2	7.090833	-0.681435	-10.901358	0.350820	8.803603	8.009439	8.185329	-6.003014	-6.781981	-14.021625	-14.731933	-23.355439	-25.608784	-2.172372	-6.415142	6.286014	-8.766365	7.090833	5.794218	5.884919	6.141944	-0.456846	-15.512815	-11.184775	5.661021	8.417103	2.083030	9.509892	7.332932	10.280639	6.861304	5.362219	3.123635	5.546261
61	2	5.690173	-1.227976	-7.854857	-0.805257	5.640442	7.700679	7.446334	-9.223466	-0.139767	-8.021605	-10.363002	-17.983427	-13.526709	-4.285928	-3.454131	4.294617	-7.832522	5.690173	4.355150	4.850567	4.062650	0.615302	-12.148732	-4.438752	3.412029	7.719400	8.019116	6.068072	11.858549	10.160531	7.604671	6.497543	3.081744	5.361490
62	2	7.492987	7.938158	6.677192	3.476835	3.183974	-11.909244	-8.208529	6.419937	3.604946	7.944841	6.644439	9.997474	5.059262	8.474598	9.470964	-0.204316	8.153786	7.492987	2.370404	-7.557220	1.319775	8.331278	8.840317	6.896547	-4.968760	-7.685101	-3.518959	-14.995471	-14.675508	-19.887244	-3.718201	-2.068135	4.879342	-7.553726
63	2	6.865473	4.869107	-8.833348	1.684272	6.221140	5.682478	3.162717	3.083412	-9.774197	-6.928045	-14.228279	-20.810911	-21.261333	-3.092078	-4.272434	7.059358	-10.714726	6.865473	7.342729	2.838817	5.993204	-0.283428	-24.600677	-8.691622	9.067370	6.095718	8.365834	9.083230	10.891315	10.297505	6.871513	6.409189	4.971568	2.860811
64	2	8.304579	6.547942	4.489081	7.364947	-1.627063	-18.609197	-12.995445	5.535354	4.841621	9.132068	8.829090	8.283447	9.703598	6.774568	7.463216	2.744151	5.637806	8.304579	1.744324	-11.897420	3.166918	6.592414	9.700325	8.375738	-4.483185	-12.563014	-3.269122	-8.544003	-20.371233	-19.929493	-1.421503	1.361413	4.386205	-3.815364
65	2	2.150274	-4.844934	-14.977720	2.010719	3.927637	10.895720	6.773669	-5.368503	-8.409744	-1.854903	-5.499838	-18.995648	-18.038812	-4.458321	-5.179781	5.834180	-8.518154	2.150274	1.486553	3.215479	6.879466	-7.859568	-9.516376	-6.786444	-0.573839	6.627810	9.276632	9.874550	7.316223	10.996945	6.527410	6.723472	1.895813	5.901508
67	2	6.345947	1.845515	-7.015704	1.550330	6.890215	9.374362	6.628271	-1.896364	-7.713162	-9.770652	-15.929423	-24.165588	-22.642213	-4.860572	-6.222082	6.317853	-8.844692	6.345947	5.046806	9.075725	7.197472	-0.914815	-21.665578	-16.555186	9.141062	5.442370	7.077477	8.777018	6.371489	11.768269	5.957827	5.726450	1.014646	4.041965
69	2	7.031235	4.811628	-2.643253	0.576911	7.201319	9.541039	6.915717	-3.044766	-8.733512	-6.121558	-13.581720	-19.160164	-18.296407	-3.277938	-5.018773	2.085354	-5.797501	7.031235	7.727069	6.427165	6.469540	-2.046008	-19.672922	-11.881366	3.816851	6.698197	8.088389	9.537953	10.584501	10.914654	5.974642	8.072592	-2.278668	4.659942
70	2	6.505409	5.898228	6.169773	8.972134	-4.540318	-14.109175	-12.955194	4.708683	6.420373	4.333998	11.996670	9.247017	9.856213	5.250327	5.806390	-1.370593	5.274755	6.505409	1.581819	-11.586521	3.574787	5.839894	8.997579	5.360387	-4.137845	-11.253296	-11.832925	-9.974605	-18.934064	-12.475124	-5.065059	-6.028026	4.532587	-4.381308
72	2	6.690933	-0.154293	-10.836768	1.031944	6.009266	8.287611	6.082068	-4.838288	-9.765055	-11.178063	-19.440398	-22.553695	-18.783009	-2.491458	-4.278898	7.880337	-7.093294	6.690933	6.124476	0.647473	7.346157	-1.477195	-14.075476	-9.749398	4.986513	7.310339	6.245505	6.492120	9.635200	11.157729	7.122568	7.158806	5.214296	5.985493
73	2	5.763456	7.062296	5.815755	7.750790	-4.358212	-24.649753	-14.389687	7.655808	7.179530	6.784390	12.084400	9.263756	10.227546	6.388734	7.571947	-1.833069	6.378542	5.763456	2.323206	-4.127353	1.527222	6.553745	6.387715	7.749550	-3.917094	-3.491031	-11.022501	-11.620923	-19.156879	-24.153739	-4.223920	-1.274486	3.007232	-1.223904
74	2	5.715483	-1.142879	-7.463244	-0.346420	4.346347	10.288824	6.349352	-1.959358	-9.582923	-8.851845	-11.311149	-17.248249	-21.648076	-3.938260	-3.047686	5.949890	-10.995926	5.715483	5.458922	6.867268	6.029093	-2.505915	-18.538536	-13.050706	6.951851	3.813359	5.817369	9.519716	10.084913	10.451882	5.408349	3.692826	5.129445	2.469290
75	2	8.426262	-0.297717	-9.616949	0.876191	7.235349	7.574117	6.964499	-2.362928	-10.801805	-7.828935	-22.473074	-23.766296	-25.163915	-1.329445	-1.498515	5.860109	-8.681471	8.426262	5.262349	6.307965	6.853710	-5.600190	-19.279691	-14.925109	7.081699	7.460852	7.622899	6.821485	9.747663	7.825439	7.126336	8.839102	0.100927	4.353864
76	2	5.202280	-0.757972	-13.701329	1.741627	8.363389	10.522024	9.565591	-5.179478	-10.735505	-11.838975	-18.936347	-20.693904	-19.800391	-4.413542	-3.649867	6.659217	-12.213132	5.202280	4.560444	8.078021	6.281354	-3.752437	-23.800041	-8.683221	5.815996	6.111661	6.209641	10.866130	9.513420	11.997566	6.630252	7.263556	0.607530	3.977324
77	2	8.467093	1.363062	-5.356517	2.714760	7.546512	10.720558	5.207086	0.914271	-11.980385	-6.806935	-10.293960	-23.782545	-18.884506	-6.082862	-2.110272	5.353815	-3.245136	8.467093	6.431105	6.738400	7.260215	-4.333054	-22.744603	-20.397846	7.987414	5.648745	9.700107	8.440476	9.458756	8.012390	6.300684	7.704423	1.558756	7.809176
78	2	3.783568	-6.276668	-15.203330	2.728582	6.164527	11.556342	5.175401	-4.228389	-12.144488	-8.754005	-12.453313	-20.571501	-19.483401	-1.745273	-2.638813	6.596204	-3.911409	3.783568	0.146825	-0.349296	8.790066	0.220715	-14.128056	-10.934827	0.931389	5.042733	5.018606	4.093540	9.928928	10.148418	6.753818	5.907938	0.879980	7.507284
80	2	6.986179	4.445602	5.670517	4.837043	-2.758624	-20.730138	-16.356250	7.161524	4.948394	5.831161	10.268954	11.373979	11.223325	8.016492	6.780954	0.002225	5.257866	6.986179	0.267800	-10.033058	0.840086	4.751594	9.400881	7.046399	-0.859420	-7.447344	-7.444905	-9.764993	-15.900394	-17.274824	-3.683017	-3.645104	6.533094	-8.664843
81	2	5.441728	5.938223	6.393457	2.551360	1.078826	-14.358341	-5.356867	4.096997	7.976396	3.851920	7.278218	8.017857	8.418814	8.038606	7.354583	0.517560	6.774678	5.441728	-0.105851	-6.269894	-4.066433	6.617398	10.224670	9.125234	-5.914023	-9.025264	-10.245291	-15.770464	-27.615279	-22.877941	-4.238460	-1.793537	4.795269	-3.118030
82	2	6.049474	0.954278	-8.440197	0.415414	6.515547	9.910238	7.190588	-0.452327	-15.532717	-2.596598	-18.525010	-22.838627	-17.840628	-0.452758	-7.174397	6.469425	-7.098693	6.049474	7.359073	2.050243	6.991865	-4.148569	-16.162051	-5.983821	6.826688	2.142080	7.543749	7.827414	10.884188	9.298640	6.409099	4.111514	5.793812	4.931536
83	2	7.741150	-0.492559	-9.949191	-0.513479	3.293055	-3.318223	-1.229034	-5.176108	3.848538	4.659097	0.033813	4.070741	1.486326	4.998538	9.087863	5.957322	-9.240960	7.741150	-0.492559	-10.802928	-0.513479	3.293055	7.418004	4.286665	-5.252451	-6.370399	-5.914435	-11.503223	-19.990499	-14.870444	-3.653488	0.476245	7.901546	-14.606117
84	2	6.568405	-0.476375	-7.014607	1.814801	6.614341	10.696898	6.117927	-4.656280	-6.497587	-5.697372	-11.993245	-19.076921	-23.100987	-7.064565	-5.369377	3.289878	-5.334084	6.568405	4.879511	5.551092	8.339748	-3.898469	-24.548577	-12.686335	6.927205	8.576434	5.081393	8.550240	9.003151	9.015004	5.613587	6.673208	1.031247	4.351406
85	2	5.376688	8.867529	6.694971	7.932577	-3.512461	-18.595822	-15.023120	6.672734	8.276437	3.385278	12.020352	11.157384	10.387774	2.733703	6.044110	3.048274	5.604072	5.376688	2.286623	-12.249352	2.284582	5.960453	5.929231	6.232492	2.088085	-9.455794	-12.797136	-8.736208	-25.203014	-19.978885	-8.228656	-6.269000	7.799346	-8.513046
86	2	9.178908	6.513467	7.192241	7.587795	-3.687612	-14.718120	-8.248486	3.390634	6.828687	8.681227	12.187049	10.199303	6.305542	7.423331	6.835659	-2.475116	8.359627	9.178908	0.448414	-10.442751	2.037744	3.480560	7.979002	6.291658	-7.862713	-6.800814	-3.376970	-8.597968	-19.999672	-13.793247	-0.273327	-3.493896	2.901399	-3.200894
87	2	2.937197	3.045133	3.141853	6.388574	-0.652105	-23.264517	-16.916022	4.999383	5.585252	5.637382	9.004376	6.418884	10.411629	3.090649	6.652293	4.942327	2.464499	2.937197	-2.271411	-9.755689	0.537478	6.608595	9.941968	7.287989	-1.734753	-11.957721	-11.742419	-15.556973	-22.421256	-25.095083	-8.590434	-1.471495	7.495648	-4.477810
90	2	7.220205	5.870687	6.993532	5.603307	-5.167535	-26.749004	-12.763971	7.691336	7.238025	6.909611	7.033449	10.517174	10.240896	6.336420	7.262852	3.134669	9.547522	7.220205	0.221227	-18.202190	1.746518	6.370046	9.117509	5.308855	-3.194207	-9.636138	-9.838886	-15.584869	-19.417156	-20.583310	-5.683119	-1.084998	8.414700	-5.500083
91	2	5.737118	3.556730	6.537362	6.048618	-2.601716	-20.894437	-11.176376	5.715128	4.721834	6.424198	8.908972	9.960347	9.168448	7.959586	5.801822	0.546584	4.373020	5.737118	-2.025163	-10.718130	0.306786	3.903220	8.204869	5.981833	-3.309334	-5.453078	-9.931455	-17.935515	-19.382311	-20.265933	-4.230697	-5.091075	4.540656	-6.545178
93	2	8.305626	0.620822	-11.346631	1.108564	5.978287	10.402832	7.438894	-6.107337	-10.637092	-6.946564	-18.640865	-17.871709	-24.490227	-4.277742	-5.982955	5.854865	-5.717702	8.305626	6.777343	5.738642	5.967346	-2.255083	-21.371639	-14.222370	6.552010	6.452820	5.921390	7.705086	7.627869	10.339754	7.434623	6.563984	0.586755	6.202589
94	2	4.506989	1.276556	-15.234962	1.209219	8.368574	9.070624	6.675293	-4.490796	-10.519258	-11.515752	-12.049889	-23.884992	-26.615999	-5.557657	-1.348615	5.797085	-2.924236	4.506989	6.349873	5.759501	5.936870	-0.431385	-24.757121	-6.111820	7.204247	6.097174	4.480513	12.262717	8.843169	10.444401	6.254523	9.230162	-0.097373	7.038502
95	2	7.446841	-4.146044	-15.364035	0.790936	6.479569	12.241851	6.860234	-3.859976	-7.954879	-12.152201	-15.032567	-21.478830	-27.117809	-4.878057	-3.708406	9.040724	-7.585284	7.446841	2.247393	3.229598	5.623489	-2.376840	-11.377442	-7.611222	0.685591	5.989346	3.151765	2.658714	11.085884	4.372244	5.630159	7.013374	3.497874	6.702850
96	2	5.439163	-1.482151	-16.713045	1.654760	4.843645	6.262850	7.628931	-4.294243	-4.686023	-7.792822	-9.580260	-19.633962	-22.156884	-1.293836	-4.947052	7.124731	-7.548041	5.439163	5.048650	2.088487	7.747045	-5.527642	-21.170500	-7.393903	5.913667	5.338883	6.935617	7.571424	9.920592	9.878855	8.181998	7.918084	1.650050	6.510952
97	2	8.366630	1.182896	-7.676693	0.515202	6.074124	9.498870	7.412196	0.103778	-9.857279	-6.536000	-9.273605	-22.243658	-21.504720	-2.422087	-4.177820	4.456250	-3.048343	8.366630	7.212654	7.836307	4.135100	-0.437820	-20.581588	-8.989531	8.426231	7.867637	6.586796	9.800614	10.015965	11.581816	7.313497	7.887910	2.978714	7.057803
98	2	5.121585	-3.784098	-13.656147	1.115474	6.808146	9.602050	6.216518	-6.848234	-10.359069	-9.101928	-17.141375	-24.119825	-22.401775	-4.892328	-1.430904	7.061084	-11.876684	5.121585	1.154262	0.056363	6.851088	1.191209	-10.216752	-1.638383	-1.357862	4.370820	7.626314	5.946674	8.842098	10.100124	5.200342	8.385172	0.934145	5.197516
