5	2	-3.922838	6.566619	4.085542	9.506223	7.406662	6.226621	-0.437793	1.549982	-7.506825	5.687313	7.936332	7.183555	4.230512	7.452280	-0.018415	5.746752	-10.750289	-14.792381	-10.550202	8.384009	-6.854430	-14.550834	0.737827	-9.471001	-11.842306	-2.788572	2.332837	8.129684	4.086589	3.286608	6.405211	6.226324	4.040961	6.376963	-0.379158	-8.106742	-17.352221	4.629979	9.195713	1.250284	5.936069	-8.609126	7.405836	9.795671	7.064734	-19.521201	7.194943	11.428451	6.875321	8.755292	3.556624	7.649800
6	2	-1.482699	2.187667	-2.257915	4.166652	2.702015	2.964297	5.947926	2.140081	-2.399304	0.823961	-10.393880	1.890813	-1.304524	6.102297	6.372875	0.893767	1.268138	8.942898	2.494582	-7.540845	6.094457	9.609177	6.155758	5.883131	3.571705	9.754179	-14.306827	2.108285	-2.257928	7.298549	7.635206	5.928371	1.633142	-0.841444	-10.038532	6.981084	12.842673	4.685400	-1.304728	6.102297	4.896534	7.429413	-3.681179	-14.685959	-12.881542	8.712293	-8.751583	-14.616196	-2.734157	-6.707994	-8.643358	-0.947566
8	2	-10.554606	-1.780634	3.172441	8.381659	6.538221	5.617478	0.057293	1.175374	-6.763090	5.202859	9.988862	7.934895	1.979580	6.126378	0.086566	4.336304	-10.242842	-15.621336	-12.653112	11.204748	-7.876445	-18.471579	-4.334144	-8.017571	-7.973565	-4.271991	-4.900724	-1.780634	3.172441	3.669261	6.502641	5.600562	0.068262	1.175999	-1.650085	-0.917592	-16.157480	6.587443	1.983068	6.126338	5.500750	-13.342998	6.397959	10.179084	5.696630	-12.777679	5.275189	5.681194	4.206108	6.838520	5.490397	6.823214
9	2	-5.466476	0.704030	1.425726	4.087348	8.784120	5.999348	2.586282	0.928733	-7.150295	0.436289	-15.545754	4.794985	4.652435	-0.660256	7.364832	-10.712688	7.209717	9.389289	5.451825	-9.967924	6.630259	7.537459	5.688663	6.703469	4.497506	7.040382	-9.077724	0.704025	1.425726	7.530798	8.831668	5.999433	2.586282	0.928733	-12.534332	6.601816	8.943471	8.150808	4.652423	-0.660222	1.090706	5.239260	-4.500644	-12.251012	-13.496125	9.681503	-10.193195	-15.772928	-7.280136	-6.673453	-14.055193	-2.883604
12	2	11.596838	7.833757	5.185087	1.131726	0.300801	2.307919	6.631916	6.683709	5.182975	-5.983963	-14.365567	-0.024147	8.432408	0.609991	5.287803	-15.852410	5.982827	10.031939	8.676341	-16.543449	7.217619	9.857399	6.609486	6.610128	6.946922	6.807061	11.561215	7.833757	5.185087	3.101932	0.325468	2.307919	6.631916	6.683709	5.182141	-0.499864	12.979137	2.144432	8.432408	0.609991	4.996829	3.934213	-8.372500	-20.455668	-7.850533	9.418753	-8.644597	-13.144945	-4.143449	-1.909587	-5.087735	-4.327379
15	2	8.962606	7.351110	6.644200	0.773339	2.152651	5.635583	7.472875	3.828584	-0.241149	-6.150239	-18.263917	-0.214181	4.395374	4.799166	6.512335	-7.771596	5.877827	7.863797	8.764201	-20.536987	6.084396	7.825287	7.321814	4.745499	7.521523	6.909001	8.962186	7.351110	6.644200	2.083456	2.152676	5.635589	7.472873	3.828581	-0.241209	-1.431727	7.584789	0.148448	4.395374	4.799166	6.512334	8.633304	-10.928244	-8.473514	-8.193896	7.250808	-5.725882	-9.313784	-3.413543	-6.763682	-9.639203	-4.310137
16	2	-11.942602	0.055643	-0.143920	4.573607	5.583339	6.332004	0.435872	0.690093	-8.753778	2.798971	-14.516211	8.045207	3.025321	6.842695	9.071635	-3.431060	6.106220	11.410645	4.862563	-14.326204	8.345552	9.717584	6.513772	6.203599	6.530522	6.562552	-11.963689	0.055643	-0.143920	5.157177	5.583383	6.332064	0.435872	0.690093	-9.548712	7.555545	6.809660	8.055169	3.025212	6.842717	8.706054	7.725852	-12.719048	-11.419958	-9.671074	10.895204	-5.610042	-2.978296	1.379463	-2.791222	-8.447158	-5.493077
17	2	10.050716	6.502739	8.464150	-0.545182	0.460147	4.199081	4.284178	7.931494	1.665200	-3.114796	10.081367	-4.638361	4.233874	-1.425040	9.439477	6.501251	-8.254136	-13.419519	-8.362713	9.401788	-7.347604	-17.844556	-6.670086	-5.490408	-10.920133	-3.644991	10.050716	6.502739	8.464150	-0.545184	0.460147	4.199081	4.284178	7.931494	1.665200	-8.781208	-17.975481	-4.638361	4.233874	-1.425040	9.439477	-6.702666	6.050099	8.999470	5.189845	-17.975422	6.757151	7.020807	6.529057	7.420020	7.745854	5.342076
20	2	2.856322	6.914513	1.928360	-5.479342	-1.748189	2.895463	6.977744	7.075608	0.480506	-2.924573	9.694426	-1.248445	0.183007	6.311786	7.320694	4.125339	-14.852913	-17.170923	-13.708492	7.663779	-8.279566	-9.474313	-4.697545	-3.712650	-6.169820	-5.557582	2.856322	6.914513	1.928360	-5.482941	-1.748191	2.895463	6.977744	7.075608	0.480506	-9.235253	-11.784926	-1.248606	0.183007	6.311786	7.320694	-7.107761	2.074802	8.925202	5.489780	-10.858348	6.914840	10.355535	5.400864	8.703094	5.904347	6.500601
23	2	-16.729895	2.128050	3.495079	8.827654	4.535549	1.664655	-1.816711	-2.302209	-5.989969	0.346668	-11.638581	3.892001	-0.125946	4.129426	2.277135	-9.957795	4.314343	9.600250	8.029079	-17.798871	5.453089	8.185207	7.052515	3.458357	5.806027	6.703751	-16.730553	2.128050	3.495079	8.985763	4.535549	1.664655	-1.816711	-2.302209	-6.138015	6.334189	10.914027	3.892001	-0.125946	4.129426	2.212895	3.178566	-9.071989	-15.937614	-1.585321	8.685121	-9.846474	-5.608780	1.486550	-6.111389	-8.254073	0.463975
