1	3	-7.714064	-1.352845	1.537633	6.404819	6.099500	7.572496	-1.551528	-0.365780	-2.789062	6.144890	6.590009	6.207441	-2.992333	6.968917	2.785481	7.540905	-9.990835	-14.354859	-9.258270	11.167849	-11.491597	-14.968666	-4.027000	-4.607634	-14.818874	-5.421170	-5.190937	-1.352780	1.537633	1.763363	6.099500	7.572496	-1.551528	-0.365780	-0.279720	-0.335191	-9.418264	5.983763	-2.943796	6.968850	4.573276	2.105370	0.471349	8.377013	2.131064	-10.926671	6.133673	4.666012	3.757680	1.297525	-4.298846	0.859068	-5.190937	-1.352780	1.537633	1.763363	6.099500	7.572496	-1.551528	-0.365780	-0.279720	-0.335191	-17.673900	5.983763	-2.943796	6.968850	4.573276	-6.352319	5.064978	10.051138	4.078435	-18.345276	6.135467	7.567057	7.365662	6.878274	1.293625	0.971391
3	3	8.205700	6.933839	6.596371	1.218430	0.416247	-3.380096	7.865369	5.799982	6.667085	-8.023881	-15.063690	0.843726	8.401146	3.631573	7.304044	-13.868787	7.468500	9.006173	6.967514	-13.861619	8.884746	6.715447	8.993398	5.422878	6.215347	7.972041	8.205700	6.933839	6.596371	1.218876	0.416247	-3.380096	7.865369	5.799982	6.667085	-1.580484	11.832458	0.843726	8.401146	3.631573	7.303920	4.765909	-9.732851	-17.827651	-11.930496	10.683603	-7.459000	-14.634173	-1.621584	-5.451070	-11.716448	-2.502340	1.473382	6.783857	6.575239	6.185936	6.203889	2.325191	7.358894	5.776117	1.553897	4.982347	11.832458	6.591092	8.352128	3.631605	4.568205	4.765909	-9.732851	-17.827651	-11.930519	10.683603	-7.459174	-14.648140	-1.621584	-5.917178	-11.719933	-2.502340
4	3	1.380187	6.494393	7.784509	2.106448	6.101535	5.966272	3.009422	6.477094	-6.422588	-3.238409	9.618459	2.165453	4.913712	4.899429	5.223710	8.416249	-5.418344	-17.380271	-12.168400	7.866956	-7.421210	-15.023350	-7.029396	-7.879609	-9.957490	-6.799434	-6.508571	1.660916	3.628140	8.633615	6.722445	6.027582	-3.274088	1.943594	-17.216807	8.551268	9.618459	5.508845	-0.496618	6.870105	2.744341	8.416249	-5.418343	-17.380271	-12.168400	7.866956	-7.421210	-19.786555	-7.029396	-9.986663	-9.957490	-6.799434	1.385360	6.494522	7.784509	2.099744	6.097643	5.965710	3.010436	6.483108	-6.410038	-7.436580	-13.545234	2.155350	4.922405	4.888178	5.224064	-9.733143	9.365082	9.816518	6.171805	-15.390381	6.071148	6.030829	5.257489	4.416715	5.898169	5.798958
7	3	9.045608	6.819987	9.479837	-1.689039	-1.441751	0.749218	4.174943	7.332996	4.291404	-6.491167	-17.577388	1.614575	6.220389	2.409136	6.711243	-4.919620	7.596373	11.380743	7.001058	-14.884446	5.377038	9.901179	7.884648	6.534624	8.231936	5.890861	9.045415	6.819987	9.479837	0.714659	-1.415827	0.749218	4.174943	7.332996	4.277404	-0.040594	8.969393	3.508462	6.220389	2.409137	6.711243	9.633134	-8.959364	-17.671784	-9.009348	9.026215	-12.745004	-10.220265	-3.082707	-5.029964	-3.854584	-4.585459	-0.449578	2.007227	4.034788	4.218688	3.232844	2.742803	4.174197	1.395505	1.983411	8.472851	8.969393	5.700133	5.016541	4.804907	6.704245	9.633134	-8.959364	-17.672214	-9.009348	9.026215	-12.745004	-10.221063	-3.082707	-5.030801	-3.854592	-4.585460
10	3	-11.729744	0.184659	2.409122	7.362364	5.814240	6.418711	0.168106	3.301974	-6.484927	6.816805	3.933203	7.360089	4.329248	7.879635	1.250576	6.634361	-11.509061	-16.843227	-10.556117	10.470377	-6.537412	-17.027126	-6.606848	-7.699515	-11.315728	-4.442413	-5.863703	0.184661	2.409122	0.894495	5.806921	6.414848	0.168108	3.301974	-4.782778	0.460649	-18.775728	1.760927	4.329248	7.879635	6.811219	-8.216349	6.356993	10.043879	5.909220	-15.046826	6.814775	9.906319	5.960232	5.752915	6.370991	6.674028	2.121932	6.674895	8.181054	0.719709	5.806921	6.414848	6.348793	7.425580	0.123099	-4.311061	-18.775728	1.760926	8.673756	3.346995	6.811222	-8.216349	6.356993	10.043879	5.909220	-15.046826	6.814775	9.906319	5.960232	5.752916	6.370991	6.674028
18	3	-3.986384	2.702279	5.407390	8.757850	4.502366	5.828639	3.809919	0.600125	-3.973768	7.841759	-18.422816	5.384596	0.561739	5.165634	1.171227	-8.145412	7.201502	8.205930	6.248924	-20.960286	6.777195	5.402647	7.283864	3.905444	6.156486	7.131388	-3.986384	2.702279	5.407390	8.757850	4.502366	5.828639	3.809919	0.600125	-3.973768	8.200479	9.608920	5.384596	0.561739	5.165634	1.171227	8.647702	-11.124403	-17.988282	-10.853350	7.714590	-2.360196	-18.630531	-5.373823	-7.471566	-12.611520	-3.917718	2.584692	7.890252	6.313009	3.828779	4.009931	4.770099	6.284856	6.858809	-3.808967	-3.719800	9.608920	3.502561	7.133062	1.728959	7.599975	8.647697	-11.124403	-17.411803	-10.853350	7.714590	-2.360184	-13.784280	-5.373823	-4.285327	-12.611520	-3.917718
27	3	-3.726402	0.981698	4.312503	9.057806	5.708864	5.385037	2.060853	-0.167563	-7.912452	7.762117	10.700149	6.060712	6.363621	3.546969	2.783525	6.845139	-10.942687	-17.266692	-10.624990	7.949362	-7.731832	-10.402096	-6.384677	-9.360061	-12.056219	-3.070753	-3.325604	0.982576	4.313096	8.691371	5.708847	5.385028	2.149246	-0.166804	-7.903676	1.477625	-15.079528	6.060678	6.367504	3.543827	3.156603	-10.933700	7.597311	6.256689	5.486291	-19.051931	7.902264	8.641777	5.707851	2.750077	6.094092	6.775020	7.095715	6.834896	7.292781	4.173432	2.391829	3.082993	8.100861	5.655795	-0.828725	-2.229895	-15.123452	1.448695	7.637600	2.561955	7.755381	-10.934670	7.597332	6.663641	5.520890	-19.075367	7.902441	10.431988	5.707851	4.932633	6.595891	6.775020
35	3	-5.818706	-1.462021	-0.251235	-1.180618	2.668080	-0.828120	0.986213	2.389701	2.980697	-2.192916	-16.544347	1.082850	0.463014	6.723595	6.132047	-8.938829	9.306582	11.429095	5.101516	-12.565142	5.701112	9.559867	3.742762	8.530554	5.653167	3.376999	-6.109103	-1.462127	-0.251235	5.032808	2.684550	-0.824934	0.986213	2.203294	2.861472	3.278438	5.770834	4.088894	0.463014	6.723595	5.244331	0.521654	1.298050	-10.565889	-6.987574	10.812014	-12.365789	-2.427302	-0.136725	3.999315	-1.294959	-8.847987	-6.109103	-1.462127	-0.251235	5.032808	2.684550	-0.824934	0.986213	2.203294	2.861472	3.278438	7.124297	4.088894	0.463014	6.723595	5.244331	4.760850	-1.074072	-16.589071	-8.212359	10.913185	-12.371742	-9.309522	-6.338232	-1.629914	-4.433677	-9.332660
37	3	9.704327	6.324913	6.522016	4.561749	1.922500	0.451746	6.354938	9.595456	8.805501	-10.439774	-14.569567	0.880660	7.821921	2.041280	4.235271	-9.453247	6.614113	10.852803	7.143849	-15.586928	4.293562	11.630342	8.282023	8.455737	7.099005	5.820040	9.704327	6.324913	6.522016	4.561749	1.922500	0.451746	6.354938	9.595456	8.805501	-5.945307	8.918505	0.880660	7.821921	2.041280	4.235271	6.757479	-3.963293	-15.662924	-8.393906	11.216800	-13.276925	-9.918120	-2.170352	-3.959157	-8.858473	-6.729494	-6.355739	0.403645	2.266256	6.044589	7.235584	6.502509	0.535137	5.345059	-4.214197	5.037415	8.918508	5.841816	1.246275	7.869914	3.257685	6.757479	-3.963293	-15.662924	-8.393906	11.216800	-13.276925	-9.939342	-2.170352	-6.643193	-8.880239	-6.729494
38	3	-10.915563	2.024095	-1.169282	7.631007	5.825083	3.704591	0.445130	4.461908	-8.895330	8.111858	10.560724	5.035379	1.218203	8.074414	1.851366	4.999873	-7.835536	-17.961883	-11.894624	11.388959	-7.165289	-17.259236	-2.782270	-5.513533	-6.908674	-4.647646	-8.879749	2.024095	-1.169282	6.717930	5.821554	3.703838	0.445136	4.461908	-7.368462	1.536276	-17.578688	4.841521	1.218203	8.074414	2.018626	-10.496451	6.943037	12.672126	6.748074	-12.135007	6.068366	6.151612	6.590345	7.117755	6.835731	6.333445	8.367019	6.948973	5.132308	3.069622	1.572941	-2.552898	4.735801	7.519959	2.812107	-6.552103	-17.581678	0.446959	6.493549	3.069537	6.713213	-10.496543	6.943037	12.674392	6.748075	-12.135007	6.068366	10.165955	6.590345	8.137239	6.855728	6.333484
