1	3	87	-7.714064	-1.352845	1.537633	6.404819	6.099500	7.572496	-1.551528	-0.365780	-2.789062	6.144890	6.590009	6.207441	-2.992333	6.968917	2.785481	7.540905	-9.990835	-14.354859	-9.258270	11.167849	-11.491597	-14.968666	-4.027000	-4.607634	-14.818874	-5.421170
1	3	10	-5.190937	-1.352780	1.537633	1.763363	6.099500	7.572496	-1.551528	-0.365780	-0.279720	-0.335191	-9.418264	5.983763	-2.943796	6.968850	4.573276	2.105370	0.471349	8.377013	2.131064	-10.926671	6.133673	4.666012	3.757680	1.297525	-4.298846	0.859068
1	3	3	-5.190937	-1.352780	1.537633	1.763363	6.099500	7.572496	-1.551528	-0.365780	-0.279720	-0.335191	-17.673900	5.983763	-2.943796	6.968850	4.573276	-6.352319	5.064978	10.051138	4.078435	-18.345276	6.135467	7.567057	7.365662	6.878274	1.293625	0.971391
2	1	100	-9.350950	0.891398	2.219128	8.819841	6.589691	7.161327	-1.827068	-3.505101	-11.609740	5.779641	9.302623	6.147438	0.159977	4.100859	3.397059	7.108183	-8.860956	-18.821518	-12.015609	10.531297	-11.414018	-19.258077	-7.696858	-7.886363	-6.691923	-0.851849
3	3	35	8.205700	6.933839	6.596371	1.218430	0.416247	-3.380096	7.865369	5.799982	6.667085	-8.023881	-15.063690	0.843726	8.401146	3.631573	7.304044	-13.868787	7.468500	9.006173	6.967514	-13.861619	8.884746	6.715447	8.993398	5.422878	6.215347	7.972041
3	3	56	8.205700	6.933839	6.596371	1.218876	0.416247	-3.380096	7.865369	5.799982	6.667085	-1.580484	11.832458	0.843726	8.401146	3.631573	7.303920	4.765909	-9.732851	-17.827651	-11.930496	10.683603	-7.459000	-14.634173	-1.621584	-5.451070	-11.716448	-2.502340
3	3	9	1.473382	6.783857	6.575239	6.185936	6.203889	2.325191	7.358894	5.776117	1.553897	4.982347	11.832458	6.591092	8.352128	3.631605	4.568205	4.765909	-9.732851	-17.827651	-11.930519	10.683603	-7.459174	-14.648140	-1.621584	-5.917178	-11.719933	-2.502340
4	3	53	1.380187	6.494393	7.784509	2.106448	6.101535	5.966272	3.009422	6.477094	-6.422588	-3.238409	9.618459	2.165453	4.913712	4.899429	5.223710	8.416249	-5.418344	-17.380271	-12.168400	7.866956	-7.421210	-15.023350	-7.029396	-7.879609	-9.957490	-6.799434
4	3	42	-6.508571	1.660916	3.628140	8.633615	6.722445	6.027582	-3.274088	1.943594	-17.216807	8.551268	9.618459	5.508845	-0.496618	6.870105	2.744341	8.416249	-5.418343	-17.380271	-12.168400	7.866956	-7.421210	-19.786555	-7.029396	-9.986663	-9.957490	-6.799434
4	3	5	1.385360	6.494522	7.784509	2.099744	6.097643	5.965710	3.010436	6.483108	-6.410038	-7.436580	-13.545234	2.155350	4.922405	4.888178	5.224064	-9.733143	9.365082	9.816518	6.171805	-15.390381	6.071148	6.030829	5.257489	4.416715	5.898169	5.798958
5	2	18	-3.922838	6.566619	4.085542	9.506223	7.406662	6.226621	-0.437793	1.549982	-7.506825	5.687313	7.936332	7.183555	4.230512	7.452280	-0.018415	5.746752	-10.750289	-14.792381	-10.550202	8.384009	-6.854430	-14.550834	0.737827	-9.471001	-11.842306	-2.788572
5	2	82	2.332837	8.129684	4.086589	3.286608	6.405211	6.226324	4.040961	6.376963	-0.379158	-8.106742	-17.352221	4.629979	9.195713	1.250284	5.936069	-8.609126	7.405836	9.795671	7.064734	-19.521201	7.194943	11.428451	6.875321	8.755292	3.556624	7.649800
6	2	13	-1.482699	2.187667	-2.257915	4.166652	2.702015	2.964297	5.947926	2.140081	-2.399304	0.823961	-10.393880	1.890813	-1.304524	6.102297	6.372875	0.893767	1.268138	8.942898	2.494582	-7.540845	6.094457	9.609177	6.155758	5.883131	3.571705	9.754179
6	2	87	-14.306827	2.108285	-2.257928	7.298549	7.635206	5.928371	1.633142	-0.841444	-10.038532	6.981084	12.842673	4.685400	-1.304728	6.102297	4.896534	7.429413	-3.681179	-14.685959	-12.881542	8.712293	-8.751583	-14.616196	-2.734157	-6.707994	-8.643358	-0.947566
7	3	48	9.045608	6.819987	9.479837	-1.689039	-1.441751	0.749218	4.174943	7.332996	4.291404	-6.491167	-17.577388	1.614575	6.220389	2.409136	6.711243	-4.919620	7.596373	11.380743	7.001058	-14.884446	5.377038	9.901179	7.884648	6.534624	8.231936	5.890861
7	3	51	9.045415	6.819987	9.479837	0.714659	-1.415827	0.749218	4.174943	7.332996	4.277404	-0.040594	8.969393	3.508462	6.220389	2.409137	6.711243	9.633134	-8.959364	-17.671784	-9.009348	9.026215	-12.745004	-10.220265	-3.082707	-5.029964	-3.854584	-4.585459
7	3	1	-0.449578	2.007227	4.034788	4.218688	3.232844	2.742803	4.174197	1.395505	1.983411	8.472851	8.969393	5.700133	5.016541	4.804907	6.704245	9.633134	-8.959364	-17.672214	-9.009348	9.026215	-12.745004	-10.221063	-3.082707	-5.030801	-3.854592	-4.585460
8	2	95	-10.554606	-1.780634	3.172441	8.381659	6.538221	5.617478	0.057293	1.175374	-6.763090	5.202859	9.988862	7.934895	1.979580	6.126378	0.086566	4.336304	-10.242842	-15.621336	-12.653112	11.204748	-7.876445	-18.471579	-4.334144	-8.017571	-7.973565	-4.271991
8	2	5	-4.900724	-1.780634	3.172441	3.669261	6.502641	5.600562	0.068262	1.175999	-1.650085	-0.917592	-16.157480	6.587443	1.983068	6.126338	5.500750	-13.342998	6.397959	10.179084	5.696630	-12.777679	5.275189	5.681194	4.206108	6.838520	5.490397	6.823214
